building_chain	id
#building_chain_availability_sets_tables;0;db/building_chain_availability_sets_tables/ironic_nomad_buildings	
ironic_nomad_camp	ironic_nomad_tribes
ironic_nomad_yurt_maker	ironic_nomad_tribes
ironic_nomad_cart_wheeler	ironic_nomad_tribes
ironic_nomad_spinner	ironic_nomad_tribes
ironic_nomad_goat_herders	ironic_nomad_tribes
ironic_nomad_shepherds	ironic_nomad_tribes
ironic_nomad_campfires	ironic_nomad_tribes
ironic_nomad_wine_trader	ironic_nomad_tribes
ironic_nomad_bartering	ironic_nomad_tribes
ironic_nomad_storyteller	ironic_nomad_tribes
ironic_nomad_warriors	ironic_nomad_tribes
ironic_nomad_blacksmith	ironic_nomad_tribes
ironic_nomad_carpenter	ironic_nomad_tribes
ironic_nomad_noblemen	ironic_nomad_tribes
ironic_nomad_treasurer	ironic_nomad_tribes
ironic_nomad_shrine	ironic_nomad_tribes
ironic_nomad_cavalry_grounds	ironic_nomad_tribes
ironic_nomad_herding_pastures	ironic_nomad_tribes
ironic_nomad_raiding_hub	ironic_nomad_tribes
ironic_korea_hunters_den	ironic_korea_side
ironic_korea_roads	ironic_korea_side
ironic_korea_watch_tower	ironic_korea_side
