building_chain	id
#building_chain_availability_sets_tables;0;db/building_chain_availability_sets_tables/ironic_fix_districts	
3k_district_artisan_labour	3k_main_cao_wei
3k_district_artisan_labour	3k_main_dong_zhuo
3k_district_artisan_labour	3k_main_gongsun_zan
3k_district_artisan_labour	3k_main_kong_rong
3k_district_artisan_labour	3k_main_liu_biao
3k_district_artisan_labour	3k_main_ma_teng
3k_district_artisan_labour	3k_main_shu_han
3k_district_artisan_labour	3k_main_sun_wu
3k_district_artisan_labour	3k_main_yuan_shao
3k_district_artisan_labour	3k_main_zhang_lu
3k_district_residential_housing	3k_main_cao_wei
3k_district_residential_housing	3k_main_dong_zhuo
3k_district_residential_housing	3k_main_gongsun_zan
3k_district_residential_housing	3k_main_kong_rong
3k_district_residential_housing	3k_main_liu_biao
3k_district_residential_housing	3k_main_ma_teng
3k_district_residential_housing	3k_main_shu_han
3k_district_residential_housing	3k_main_sun_wu
3k_district_residential_housing	3k_main_yuan_shao
3k_district_residential_housing	3k_main_zhang_lu
3k_district_residential_markets	3k_main_cao_wei
3k_district_residential_markets	3k_main_dong_zhuo
3k_district_residential_markets	3k_main_gongsun_zan
3k_district_residential_markets	3k_main_kong_rong
3k_district_residential_markets	3k_main_liu_biao
3k_district_residential_markets	3k_main_ma_teng
3k_district_residential_markets	3k_main_shu_han
3k_district_residential_markets	3k_main_sun_wu
3k_district_residential_markets	3k_main_yuan_shao
3k_district_residential_markets	3k_main_zhang_lu
3k_district_artisan_labour	3k_main_buddhist_default
3k_district_artisan_labour	3k_main_default
3k_district_residential_housing	3k_main_buddhist_default
3k_district_residential_housing	3k_main_default
3k_district_residential_markets	3k_main_buddhist_default
3k_district_residential_logistics	3k_main_buddhist_default
3k_district_residential_housing	3k_main_yuan_shu
3k_district_residential_markets	3k_main_yuan_shu
3k_district_artisan_labour	3k_main_yuan_shu
