building_chain	id
#building_chain_availability_sets_tables;0;db/building_chain_availability_sets_tables/unique_buildings	
ironic_gao_gan_unique_military_conscription	ironic_unique_buildings_gao_gan
3k_district_artisan_private_workshops	ironic_unique_buildings_gao_gan
3k_district_artisan_state_workshops	ironic_unique_buildings_gao_gan
3k_district_government_administration_palace	ironic_unique_buildings_gao_gan
3k_district_government_religion	ironic_unique_buildings_gao_gan
3k_district_government_rural_administration	ironic_unique_buildings_gao_gan
3k_district_market_inn	ironic_unique_buildings_gao_gan
3k_district_market_school	ironic_unique_buildings_gao_gan
3k_district_market_trade	ironic_unique_buildings_gao_gan
3k_district_market_trade_port	ironic_unique_buildings_gao_gan
3k_district_military_equipment	ironic_unique_buildings_gao_gan
3k_district_military_security	ironic_unique_buildings_gao_gan
3k_district_residential_logistics	ironic_unique_buildings_gao_gan
3k_resource_earth_temple	ironic_unique_buildings_gao_gan
3k_district_artisan_labour	ironic_unique_buildings_gao_gan
3k_district_residential_housing	ironic_unique_buildings_gao_gan
3k_district_residential_markets	ironic_unique_buildings_gao_gan
ironic_liu_yu_labour_artisan	ironic_unique_buildings_liu_yu
3k_district_artisan_private_workshops	ironic_unique_buildings_liu_yu
3k_district_artisan_state_workshops	ironic_unique_buildings_liu_yu
3k_district_government_administration_palace	ironic_unique_buildings_liu_yu
3k_district_government_religion	ironic_unique_buildings_liu_yu
3k_district_government_rural_administration	ironic_unique_buildings_liu_yu
3k_district_market_inn	ironic_unique_buildings_liu_yu
3k_district_market_school	ironic_unique_buildings_liu_yu
3k_district_market_trade	ironic_unique_buildings_liu_yu
3k_district_market_trade_port	ironic_unique_buildings_liu_yu
3k_district_military_conscription_basic	ironic_unique_buildings_liu_yu
3k_district_military_equipment	ironic_unique_buildings_liu_yu
3k_district_military_security	ironic_unique_buildings_liu_yu
3k_district_residential_logistics	ironic_unique_buildings_liu_yu
3k_resource_earth_temple	ironic_unique_buildings_liu_yu
3k_district_residential_housing	ironic_unique_buildings_liu_yu
3k_district_residential_markets	ironic_unique_buildings_liu_yu
ironic_jia_long_country_estates	ironic_unique_buildings_jia_long
3k_district_artisan_private_workshops	ironic_unique_buildings_jia_long
3k_district_artisan_state_workshops	ironic_unique_buildings_jia_long
3k_district_government_administration_palace	ironic_unique_buildings_jia_long
3k_district_government_rural_administration	ironic_unique_buildings_jia_long
3k_district_market_inn	ironic_unique_buildings_jia_long
3k_district_market_school	ironic_unique_buildings_jia_long
3k_district_market_trade	ironic_unique_buildings_jia_long
3k_district_market_trade_port	ironic_unique_buildings_jia_long
3k_district_military_conscription_basic	ironic_unique_buildings_jia_long
3k_district_military_equipment	ironic_unique_buildings_jia_long
3k_district_military_security	ironic_unique_buildings_jia_long
3k_district_residential_logistics	ironic_unique_buildings_jia_long
3k_district_residential_housing	ironic_unique_buildings_jia_long
3k_district_residential_markets	ironic_unique_buildings_jia_long
3k_district_artisan_labour	ironic_unique_buildings_jia_long
3k_district_government_religion	ironic_unique_buildings_kong_zhou
3k_district_artisan_private_workshops	ironic_unique_buildings_kong_zhou
3k_district_artisan_state_workshops	ironic_unique_buildings_kong_zhou
3k_district_government_administration_palace	ironic_unique_buildings_kong_zhou
3k_district_government_rural_administration	ironic_unique_buildings_kong_zhou
3k_district_market_inn	ironic_unique_buildings_kong_zhou
3k_district_market_school_kong_zhou	ironic_unique_buildings_kong_zhou
3k_district_market_trade	ironic_unique_buildings_kong_zhou
3k_district_market_trade_port	ironic_unique_buildings_kong_zhou
3k_district_military_conscription_basic	ironic_unique_buildings_kong_zhou
3k_district_military_equipment	ironic_unique_buildings_kong_zhou
3k_district_military_security	ironic_unique_buildings_kong_zhou
3k_district_residential_logistics	ironic_unique_buildings_kong_zhou
3k_district_residential_housing	ironic_unique_buildings_kong_zhou
3k_district_residential_markets	ironic_unique_buildings_kong_zhou
3k_district_artisan_labour	ironic_unique_buildings_kong_zhou
3k_district_government_religion	ironic_unique_buildings_chen_wen
3k_district_artisan_private_workshops	ironic_unique_buildings_chen_wen
3k_district_artisan_state_workshops	ironic_unique_buildings_chen_wen
3k_district_government_administration_palace	ironic_unique_buildings_chen_wen
3k_district_government_rural_administration	ironic_unique_buildings_chen_wen
3k_district_market_inn_chen_wen	ironic_unique_buildings_chen_wen
3k_district_market_school	ironic_unique_buildings_chen_wen
3k_district_market_trade	ironic_unique_buildings_chen_wen
3k_district_market_trade_port	ironic_unique_buildings_chen_wen
3k_district_military_conscription_basic	ironic_unique_buildings_chen_wen
3k_district_military_equipment	ironic_unique_buildings_chen_wen
3k_district_military_security	ironic_unique_buildings_chen_wen
3k_district_residential_logistics	ironic_unique_buildings_chen_wen
3k_district_residential_housing	ironic_unique_buildings_chen_wen
3k_district_residential_markets	ironic_unique_buildings_chen_wen
3k_district_artisan_labour	ironic_unique_buildings_chen_wen
3k_district_government_religion	ironic_unique_buildings_liu_dai
3k_district_artisan_private_workshops	ironic_unique_buildings_liu_dai
3k_district_artisan_state_workshops	ironic_unique_buildings_liu_dai
3k_district_government_administration_palace	ironic_unique_buildings_liu_dai
3k_district_government_rural_administration	ironic_unique_buildings_liu_dai
3k_district_market_inn	ironic_unique_buildings_liu_dai
3k_district_market_school	ironic_unique_buildings_liu_dai
3k_district_market_trade	ironic_unique_buildings_liu_dai
3k_district_market_trade_port	ironic_unique_buildings_liu_dai
3k_district_military_conscription_basic	ironic_unique_buildings_liu_dai
3k_district_military_equipment	ironic_unique_buildings_liu_dai
3k_district_military_security	ironic_unique_buildings_liu_dai
3k_district_residential_logistics_liu_dai	ironic_unique_buildings_liu_dai
3k_district_residential_housing	ironic_unique_buildings_liu_dai
3k_district_residential_markets	ironic_unique_buildings_liu_dai
3k_district_artisan_labour	ironic_unique_buildings_liu_dai
3k_resource_earth_temple	ironic_unique_buildings_jia_long
