building_chain	id
#building_chain_availability_sets_tables;0;db/building_chain_availability_sets_tables/ironic_wang_sheng_repose	
3k_district_artisan_labour	ironic_unique_buildings_wang_sheng
3k_district_artisan_private_workshops	ironic_unique_buildings_wang_sheng
3k_district_artisan_state_workshops	ironic_unique_buildings_wang_sheng
3k_district_government_administration_palace	ironic_unique_buildings_wang_sheng
3k_district_government_religion_wang_sheng	ironic_unique_buildings_wang_sheng
3k_district_government_rural_administration	ironic_unique_buildings_wang_sheng
3k_district_market_inn	ironic_unique_buildings_wang_sheng
3k_district_market_school	ironic_unique_buildings_wang_sheng
3k_district_market_trade	ironic_unique_buildings_wang_sheng
3k_district_market_trade_port	ironic_unique_buildings_wang_sheng
3k_district_military_conscription_basic	ironic_unique_buildings_wang_sheng
3k_district_military_equipment	ironic_unique_buildings_wang_sheng
3k_district_military_security	ironic_unique_buildings_wang_sheng
3k_district_residential_housing	ironic_unique_buildings_wang_sheng
3k_district_residential_logistics	ironic_unique_buildings_wang_sheng
3k_district_residential_markets	ironic_unique_buildings_wang_sheng
3k_resource_earth_temple	ironic_unique_buildings_wang_sheng
