building_chain	id
#building_chain_availability_sets_tables;0;db/building_chain_availability_sets_tables/ironic_liu_chong_building	
ironic_liu_chong_military_infrastructure	ironic_liu_chong_buildings
3k_district_artisan_labour	ironic_liu_chong_buildings
3k_district_artisan_private_workshops	ironic_liu_chong_buildings
3k_district_artisan_state_workshops	ironic_liu_chong_buildings
3k_district_government_administration_palace	ironic_liu_chong_buildings
3k_district_government_religion	ironic_liu_chong_buildings
3k_district_government_rural_administration	ironic_liu_chong_buildings
3k_district_market_inn	ironic_liu_chong_buildings
3k_district_market_school	ironic_liu_chong_buildings
3k_district_market_trade	ironic_liu_chong_buildings
3k_district_market_trade_port	ironic_liu_chong_buildings
3k_district_military_conscription_basic	ironic_liu_chong_buildings
3k_district_military_equipment	ironic_liu_chong_buildings
3k_district_residential_housing	ironic_liu_chong_buildings
3k_district_residential_logistics	ironic_liu_chong_buildings
3k_district_residential_markets	ironic_liu_chong_buildings
3k_resource_earth_temple	ironic_liu_chong_buildings
