auto_id	effect_list	effect	value	effect_scope	optional_only_in_game_mode
#ceo_effect_list_to_effects_tables;0;ceo_db/ceo_effect_list_to_effects_tables/lu_zhi					
100759377	3k_dlc04_item_set_factional_lu_zhi_instinct_02	3k_main_effect_character_attribute_instinct_mod	5.0000	faction_to_character_own	
1135186889	3k_dlc04_ceo_factional_great_library_resolve_common_01	3k_main_effect_unit_stats_morale_abs_infantry	5.0000	faction_to_force_own_factionwide	
68180567	3k_dlc04_ceo_factional_great_library_resolve_common_01	3k_main_effect_character_stat_mod_melee_defence	10.0000	faction_to_force_own_factionwide	
1340417965	3k_dlc04_item_set_factional_lu_zhi_cunning_04	3k_main_effect_character_attribute_cunning_mod	15.0000	faction_to_character_own	
1366759274	3k_dlc04_ceo_factional_great_library_instinct_refined_01	3k_main_effect_faction_trait_tigers_fury_sun_jian	25.0000	faction_to_force_own_factionwide	
1389083741	3k_dlc04_ceo_factional_great_library_authority_unique_01	3k_main_effect_province_corruption	-15.0000	faction_to_province_own	
1421731236	3k_dlc04_item_set_factional_lu_zhi_instinct_04	3k_main_effect_character_attribute_instinct_mod	15.0000	faction_to_character_own	
1454033436	3k_dlc04_ceo_factional_great_library_expertise_unique_01	3k_main_effect_characters_experience_bonus	150.0000	faction_to_character_own_factionwide	
145616793	3k_dlc04_ceo_factional_great_library_resolve_refined_01	3k_main_effect_province_food_mod_farming	50.0000	faction_to_faction_own	
1474979448	3k_dlc04_item_set_factional_lu_zhi_expertise_04	3k_main_effect_character_attribute_expertise_mod	15.0000	faction_to_character_own	
1512025989	3k_dlc04_ceo_factional_great_library_instinct_exceptional_01	3k_main_effect_faction_support_gain	20.0000	faction_to_region_own	
1588971298	3k_dlc04_ceo_factional_great_library_instinct_unique_01	3k_main_ancillary_diamond_formation	1.0000	faction_to_force_own_factionwide	
1628804771	3k_dlc04_ceo_factional_great_library_instinct_unique_01	3k_main_effect_character_stat_mod_battle_movement_speed	10.0000	faction_to_force_own_factionwide	
1663008184	3k_dlc04_item_set_factional_lu_zhi_expertise_03	3k_main_effect_character_attribute_expertise_mod	10.0000	faction_to_character_own	
1762053669	3k_dlc04_item_set_factional_lu_zhi_resolve_03	3k_main_effect_character_attribute_resolve_mod	10.0000	faction_to_character_own	
1909695699	3k_dlc04_ceo_factional_great_library_instinct_unique_01	3k_main_effect_character_stat_mod_battle_movement_speed	10.0000	faction_to_force_own_factionwide	
1927404986	3k_dlc04_ceo_factional_great_library_resolve_exceptional_01	3k_main_effect_economy_gdp_mod_peasantry	50.0000	faction_to_region_own	
2097000280	3k_dlc04_item_set_factional_lu_zhi_cunning_03	3k_main_effect_character_attribute_cunning_mod	10.0000	faction_to_character_own	
211090937	3k_dlc04_ceo_factional_great_library_authority_common_01	3k_main_effect_unit_stats_armour_mod_earth_units	10.0000	faction_to_force_own_factionwide	
2137425752	3k_dlc04_ceo_factional_great_library_cunning_exceptional_01	3k_main_effect_economy_gdp_mod_commerce	50.0000	faction_to_region_own	
2137425753	3k_dlc04_ceo_factional_great_library_cunning_exceptional_01	3k_main_effect_economy_gdp_mod_culture	50.0000	faction_to_region_own	
2146403915	3k_dlc04_item_set_factional_lu_zhi_resolve_04	3k_main_effect_character_attribute_resolve_mod	15.0000	faction_to_character_own	
294012962	3k_dlc04_item_set_factional_lu_zhi_cunning_02	3k_main_effect_character_attribute_cunning_mod	5.0000	faction_to_character_own	
299873254	3k_dlc04_ceo_factional_great_library_instinct_common_01	3k_main_effect_force_military_supplies_from_faction	10.0000	faction_to_force_own_factionwide	
68180568	3k_dlc04_ceo_factional_great_library_instinct_common_01	3k_main_effect_forces_replenishment_foreign_land	5.0000	faction_to_character_own_factionwide	
349579262	3k_dlc04_ceo_factional_great_library_cunning_unique_01	3k_main_effect_diplomacy_han_empire_mod	20.0000	faction_to_faction_own	
353038645	3k_dlc04_ceo_factional_great_library_expertise_refined_01	3k_main_effect_region_garrison_replenishment	25.0000	faction_to_region_own	
