auto_id	effect_list	effect	value	effect_scope	optional_only_in_game_mode
#ceo_effect_list_to_effects_tables;0;ceo_db/ceo_effect_list_to_effects_tables/followers					
1003590818	3k_gsz_ancillary_follower_barbarian_fire	3k_main_effect_faction_trait_tigers_fury_sun_jian	15.0000	character_to_military_force_retinue_own	
1008776808	3k_main_ancillary_follower_hua_tuo	3k_main_effect_character_attribute_resolve_mod	8.0000	character_to_character_own	
1023639227	3k_main_ancillary_follower_eavesdropper	3k_main_effect_undercover_character_defence_against_action_cover_cost_bonus	5.0000	character_minister_to_faction	
1031364915	3k_dlc06_ancillary_follower_translator	3k_main_faction_diplomacy_mod	5.0000	character_minister_to_faction	
1031615386	3k_main_ancillary_follower_military_expert	3k_main_effect_character_attribute_instinct_mod	4.0000	character_to_character_own	
1037233803	3k_gsz_ancillary_follower_bandit_wood	ironic_attribute_unlock_unit	1.0000	character_to_faction	
1052826265	3k_main_ancillary_follower_guard	3k_main_effect_characters_satisfaction_bonus_ancillaries	4.0000	character_to_character_own	
1054366658	3k_main_ancillary_follower_spy_master	3k_main_effect_ai_hint_minister	20.0000	character_to_character_own	
1072904634	3k_ironic_ancillary_follower_xiliang_commander	ironic_xiliang_units_limited	4.0000	character_to_faction_unseen	
1073005312	3k_main_ancillary_follower_inspector	3k_main_effect_character_attribute_expertise_mod	6.0000	character_to_character_own	
107448074	3k_main_ancillary_follower_confucian_sage	3k_main_effect_characters_satisfaction_bonus_ancillaries	6.0000	character_minister_to_character_factionwide	
1074823954	3k_main_ancillary_follower_confucian_sage	3k_main_effect_character_attribute_cunning_mod	6.0000	character_to_character_own	
1105810997	3k_gsz_ancillary_follower_barbarian_earth	3k_main_effect_character_stat_mod_battle_movement_speed	15.0000	character_to_military_force_retinue_own	
1110016574	3k_dlc04_ancillary_follower_master_crafter	3k_dlc04_deployables_towers_enable	2.0000	character_to_force_own	
1112498482	3k_main_ancillary_follower_adept	3k_main_effect_character_attribute_expertise_mod	4.0000	character_to_character_own	
1112756309	3k_main_ancillary_follower_diviner	3k_main_effect_ai_hint_general	20.0000	character_to_character_own	
1116852702	3k_main_ancillary_follower_officer	3k_main_effect_character_attribute_authority_mod	4.0000	character_to_character_own	
1118268357	3k_main_ancillary_follower_overseer	3k_main_effect_character_attribute_cunning_mod	4.0000	character_to_character_own	
1127761903	3k_gsz_ancillary_follower_korea_metal	ironic_attribute_unlock_unit	1.0000	character_to_faction	
1135055963	3k_main_ancillary_follower_elite_trainer	3k_main_effect_ai_hint_general	50.0000	character_to_character_own	
1146257442	3k_main_ancillary_follower_weapon_craftsman	3k_main_effect_craftsmen_weapon_advanced	1.0000	character_to_character_own	
1146343189	3k_gsz_ancillary_follower_nanman_infantry	3k_main_effect_unit_stats_morale_abs_infantry	3.0000	character_to_military_force_retinue_own	
1151856253	3k_main_ancillary_follower_farmer	3k_main_effect_character_attribute_resolve_mod	4.0000	character_to_character_own	
1156591921	3k_main_ancillary_follower_concubine	3k_main_effect_characters_satisfaction_bonus_minister_ancillaries	25.0000	character_to_character_own	
1161187268	3k_main_ancillary_follower_weapon_craftsman	3k_main_effect_character_attribute_instinct_mod	8.0000	character_to_character_own	
1162882881	3k_gsz_ancillary_follower_barbarian_fire	3k_dlc06_dummy_effect_tribute_chest_equippable	1.0000	character_to_character_own	
1166402530	3k_main_ancillary_follower_prefect	3k_main_effect_character_attribute_cunning_mod	8.0000	character_to_character_own	
1178822433	3k_main_ancillary_follower_spy_master	3k_main_skill_line_of_sight	50.0000	character_to_character_own_when_commanding	
1179613928	3k_main_ancillary_follower_trader	3k_dummy_effect_assignment_unlock_stockpiles_metal_surplus_markets	1.0000	character_to_character_own	
1181334966	3k_main_ancillary_follower_cryptographer	3k_main_effect_undercover_character_defence_against_action_network_cost_bonus	3.0000	character_minister_to_faction	
1184727404	3k_gsz_ancillary_follower_korea_wood	ironic_attribute_unlock_unit	1.0000	character_to_faction	
1187637703	3k_main_ancillary_follower_law_enforcer	3k_main_effect_ai_hint_minister	10.0000	character_to_character_own	
1188254909	3k_main_ancillary_follower_provincial_auditor	3k_dummy_effect_assignment_unlock_stockpiles_water_increased_provisions	1.0000	character_to_character_own	
1198754471	3k_main_ancillary_follower_provincial_auditor	3k_main_effect_ai_hint_governor	40.0000	character_to_character_own	
1201424687	3k_main_ancillary_follower_herdsman	3k_main_skill_wedge_formation	1.0000	character_to_force_own	
1202649198	3k_dlc07_ancillary_accessory_northern_army_captain_unique	3k_main_effect_force_all_campaign_movement_range	25.0000	character_to_force_own	
1205124139	3k_main_ancillary_follower_military_instructor	3k_main_skill_loose_formation	1.0000	character_to_force_own	
1213359532	3k_main_ancillary_follower_philosopher	3k_main_effect_characters_satisfaction_bonus_minister_ancillaries	10.0000	character_minister_to_character_factionwide	
1219273538	3k_main_ancillary_follower_concubine	3k_main_effect_characters_experience_bonus	-25.0000	character_to_character_own	
1238252911	3k_main_ancillary_follower_craftsman	3k_main_effect_ai_hint_governor	5.0000	character_to_character_own	
1239936579	3k_main_ancillary_follower_jade_sculptor	3k_main_effect_character_attribute_cunning_mod	6.0000	character_to_character_own	
1261681568	3k_dlc04_ancillary_follower_apprentice_crafter	3k_main_effect_character_attribute_expertise_mod	4.0000	character_to_character_own	
1273039078	3k_main_ancillary_follower_land_shaper	3k_main_effect_ai_hint_governor	10.0000	character_to_character_own	
1285997707	3k_gsz_ancillary_follower_barbarian_metal	ironic_attribute_unlock_unit	1.0000	character_to_faction	
1309959058	3k_main_ancillary_follower_labour_recruiter	3k_main_effect_character_attribute_resolve_mod	2.0000	character_to_character_own	
1317277320	3k_main_ancillary_follower_officer	3k_dummy_effect_assignment_unlock_stockpiles_fire_military_requisition	1.0000	character_to_character_own	
132179928	3k_gsz_ancillary_follower_barbarian_metal	3k_main_effect_character_attribute_expertise_mod	16.0000	character_to_character_own	
1339780508	3k_main_ancillary_follower_diviner	3k_main_effect_character_attribute_cunning_mod	6.0000	character_to_character_own	
1359144478	3k_main_ancillary_follower_spy_master	3k_dummy_effect_assignment_unlock_agent_water	1.0000	character_to_character_own	
