auto_id	effect_list	effect	value	effect_scope	optional_only_in_game_mode
#ceo_effect_list_to_effects_tables;0;ceo_db/ceo_effect_list_to_effects_tables/accessory					
1000426288	3k_main_ancillary_weapon_composite_bow_unique	3k_main_effect_ai_hint_general	10.0000	character_to_character_own	
1001928702	3k_mtu_ancillary_accessory_empty_lunchpail	3k_main_effect_character_attribute_authority_mod	-8.0000	character_to_character_own	
1004800509	3k_main_ancillary_accessory_discourses_of_the_states	3k_main_effect_character_attribute_authority_mod	6.0000	character_to_character_own	
1007669359	3k_main_ancillary_accessory_wuzi	3k_main_effect_character_attribute_instinct_mod	6.0000	character_to_character_own	
1009853574	3k_mtu_ancillary_weapon_wind_of_north	3k_main_effect_character_attribute_cunning_mod	15.0000	character_to_character_own	
1010270593	3k_dlc04_ancillary_accessory_religious_bell_unique	3k_main_effect_replenishment_characters	5.0000	character_minister_to_force_factionwide	
1011722930	3k_main_ancillary_accessory_blade_of_seven_gems	3k_main_effect_unit_stats_melee_damage_mod_metal_units	15.0000	character_to_force_own	
1012161406	3k_main_ancillary_accessory_mozi	3k_main_effect_province_public_order_from_characters_minister	2.0000	character_minister_to_province_factionwide	
1018304734	3k_main_ancillary_accessory_blade_of_seven_gems	3k_main_effect_ai_hint_general	10.0000	character_to_character_own	
101862036	3k_main_ancillary_accessory_ceremonial_stone_axe	3k_main_effect_unit_stats_melee_damage_mod_earth_units	5.0000	character_to_force_own	
1018918852	3k_main_ancillary_weapon_composite_bow_common	3k_main_effect_attribute_mounted_fire_parthian	1.0000	character_to_character_own	romance
1019586021	3k_main_ancillary_weapon_bow_lady_sun	3k_main_effect_ai_hint_general	10.0000	character_to_character_own	
101985747	3k_ironic_ancillary_accessory_scripture_of_rice_pecks	3k_main_effect_character_attribute_authority_mod	8.0000	character_to_character_own	
102101895	3k_main_ancillary_accessory_stone_pig	3k_main_effect_characters_satisfaction_bonus_ancillaries	12.0000	character_to_character_own	
1021995253	3k_main_ancillary_accessory_water_clock	3k_main_effect_characters_satisfaction_bonus_ancillaries	4.0000	character_to_character_own	
