auto_id	effect_list	effect	value	effect_scope	optional_only_in_game_mode
#ceo_effect_list_to_effects_tables;0;ceo_db/ceo_effect_list_to_effects_tables/yuan_shao					
1574436660	3k_dlc07_ceo_factional_yuan_shao_captain_quest_victory_03	3k_main_effect_captain_mercenary_cost_mod	-45.0000	faction_to_faction_own	
1643830466	3k_dlc07_ceo_factional_yuan_shao_captain_quest_recruitment_02	3k_main_effects_faction_lineage	45.0000	faction_to_faction_own	
1823983676	3k_dlc07_ceo_factional_yuan_shao_captain_quest_combat_01	3k_main_effects_mercenary_upkeep_cost	-10.0000	faction_to_faction_own	
2115631981	3k_dlc07_ceo_factional_yuan_shao_captain_quest_combat_03	3k_main_effects_mercenary_upkeep_cost	-30.0000	faction_to_faction_own	
2139635	3k_dlc07_ceo_factional_yuan_shao_captain_quest_combat_02	3k_main_effects_mercenary_upkeep_cost	-20.0000	faction_to_faction_own	
557968282	3k_dlc07_ceo_factional_yuan_shao_captain_quest_recruitment_01	3k_main_effects_faction_lineage	30.0000	faction_to_faction_own	
636964788	3k_dlc07_ceo_factional_yuan_shao_captain_quest_victory_01	3k_main_effect_captain_mercenary_cost_mod	-10.0000	faction_to_faction_own	
649664217	3k_dlc07_ceo_factional_yuan_shao_captain_quest_victory_02	3k_main_effect_captain_mercenary_cost_mod	-25.0000	faction_to_faction_own	
668299311	3k_dlc07_ceo_factional_yuan_shao_captain_quest_recruitment_03	3k_main_effects_faction_lineage	70.0000	faction_to_faction_own	
