auto_id	effect_list	effect	value	effect_scope	optional_only_in_game_mode
#ceo_effect_list_to_effects_tables;0;ceo_db/ceo_effect_list_to_effects_tables/armor					
1000369613	3k_main_ancilliary_armour_wei_kang_armour_unique	3k_main_effect_character_attribute_authority_mod	18.0000	character_to_character_own	
1002087701	3k_dlc05_ancilliary_armour_li_jue_armour_unique	3k_main_effect_character_attribute_instinct_mod	18.0000	character_to_character_own	
1002596317	3k_dlc05_ancilliary_armour_xiao_qiao_armour_unique	3k_main_effect_ai_hint_general	20.0000	character_to_character_own	
1002635659	3k_main_ancilliary_armour_pang_ji`_armour_unique	3k_dummy_effect_ceo_subcategory_armour_unique	0.0000	character_to_character_own	
1003552361	3k_main_ancilliary_armour_mi_fang_armour_unique	3k_main_effect_character_attribute_expertise_mod	18.0000	character_to_character_own	
1005301810	ep_ancillary_armour_medium_armour_metal_extraordinary	3k_main_effect_ai_hint_general	-5.0000	character_to_character_own	
1005358242	3k_main_ancilliary_armour_tian_feng_armour_unique	3k_main_effect_character_attribute_cunning_mod	18.0000	character_to_character_own	
1006695329	ep_dyn_ancillary_armour_zhang_feis_armour_unique	3k_main_effect_character_stat_mod_melee_defence	10.0000	character_to_character_own	
1007199691	3k_main_ancilliary_armour_Wang_Yuanji_armour_unique	3k_main_effect_character_attribute_authority_mod	18.0000	character_to_character_own	
1007750247	3k_main_ancilliary_armour_lady_liu_huimin_armour_unique	3k_main_effect_replenishment_characters	3.0000	character_to_military_force_retinue_own	
1009584479	3k_main_ancilliary_armour_guan_hai_ytr_armour_unique	3k_main_effect_attribute_raider	1.0000	character_to_military_force_retinue_own	
1009941543	3k_dlc07_ancillary_armour_lady_zhen_armour_unique	3k_main_effect_characters_satisfaction_bonus_ancillaries	20.0000	character_to_character_own	
1010605829	3k_main_ancillary_armour_zhou_yus_armour_unique	3k_main_effect_ai_hint_general	5.0000	character_to_character_own	
1010683824	3k_main_ancilliary_armour_Xiahou_Ba_armour_unique	3k_dummy_effect_ceo_subcategory_armour_unique	0.0000	character_to_character_own	
1010732636	3k_main_ancilliary_armour_wang_shi_unique_armour_unique	3k_main_effect_character_stat_mod_melee_damage	15.0000	character_to_character_own	
1010833640	3k_main_ancilliary_armour_hua_xiong_armour_unique	3k_main_effect_attribute_immune_to_psychology	1.0000	character_to_character_own	
1011158104	3k_main_threshold_ancilliary_guo_yuan_armour_unique	3k_main_effect_character_stat_mod_charge_speed	25.0000	character_to_character_own	
101117882	3k_ironic_ancilliary_armour_yang_song_armour_unique	3k_main_effect_ai_hint_general	1.0000	character_to_character_own	
1012116347	3k_main_ancilliary_armour_gurudun_armour_unique	3k_main_effect_ai_hint_general	5.0000	character_to_character_own	
1012741657	3k_main_ancilliary_armour_yuan_yao_armour_unique	3k_main_effect_character_attribute_authority_mod	18.0000	character_to_character_own	
1012765557	ep_dyn_ancillary_armour_zhou_yus_armour_unique	3k_main_effect_character_stat_mod_melee_defence	10.0000	character_to_character_own	
1013162584	3k_main_ancilliary_armour_liu_xun_armour_unique	3k_dummy_effect_ceo_subcategory_armour_unique	0.0000	character_to_character_own	
1013182363	3k_dlc04_ancillary_armour_huangfu_songs_armour_unique	3k_main_effect_character_attribute_expertise_mod	18.0000	character_to_character_own	
101372771	3k_main_ancilliary_armour_wei_you_armour_unique	3k_main_effect_unit_stats_morale_own_territory	4.0000	character_to_military_force_retinue_own	
1015738211	3k_ytr_ancillary_armour_he_yis_armour_unique	3k_main_effect_character_attribute_instinct_mod	12.0000	character_to_character_own	
1016220290	3k_main_ancillary_armour_zhuge_liangs_armour_unique	3k_main_skill_fire_charge_bonus	12.0000	character_to_character_own	
1017134863	3k_main_ancilliary_armour_lady_ze_deng_armour_unique	3k_dummy_effect_ceo_subcategory_armour_unique	0.0000	character_to_character_own	
1018861761	ep_ancillary_sima_liang_armour_unique	3k_main_effect_character_stat_mod_missile_defence	30.0000	character_to_character_own	
101938100	3k_main_ancilliary_armour_cai_he_armour_unique	3k_dummy_effect_ceo_subcategory_armour_unique	0.0000	character_to_character_own	
1019800495	3k_dlc05_ancilliary_armour_lady_bian_armour_unique	3k_main_effect_ai_hint_general	20.0000	character_to_character_own	
1019882615	3k_main_ancilliary_armour_zhao_e_armour_unique	3k_main_skill_flames_of_the_phoenix	1.0000	character_to_character_own	romance
1020297973	3k_main_ancillary_armour_cao_chuns_armour_unique	3k_main_effect_character_stat_mod_missile_defence	15.0000	character_to_character_own	
1020601276	3k_dlc04_ancillary_armour_zhang_liangs_armour_unique	3k_main_effect_ai_hint_general	1.0000	character_to_character_own	
1020722595	3k_main_ancillary_armour_zhang_yangs_armour_unique	3k_dummy_effect_ceo_subcategory_armour_unique	0.0000	character_to_character_own	
1021156095	3k_main_ancilliary_armour_lu_fan_ironic_armour_unique	3k_main_effect_characters_experience_bonus	25.0000	character_to_character_own	
1021719658	3k_main_ancillary_armour_lady_suns_armour_unique	3k_main_effect_ai_hint_general	20.0000	character_to_character_own	
1022015545	3k_main_ancilliary_armour_ji_ben_armour_unique	3k_main_effect_force_all_campaign_recruitment_cost_all	-5.0000	character_to_character_own	
1022090746	3k_dlc05_ancilliary_armour_gao_shun_armour_unique	3k_dummy_effect_ceo_subcategory_armour_unique	0.0000	character_to_character_own	
1023764030	3k_dlc07_ancillary_armour_zhang_he_armour_unique	3k_dummy_effect_ceo_subcategory_armour_unique	0.0000	character_to_character_own	
1023826222	3k_main_ancilliary_armour_geng_wu_armour_unique	3k_dummy_effect_ceo_subcategory_armour_unique	1.0000	character_to_character_own	
1023904024	3k_main_ancilliary_armour_ma_su_unique_ironic_armour_unique	3k_main_effect_character_stat_mod_missile_defence	30.0000	character_to_character_own	
1024206939	3k_mtu_ancillary_armour_lady_cai_yans_armour_unique	3k_dummy_effect_ceo_subcategory_armour_unique	0.0000	character_to_character_own	
102514523	3k_main_ancilliary_armour_yuan_xi_armour_unique	3k_dummy_effect_ceo_subcategory_armour_unique	0.0000	character_to_character_own	
1025183439	3k_mtu_ancillary_armour_lady_dong_bais_armour_unique	3k_dummy_effect_ceo_subcategory_armour_unique	0.0000	character_to_character_own	
1025622999	3k_main_ancillary_armour_medium_armour_earth_and_metal_common	3k_main_effect_ai_hint_general	-5.0000	character_to_character_own	
1026121213	3k_main_ancilliary_armour_tuoba_jiefan_armour_unique	3k_main_effect_character_attribute_expertise_mod	18.0000	character_to_character_own	
1026521453	3k_main_ancilliary_armour_zhou_yu_renming_armour_unique	3k_main_effect_character_attribute_authority_mod	18.0000	character_to_character_own	
1027616630	3k_main_ancilliary_armour_ling_tong_fix_armour_unique	3k_main_effect_attribute_encourages	1.0000	character_to_character_own	
1028186053	ep_ancillary_armour_strategist_light_armour_water_unique	3k_main_effect_character_attribute_cunning_mod	12.0000	character_to_character_own	
1028902533	3k_dlc04_ancillary_armour_non_deployable_armour_yellow_common	3k_main_effect_character_attribute_cunning_mod	10.0000	character_to_character_own	
1029267371	3k_dlc04_ancillary_armour_huangfu_songs_armour_unique	3k_main_effect_ai_hint_governor	1.0000	character_to_character_own	
1030844171	3k_ytr_ancillary_armour_veteran_medium_yellow_turban_refined	3k_main_effect_character_attribute_resolve_mod	6.0000	character_to_character_own	
1031682199	3k_ironic_ancilliary_armour_yang_bo_armour_unique	3k_main_effect_character_attribute_expertise_mod	18.0000	character_to_character_own	
1032734360	3k_dlc04_ancillary_armour_non_deployable_armour_yellow_common	3k_main_effect_character_attribute_resolve_mod	10.0000	character_to_character_own	
1032792076	3k_main_ancilliary_armour_xin_ping_armour_unique	3k_main_effect_ai_hint_general	5.0000	character_to_character_own	
103355427	3k_ironic_ancilliary_armour_zhang_guang_armour_unique	3k_dummy_effect_ceo_subcategory_armour_unique	0.0000	character_to_character_own	
1034432637	3k_main_ancilliary_armour_wang_hong_armour_unique	3k_main_effect_unit_attribute_disciplined	-1.0000	character_to_character_own	
1035734206	3k_dlc07_ancillary_armour_yuan_shang_armour_unique	3k_main_effect_ai_hint_general	30.0000	character_to_character_own	
1035964822	3k_main_ancillary_armour_heavy_armour_fire_unique	3k_main_effect_ai_hint_general	-6.0000	character_to_character_own	
1036148672	3k_dlc07_ancillary_armour_liu_yan_armour_unique	3k_main_effect_character_attribute_cunning_mod	16.0000	character_to_character_own	
1036262623	3k_main_ancilliary_armour_shi_huang_sg_armour_unique	3k_dummy_effect_ceo_subcategory_armour_unique	0.0000	character_to_character_own	
1037089337	3k_main_ancillary_armour_cao_hongs_armour_unique	3k_main_effect_character_stat_mod_missile_defence	15.0000	character_to_character_own	
1037095686	3k_main_ancillary_armour_medium_armour_metal_unique	3k_main_effect_ai_hint_general	-5.0000	character_to_character_own	
1037221691	3k_dlc07_ancillary_armour_liu_yan_armour_unique	3k_dummy_effect_ceo_subcategory_armour_unique	0.0000	character_to_character_own	
1037593930	3k_main_ancilliary_armour_wang_xiang_unique_ironic_armour_unique	3k_main_effect_unit_stats_ammo_mod_water_units	15.0000	character_to_military_force_retinue_own	
1038348040	3k_main_ancilliary_armour_zhang_hu_armour_unique	3k_main_effect_unit_stats_ammunition_archers	15.0000	character_to_force_own	
1038426398	3k_main_ancilliary_armour_Song_Xian_armour_unique	3k_main_effect_character_attribute_expertise_mod	18.0000	character_to_character_own	
1038560289	3k_dlc04_ancillary_armour_empress_hes_armour_unique	3k_main_effect_ai_hint_general	1.0000	character_to_character_own	
1038863164	3k_dlc06_ancillary_armour_nanman_mangyachang_unique	3k_main_effect_character_attribute_instinct_mod	12.0000	character_to_character_own	
1038991851	3k_main_ancilliary_armour_jia_long_armour_unique	3k_dummy_effect_ceo_subcategory_armour_unique	0.0000	character_to_character_own	
1039620595	3k_main_ancilliary_armour_sun_shao_armour_unique	3k_main_effect_character_attribute_expertise_mod	18.0000	character_to_character_own	
1043780047	3k_main_ancillary_armour_lu_bus_armour_unique	3k_main_effect_character_attribute_expertise_mod	6.0000	character_to_character_own	
1044003662	3k_main_ancilliary_armour_chen_heng_armour_unique	3k_main_effect_character_stat_mod_missile_defence	-30.0000	character_to_character_own	
1044175365	ep_ancillary_armour_heavy_armour_wood_unique	3k_main_effect_character_stat_mod_battle_movement_speed	-10.0000	character_to_character_own	
104541315	3k_dlc06_ancillary_armour_nanman_medium_refined	3k_main_effect_character_stat_mod_battle_movement_speed	-3.0000	character_to_character_own	
1045481551	3k_main_ancilliary_armour_zhuge_xuan_armour_unique	3k_main_effect_province_public_order_from_characters	4.0000	character_to_region_own_provincewide	
1046659947	3k_main_ancillary_armour_yuan_shus_armour_unique	3k_main_effect_ai_hint_general	8.0000	character_to_character_own	
104674	3k_main_ancilliary_armour_han_xuan_ironic_armour_unique	3k_main_effect_character_attribute_cunning_mod	18.0000	character_to_character_own	
1046748471	3k_main_ancilliary_armour_Wei_Xu_armour_unique	3k_main_effect_character_stat_mod_melee_defence	18.0000	character_to_character_own	
1046867470	3k_dlc04_ancillary_armour_zhang_jues_armour_unique	3k_main_effect_character_attribute_authority_mod	20.0000	character_to_character_own	
1049924259	3k_main_ancilliary_armour_guo_da_armour_unique	3k_main_effect_attribute_raider	1.0000	character_to_military_force_retinue_own	
1051823100	3k_main_ancilliary_armour_dong_he_unique_ironic_armour_unique	3k_main_effect_unit_stats_armour_mod_cavalry	10.0000	character_to_military_force_retinue_own	
1052868047	3k_dlc07_ancillary_armour_zhang_he_armour_unique	3k_main_effect_ai_hint_general	30.0000	character_to_character_own	
1053097218	3k_mtu_ancillary_armour_lady_gao_zhulans_armour_unique	3k_main_effect_character_attribute_expertise_mod	13.0000	character_to_character_own	
1053236626	3k_main_ancilliary_armour_zhu_zhi_armour_unique	3k_main_effect_characters_satisfaction_bonus_character	10.0000	character_to_character_own	
1053258385	3k_dlc05_ancilliary_armour_zhang_hong_armour_unique	3k_dummy_effect_ceo_subcategory_armour_unique	0.0000	character_to_character_own	
1055274870	3k_main_ancilliary_armour_sun_shao_armour_unique	3k_main_effect_unit_attribute_disciplined	1.0000	character_to_character_own	
105699105	3k_main_ancilliary_armour_zhou_ang_armour_unique	3k_main_effect_unit_attribute_disciplined	1.0000	character_to_military_force_retinue_own	
1057011384	3k_dlc05_ancilliary_armour_ji_ling_armour_unique	3k_dummy_effect_ceo_subcategory_armour_unique	0.0000	character_to_character_own	
105736990	3k_main_ancilliary_armour_liu_pingming_armour_unique	3k_dummy_effect_ceo_subcategory_armour_unique	0.0000	character_to_character_own	
1058872982	3k_main_ancillary_armour_liu_biaos_armour_unique	3k_main_effect_character_stat_mod_missile_defence	30.0000	character_to_character_own	
1058980285	3k_main_ancillary_armour_medium_armour_fire_unique	3k_main_effect_character_stat_mod_battle_movement_speed	15.0000	character_to_military_force_retinue_own	
1059273344	3k_dlc06_ancillary_armour_nanman_medium_common	3k_main_skill_attack_rate	-3.0000	character_to_character_own	
1059983006	3k_dlc04_ancillary_armour_zhang_jues_armour_unique	3k_main_effect_ai_hint_minister	1.0000	character_to_character_own	
1060907515	3k_main_ancilliary_armour_du_ji_armour_unique	3k_main_effect_economy_gdp_mod_all	15.0000	character_to_province_own_when_governor	
1061285775	ep_ancillary_armour_medium_armour_metal_unique	3k_main_effect_ai_hint_general	-5.0000	character_to_character_own	
1061741435	3k_main_ancillary_armour_sun_quans_armour_unique	3k_main_effect_character_attribute_authority_mod	18.0000	character_to_character_own	
1062628735	3k_main_ancillary_armour_kong_rongs_armour_unique	3k_main_effect_ai_hint_general	30.0000	character_to_character_own	
1063097434	3k_dlc07_ancillary_armour_liu_yan_armour_unique	3k_main_effect_ai_hint_general	12.0000	character_to_character_own	
1063302088	3k_mtu_ancillary_armour_lady_zhang_jinglan_armour_unique	3k_main_effect_unit_stats_fatigue_resistance_mod	-25.0000	character_to_character_own	
1064549682	3k_mtu_ancillary_armour_lady_da_qiaos_armour_unique	ironic_special_ability_yuan_royalty	1.0000	character_to_character_own	romance
1064843210	3k_main_ancilliary_armour_li_tong_armour_unique	3k_main_effect_character_attribute_instinct_mod	18.0000	character_to_character_own	
