child_key	parent_key	initial_descent_tiers	parent_link_position	child_link_position	parent_link_position_offset	child_link_position_offset	link_type
#character_skill_node_links_tables;3;db/character_skill_node_links_tables/_mtu_characters_skills_mh							
3k_mtu_skillset_historical_emperor_ling_0B	3k_mtu_skillset_historical_emperor_ling_0A	0	2	4	0.0000	0.0000	SUBSET_REQUIRED
3k_mtu_skillset_historical_emperor_ling_2A_historical	3k_mtu_skillset_historical_emperor_ling_0A	0	1	3	0.0000	0.0000	SUBSET_REQUIRED
3k_mtu_skillset_historical_emperor_ling_2A_romance	3k_mtu_skillset_historical_emperor_ling_0A	0	1	3	0.0000	0.0000	SUBSET_REQUIRED
3k_mtu_skillset_historical_emperor_ling_0C	3k_mtu_skillset_historical_emperor_ling_0B	0	2	4	0.0000	0.0000	SUBSET_REQUIRED
3k_mtu_skillset_historical_emperor_ling_2B	3k_mtu_skillset_historical_emperor_ling_0B	0	1	3	0.0000	0.0000	SUBSET_REQUIRED
3k_mtu_skillset_historical_emperor_ling_0D	3k_mtu_skillset_historical_emperor_ling_0C	0	2	4	0.0000	0.0000	SUBSET_REQUIRED
3k_mtu_skillset_historical_emperor_ling_2C_historical	3k_mtu_skillset_historical_emperor_ling_0C	0	1	3	0.0000	0.0000	SUBSET_REQUIRED
3k_mtu_skillset_historical_emperor_ling_2C_romance	3k_mtu_skillset_historical_emperor_ling_0C	0	1	3	0.0000	0.0000	SUBSET_REQUIRED
3k_mtu_skillset_historical_emperor_ling_0E	3k_mtu_skillset_historical_emperor_ling_0D	0	2	4	0.0000	0.0000	SUBSET_REQUIRED
3k_mtu_skillset_historical_emperor_ling_2D	3k_mtu_skillset_historical_emperor_ling_0D	0	1	3	0.0000	0.0000	SUBSET_REQUIRED
3k_mtu_skillset_historical_emperor_ling_2E_historical	3k_mtu_skillset_historical_emperor_ling_0E	0	1	3	0.0000	0.0000	SUBSET_REQUIRED
3k_mtu_skillset_historical_emperor_ling_2E_romance	3k_mtu_skillset_historical_emperor_ling_0E	0	1	3	0.0000	0.0000	SUBSET_REQUIRED
3k_mtu_skillset_historical_emperor_ling_1B	3k_mtu_skillset_historical_emperor_ling_1A	0	2	4	0.0000	0.0000	SUBSET_REQUIRED
3k_mtu_skillset_historical_emperor_ling_1C	3k_mtu_skillset_historical_emperor_ling_1B	0	2	4	0.0000	0.0000	SUBSET_REQUIRED
3k_mtu_skillset_historical_emperor_ling_2B	3k_mtu_skillset_historical_emperor_ling_1B	0	3	1	0.0000	0.0000	SUBSET_REQUIRED
3k_mtu_skillset_historical_emperor_ling_1D	3k_mtu_skillset_historical_emperor_ling_1C	0	2	4	0.0000	0.0000	SUBSET_REQUIRED
3k_mtu_skillset_historical_emperor_ling_2C_historical	3k_mtu_skillset_historical_emperor_ling_1C	0	3	1	0.0000	0.0000	SUBSET_REQUIRED
3k_mtu_skillset_historical_emperor_ling_2C_romance	3k_mtu_skillset_historical_emperor_ling_1C	0	3	1	0.0000	0.0000	SUBSET_REQUIRED
3k_mtu_skillset_historical_emperor_ling_1E	3k_mtu_skillset_historical_emperor_ling_1D	0	2	4	0.0000	0.0000	SUBSET_REQUIRED
3k_mtu_skillset_historical_emperor_ling_2D	3k_mtu_skillset_historical_emperor_ling_1D	0	3	1	0.0000	0.0000	SUBSET_REQUIRED
3k_mtu_skillset_historical_emperor_ling_2E_historical	3k_mtu_skillset_historical_emperor_ling_1E	0	3	1	0.0000	0.0000	SUBSET_REQUIRED
3k_mtu_skillset_historical_emperor_ling_2E_romance	3k_mtu_skillset_historical_emperor_ling_1E	0	3	1	0.0000	0.0000	SUBSET_REQUIRED
