key	ceo_effect_list	point_change_per_turn_if_active	title	description	icon_path	opinion_topic_modifier
#ceo_nodes_tables;0;ceo_db/ceo_nodes_tables/mounts						
3k_dlc04_ancillary_mount_liu_chong	3k_dlc04_ancillary_mount_liu_chong	0	Ebon Prince	A fine horse, fit for a king.	mounts/3k_dlc04_ancillary_mount_liu_chong.png	
3k_dlc06_ancillary_mount_elephant_common	3k_dlc06_ancillary_mount_elephant_common	0	Elephant	A proud pachyderm; brutal and imposing to all before it.	mounts/3k_dlc06_ancillary_mount_elephant_common.png	
3k_dlc06_ancillary_mount_elephant_exceptional	3k_dlc06_ancillary_mount_elephant_exceptional	0	Monarchial Elephant	A majestic beast, fit for a true leader.	mounts/3k_dlc06_ancillary_mount_elephant_extraordinary.png	
3k_dlc06_ancillary_mount_elephant_refined	3k_dlc06_ancillary_mount_elephant_refined	0	War Elephant	Bred for one purpose and one alone: to destroy its master's foes.	mounts/3k_dlc06_ancillary_mount_elephant_refined.png	
3k_dlc06_ancillary_mount_elephant_unique	3k_dlc06_ancillary_mount_elephant_unique	0	Southern Elephant	With a defiant trumpet and thundering feet, the elephant crushes all beneath vast feet..	mounts/3k_dlc06_ancillary_mount_elephant_unique.png	
3k_main_ancillary_black_elite	3k_main_ancillary_mount_black_elite	0	Black Elite	Truly the lord of all horses.	mounts/3k_main_ancillary_black_elite.png	
3k_main_ancillary_black_horse	3k_main_ancillary_mount_black_horse	0	Black Horse	More than adequate for average journeys.	mounts/3k_main_ancillary_black_horse.png	
3k_main_ancillary_black_stallion	3k_main_ancillary_mount_black_stallion	0	Black Stallion	A superior specimen indeed.	mounts/3k_main_ancillary_black_stallion.png	
3k_main_ancillary_black_thoroughbred	3k_main_ancillary_mount_black_thoroughbred	0	Black Thoroughbred	This horse has shown great promise at an exceptionally young age.	mounts/3k_main_ancillary_black_thoroughbred.png	
3k_main_ancillary_brown_elite	3k_main_ancillary_mount_brown_elite	0	Brown Elite	Truly the lord of all horses.	mounts/3k_main_ancillary_brown_elite.png	
3k_main_ancillary_brown_horse	3k_main_ancillary_mount_brown_horse	0	Brown Horse	More than adequate for average journeys.	mounts/3k_main_ancillary_brown_horse.png	
3k_main_ancillary_brown_stallion	3k_main_ancillary_mount_brown_stallion	0	Brown Stallion	A superior specimen indeed.	mounts/3k_main_ancillary_brown_stallion.png	
3k_main_ancillary_brown_thoroughbred	3k_main_ancillary_mount_brown_thoroughbred	0	Brown Thoroughbred	This horse has shown great promise at an exceptionally young age.	mounts/3k_main_ancillary_brown_thoroughbred.png	
3k_main_ancillary_dilu	3k_main_ancillary_mount_dilu	0	Dilu	The last horse you will ever want!	mounts/3k_main_ancillary_dilu.png	
3k_main_ancillary_grey_elite	3k_main_ancillary_mount_grey_elite	0	Grey Elite	Truly the lord of all horses.	mounts/3k_main_ancillary_grey_elite.png	
3k_main_ancillary_grey_horse	3k_main_ancillary_mount_grey_horse	0	Grey Horse	More than adequate for average journeys.	mounts/3k_main_ancillary_grey_horse.png	
3k_main_ancillary_grey_stallion	3k_main_ancillary_mount_grey_stallion	0	Grey Stallion	A superior specimen indeed.	mounts/3k_main_ancillary_grey_stallion.png	
3k_main_ancillary_grey_thoroughbred	3k_main_ancillary_mount_grey_thoroughbred	0	Grey Thoroughbred	This horse has shown great promise at an exceptionally young age.	mounts/3k_main_ancillary_grey_thoroughbred.png	
