key	ceo_effect_list	point_change_per_turn_if_active	title	description	icon_path	opinion_topic_modifier
#ceo_nodes_tables;0;ceo_db/ceo_nodes_tables/liu_chong						
3k_dlc04_ceo_factional_trophy_cabinet_heroes_unique_00	3k_dlc04_ceo_factional_trophy_cabinet_heroes_unique_01	0	Nushe Bifa	{{tr:3k_dlc04_trophy_cabinet_heroes_unique_unlock}}	accessories/3k_dlc04_ancillary_accessory_nushe_bifa_unique.png	
3k_dlc04_ceo_factional_trophy_cabinet_heroes_unique_01	3k_dlc04_ceo_factional_trophy_cabinet_heroes_unique_01	0	Nushe Bifa	"Do I know archery?! My good fellow, I wrote the book on it!"\n\n{{tr:3k_dlc04_trophy_cabinet_heroes_unique_unlock}}	accessories/3k_dlc04_ancillary_accessory_nushe_bifa_unique.png	
3k_dlc04_ceo_factional_trophy_cabinet_melee_cav_common_00	3k_dlc04_ceo_factional_trophy_cabinet_melee_cav_common_01	0	Imperial Banner	{{tr:3k_dlc04_trophy_cabinet_melee_cav_common_unlock}}	trophy_cabinet/3k_dlc04_ceo_factional_trophy_cabinet_melee_cav_common.png	
3k_dlc04_ceo_factional_trophy_cabinet_melee_cav_common_01	3k_dlc04_ceo_factional_trophy_cabinet_melee_cav_common_01	0	Imperial Banner	"Granted me by the emperor himself!"\n\n{{tr:3k_dlc04_trophy_cabinet_melee_cav_common_unlock}}	trophy_cabinet/3k_dlc04_ceo_factional_trophy_cabinet_melee_cav_common.png	
3k_dlc04_ceo_factional_trophy_cabinet_melee_cav_refined_00	3k_dlc04_ceo_factional_trophy_cabinet_melee_cav_refined_01	0	Silk Belt	{{tr:3k_dlc04_trophy_cabinet_melee_cav_refined_unlock}}	trophy_cabinet/3k_dlc04_ceo_factional_trophy_cabinet_melee_cav_refined.png	
3k_dlc04_ceo_factional_trophy_cabinet_melee_cav_refined_01	3k_dlc04_ceo_factional_trophy_cabinet_melee_cav_refined_01	0	Silk Belt	"Given to me by a warrior I defeated in single combat."\n\n{{tr:3k_dlc04_trophy_cabinet_melee_cav_refined_unlock}}	trophy_cabinet/3k_dlc04_ceo_factional_trophy_cabinet_melee_cav_refined.png	
3k_dlc04_ceo_factional_trophy_cabinet_melee_cav_unique_00	3k_dlc04_ceo_factional_trophy_cabinet_melee_cav_unique_01	0	Bronze Double-cup	{{tr:3k_dlc04_trophy_cabinet_melee_cav_unique_unlock}}	trophy_cabinet/3k_dlc04_ceo_factional_trophy_cabinet_melee_cav_unique.png	
3k_dlc04_ceo_factional_trophy_cabinet_melee_cav_unique_01	3k_dlc04_ceo_factional_trophy_cabinet_melee_cav_unique_01	0	Bronze Double-cup	"I wondered where I'd put that!"\n\n{{tr:3k_dlc04_trophy_cabinet_melee_cav_unique_unlock}}	trophy_cabinet/3k_dlc04_ceo_factional_trophy_cabinet_melee_cav_unique.png	
3k_dlc04_ceo_factional_trophy_cabinet_melee_inf_common_00	3k_dlc04_ceo_factional_trophy_cabinet_melee_inf_common_01	0	Yellow Turban Banner	{{tr:3k_dlc04_trophy_cabinet_melee_inf_common_unlock}}	trophy_cabinet/3k_dlc04_ceo_factional_trophy_cabinet_melee_inf_common.png	
3k_dlc04_ceo_factional_trophy_cabinet_melee_inf_common_01	3k_dlc04_ceo_factional_trophy_cabinet_melee_inf_common_01	0	Yellow Turban Banner	A good reminder that one must respect the people always.\n\n{{tr:3k_dlc04_trophy_cabinet_melee_inf_common_unlock}}	trophy_cabinet/3k_dlc04_ceo_factional_trophy_cabinet_melee_inf_common.png	
3k_dlc04_ceo_factional_trophy_cabinet_melee_inf_refined_00	3k_dlc04_ceo_factional_trophy_cabinet_melee_inf_refined_01	0	Silk Headdress	{{tr:3k_dlc04_trophy_cabinet_melee_inf_refined_unlock}}	trophy_cabinet/3k_dlc04_ceo_factional_trophy_cabinet_melee_inf_refined.png	
3k_dlc04_ceo_factional_trophy_cabinet_melee_inf_refined_01	3k_dlc04_ceo_factional_trophy_cabinet_melee_inf_refined_01	0	Silk Headdress	They fought bravely, to the end.\n\n{{tr:3k_dlc04_trophy_cabinet_melee_inf_refined_unlock}}	trophy_cabinet/3k_dlc04_ceo_factional_trophy_cabinet_melee_inf_refined.png	
3k_dlc04_ceo_factional_trophy_cabinet_melee_inf_unique_00	3k_dlc04_ceo_factional_trophy_cabinet_melee_inf_unique_01	0	Bronze Boshanlu	{{tr:3k_dlc04_trophy_cabinet_melee_inf_unique_unlock}}	trophy_cabinet/3k_dlc04_ceo_factional_trophy_cabinet_melee_inf_unique.png	
3k_dlc04_ceo_factional_trophy_cabinet_melee_inf_unique_01	3k_dlc04_ceo_factional_trophy_cabinet_melee_inf_unique_01	0	Bronze Boshanlu	One who is calm fears not the arrows of their enemies\n\n{{tr:3k_dlc04_trophy_cabinet_melee_inf_unique_unlock}}	trophy_cabinet/3k_dlc04_ceo_factional_trophy_cabinet_melee_inf_unique.png	
3k_dlc04_ceo_factional_trophy_cabinet_people_unique_00	3k_dlc04_ceo_factional_trophy_cabinet_people_unique_01	0	Worn Sandals	{{tr:3k_dlc04_trophy_cabinet_people_unique_unlock}}	trophy_cabinet/3k_dlc04_ceo_factional_trophy_cabinet_people_unique.png	
3k_dlc04_ceo_factional_trophy_cabinet_people_unique_01	3k_dlc04_ceo_factional_trophy_cabinet_people_unique_01	0	Worn Sandals	It is important to offer safe haven to those who do not seek war.\n\n{{tr:3k_dlc04_trophy_cabinet_people_unique_unlock}}	trophy_cabinet/3k_dlc04_ceo_factional_trophy_cabinet_people_unique.png	
3k_dlc04_ceo_factional_trophy_cabinet_ranged_common_00	3k_dlc04_ceo_factional_trophy_cabinet_ranged_common_01	0	Black Dragon Siyah Bow	{{tr:3k_dlc04_trophy_cabinet_ranged_common_unlock}}	trophy_cabinet/3k_dlc04_ceo_factional_trophy_cabinet_ranged_common.png	
3k_dlc04_ceo_factional_trophy_cabinet_ranged_common_01	3k_dlc04_ceo_factional_trophy_cabinet_ranged_common_01	0	Black Dragon Siyah Bow	"I won this in a competition with a wandering archer in the Jade Gate Pass."\n\n{{tr:3k_dlc04_trophy_cabinet_ranged_common_unlock}}	trophy_cabinet/3k_dlc04_ceo_factional_trophy_cabinet_ranged_common.png	
3k_dlc04_ceo_factional_trophy_cabinet_ranged_refined_00	3k_dlc04_ceo_factional_trophy_cabinet_ranged_refined_01	0	Wicker Bales	{{tr:3k_dlc04_trophy_cabinet_ranged_refined_unlock}}	trophy_cabinet/3k_dlc04_ceo_factional_trophy_cabinet_ranged_refined.png	
3k_dlc04_ceo_factional_trophy_cabinet_ranged_refined_01	3k_dlc04_ceo_factional_trophy_cabinet_ranged_refined_01	0	Wicker Bales	"They may not look like much, but they saved me in a pinch when I dived behind them!"\n\n{{tr:3k_dlc04_trophy_cabinet_ranged_refined_unlock}}	trophy_cabinet/3k_dlc04_ceo_factional_trophy_cabinet_ranged_refined.png	
3k_dlc04_ceo_factional_trophy_cabinet_ranged_unique_00	3k_dlc04_ceo_factional_trophy_cabinet_ranged_unique_01	0	Ornate Quiver	{{tr:3k_dlc04_trophy_cabinet_ranged_unique_unlock}}	trophy_cabinet/3k_dlc04_ceo_factional_trophy_cabinet_ranged_unique.png	
3k_dlc04_ceo_factional_trophy_cabinet_ranged_unique_01	3k_dlc04_ceo_factional_trophy_cabinet_ranged_unique_01	0	Ornate Quiver	"Its former owner wasn't going to need it anymore..."\n\n{{tr:3k_dlc04_trophy_cabinet_ranged_unique_unlock}}	trophy_cabinet/3k_dlc04_ceo_factional_trophy_cabinet_ranged_unique.png	
3k_dlc04_ceo_factional_trophy_cabinet_shock_cav_common_00	3k_dlc04_ceo_factional_trophy_cabinet_shock_cav_common_01	0	Chen Banner	{{tr:3k_dlc04_trophy_cabinet_shock_cav_common_unlock}}	trophy_cabinet/3k_dlc04_ceo_factional_trophy_cabinet_shock_cav_common.png	
3k_dlc04_ceo_factional_trophy_cabinet_shock_cav_common_01	3k_dlc04_ceo_factional_trophy_cabinet_shock_cav_common_01	0	Chen Banner	Quite possibly the finest men I have yet had the pleasure of meeting.\n\n{{tr:3k_dlc04_trophy_cabinet_shock_cav_common_unlock}}	trophy_cabinet/3k_dlc04_ceo_factional_trophy_cabinet_shock_cav_common.png	
3k_dlc04_ceo_factional_trophy_cabinet_shock_cav_refined_00	3k_dlc04_ceo_factional_trophy_cabinet_shock_cav_refined_01	0	Silk Robe	{{tr:3k_dlc04_trophy_cabinet_shock_cav_refined_unlock}}	trophy_cabinet/3k_dlc04_ceo_factional_trophy_cabinet_shock_cav_refined.png	
3k_dlc04_ceo_factional_trophy_cabinet_shock_cav_refined_01	3k_dlc04_ceo_factional_trophy_cabinet_shock_cav_refined_01	0	Silk Robe	The finest silks, depicting a great battle.\n\n{{tr:3k_dlc04_trophy_cabinet_shock_cav_refined_unlock}}	trophy_cabinet/3k_dlc04_ceo_factional_trophy_cabinet_shock_cav_refined.png	
3k_dlc04_ceo_factional_trophy_cabinet_shock_cav_unique_00	3k_dlc04_ceo_factional_trophy_cabinet_shock_cav_unique_01	0	Amber Steppe Horseman	{{tr:3k_dlc04_trophy_cabinet_shock_cav_unique_unlock}}	trophy_cabinet/3k_dlc04_ceo_factional_trophy_cabinet_shock_cav_unique.png	
3k_dlc04_ceo_factional_trophy_cabinet_shock_cav_unique_01	3k_dlc04_ceo_factional_trophy_cabinet_shock_cav_unique_01	0	Amber Steppe Horseman	"They ride without saddles and are able to fire behind them while they do so! Luckily, I ducked."\n\n{{tr:3k_dlc04_trophy_cabinet_shock_cav_unique_unlock}}	trophy_cabinet/3k_dlc04_ceo_factional_trophy_cabinet_shock_cav_unique.png	
3k_dlc04_ceo_factional_trophy_cabinet_siege_common_00	3k_dlc04_ceo_factional_trophy_cabinet_siege_common_01	0	Bronze Winch Mechanism	{{tr:3k_dlc04_trophy_cabinet_siege_common_unlock}}	trophy_cabinet/3k_dlc04_ceo_factional_trophy_cabinet_siege_common.png	
3k_dlc04_ceo_factional_trophy_cabinet_siege_common_01	3k_dlc04_ceo_factional_trophy_cabinet_siege_common_01	0	Bronze Winch Mechanism	Crafted by the finest artisans in the bustling workshops of the capital.\n\n{{tr:3k_dlc04_trophy_cabinet_siege_common_unlock}}	trophy_cabinet/3k_dlc04_ceo_factional_trophy_cabinet_siege_common.png	
3k_dlc04_ceo_factional_trophy_cabinet_siege_refined_00	3k_dlc04_ceo_factional_trophy_cabinet_siege_refined_01	0	Reclaimed Siege Engine	{{tr:3k_dlc04_trophy_cabinet_siege_refined_unlock}}	trophy_cabinet/3k_dlc04_ceo_factional_trophy_cabinet_siege_refined.png	
3k_dlc04_ceo_factional_trophy_cabinet_siege_refined_01	3k_dlc04_ceo_factional_trophy_cabinet_siege_refined_01	0	Reclaimed Siege Engine	Some assembly required…\n\n{{tr:3k_dlc04_trophy_cabinet_siege_refined_unlock}}	trophy_cabinet/3k_dlc04_ceo_factional_trophy_cabinet_siege_refined.png	
3k_dlc04_ceo_factional_trophy_cabinet_siege_unique_00	3k_dlc04_ceo_factional_trophy_cabinet_siege_unique_01	0	Dented Helmet	{{tr:3k_dlc04_trophy_cabinet_siege_unique_unlock}}	trophy_cabinet/3k_dlc04_ceo_factional_trophy_cabinet_siege_unique.png	
3k_dlc04_ceo_factional_trophy_cabinet_siege_unique_01	3k_dlc04_ceo_factional_trophy_cabinet_siege_unique_01	0	Dented Helmet	"I stepped aside at the last moment! It grazed my hat and hit my opponent square in the face - now [[b]]that's[[/b]] providence, my friend!"\n\n{{tr:3k_dlc04_trophy_cabinet_siege_unique_unlock}}	trophy_cabinet/3k_dlc04_ceo_factional_trophy_cabinet_siege_unique.png	
3k_dlc04_ceo_factional_trophy_cabinet_spear_inf_common_00	3k_dlc04_ceo_factional_trophy_cabinet_spear_inf_common_01	0	Volunteer Banner	{{tr:3k_dlc04_trophy_cabinet_spear_inf_common_unlock}}	trophy_cabinet/3k_dlc04_ceo_factional_trophy_cabinet_spear_inf_common.png	
3k_dlc04_ceo_factional_trophy_cabinet_spear_inf_common_01	3k_dlc04_ceo_factional_trophy_cabinet_spear_inf_common_01	0	Volunteer Banner	Oft-times, it would seem, the greatest heroes come from the humblest beginnings.\n\n{{tr:3k_dlc04_trophy_cabinet_spear_inf_common_unlock}}	trophy_cabinet/3k_dlc04_ceo_factional_trophy_cabinet_spear_inf_common.png	
3k_dlc04_ceo_factional_trophy_cabinet_spear_inf_refined_00	3k_dlc04_ceo_factional_trophy_cabinet_spear_inf_refined_01	0	Silk Tassel	{{tr:3k_dlc04_trophy_cabinet_spear_inf_refined_unlock}}	trophy_cabinet/3k_dlc04_ceo_factional_trophy_cabinet_spear_inf_refined.png	
3k_dlc04_ceo_factional_trophy_cabinet_spear_inf_refined_01	3k_dlc04_ceo_factional_trophy_cabinet_spear_inf_refined_01	0	Silk Tassel	"Taken from the very spear which dared pierce my armour!"\n\n{{tr:3k_dlc04_trophy_cabinet_spear_inf_refined_unlock}}	trophy_cabinet/3k_dlc04_ceo_factional_trophy_cabinet_spear_inf_refined.png	
3k_dlc04_ceo_factional_trophy_cabinet_spear_inf_unique_00	3k_dlc04_ceo_factional_trophy_cabinet_spear_inf_unique_01	0	Jade Halberd Blade	{{tr:3k_dlc04_trophy_cabinet_spear_inf_unique_unlock}}	trophy_cabinet/3k_dlc04_ceo_factional_trophy_cabinet_spear_inf_unique.png	
3k_dlc04_ceo_factional_trophy_cabinet_spear_inf_unique_01	3k_dlc04_ceo_factional_trophy_cabinet_spear_inf_unique_01	0	Jade Halberd Blade	Jade and men; both are sharpened by bitter tools.\n\n{{tr:3k_dlc04_trophy_cabinet_spear_inf_unique_unlock}}	trophy_cabinet/3k_dlc04_ceo_factional_trophy_cabinet_spear_inf_unique.png	
