key	ceo_effect_list	point_change_per_turn_if_active	title	description	icon_path	opinion_topic_modifier
#ceo_nodes_tables;0;ceo_db/ceo_nodes_tables/lu_zhi						
3k_dlc04_ceo_factional_great_library_authority_common_00	3k_dlc04_ceo_factional_great_library_authority_common_01	0	Dongguan Hanji	{{tr:3k_dlc04_great_library_authority_common_unlock}}	great_library/3k_dlc04_ancillary_factional_great_library_authority_01.png	
3k_dlc04_ceo_factional_great_library_authority_common_01	3k_dlc04_ceo_factional_great_library_authority_common_01	0	Dongguan Hanji	"...and in rode the Orange Cavalry, seeking to arrest the lawbreaker."\n\n{{tr:3k_dlc04_great_library_authority_common_unlock}}	great_library/3k_dlc04_ancillary_factional_great_library_authority_01.png	
3k_dlc04_ceo_factional_great_library_authority_exceptional_00	3k_dlc04_ceo_factional_great_library_authority_exceptional_01	0	Huainanzi	{{tr:3k_dlc04_great_library_authority_exceptional_unlock}}	great_library/3k_dlc04_ancillary_factional_great_library_authority_03.png	
3k_dlc04_ceo_factional_great_library_authority_exceptional_01	3k_dlc04_ceo_factional_great_library_authority_exceptional_01	0	Huainanzi	"If appropriate personnel are appointed, then the realm is well-governed."\n\n{{tr:3k_dlc04_great_library_authority_exceptional_unlock}}	great_library/3k_dlc04_ancillary_factional_great_library_authority_03.png	
3k_dlc04_ceo_factional_great_library_authority_refined_00	3k_dlc04_ceo_factional_great_library_authority_refined_01	0	Records of the Grand Historian	{{tr:3k_dlc04_great_library_authority_refined_unlock}}	great_library/3k_dlc04_ancillary_factional_great_library_authority_02.png	
3k_dlc04_ceo_factional_great_library_authority_refined_01	3k_dlc04_ceo_factional_great_library_authority_refined_01	0	Records of the Grand Historian	"I myself have travelled west as far as Kongtong, north past Zhuolu, east to the sea, and in the south I have sailed the Yellow and Huai rivers."\n\n{{tr:3k_dlc04_great_library_authority_refined_unlock}}	great_library/3k_dlc04_ancillary_factional_great_library_authority_02.png	
3k_dlc04_ceo_factional_great_library_authority_unique_00	3k_dlc04_ceo_factional_great_library_authority_unique_01	0	The Book of Lord Shang	{{tr:3k_dlc04_great_library_authority_unique_unlock}}	great_library/3k_dlc04_ancillary_factional_great_library_authority_04.png	
3k_dlc04_ceo_factional_great_library_authority_unique_01	3k_dlc04_ceo_factional_great_library_authority_unique_01	0	The Book of Lord Shang	The law is an expression of love for the people.\n\n{{tr:3k_dlc04_great_library_authority_unique_unlock}}	great_library/3k_dlc04_ancillary_factional_great_library_authority_04.png	
3k_dlc04_ceo_factional_great_library_cunning_common_00	3k_dlc04_ceo_factional_great_library_cunning_common_01	0	Book of Changes	{{tr:3k_dlc04_great_library_cunning_common_unlock}}	great_library/3k_dlc04_ancillary_factional_great_library_cunning_01.png	
3k_dlc04_ceo_factional_great_library_cunning_common_01	3k_dlc04_ceo_factional_great_library_cunning_common_01	0	Book of Changes	The topmost line, divided, shows its subject, amidst the startling movements, in breathless dismay and looking round him with trembling apprehension. If he takes action, there will be evil.\n\n{{tr:3k_dlc04_great_library_cunning_common_unlock}}	great_library/3k_dlc04_ancillary_factional_great_library_cunning_01.png	
3k_dlc04_ceo_factional_great_library_cunning_exceptional_00	3k_dlc04_ceo_factional_great_library_cunning_exceptional_01	0	The Writings on Reckoning	{{tr:3k_dlc04_great_library_cunning_exceptional_unlock}}	great_library/3k_dlc04_ancillary_factional_great_library_cunning_03.png	
3k_dlc04_ceo_factional_great_library_cunning_exceptional_01	3k_dlc04_ceo_factional_great_library_cunning_exceptional_01	0	The Writings on Reckoning	This treatise represents the true authority on mathematics; from fractions to factorisation.\n\n{{tr:3k_dlc04_great_library_cunning_exceptional_unlock}}	great_library/3k_dlc04_ancillary_factional_great_library_cunning_03.png	
3k_dlc04_ceo_factional_great_library_cunning_refined_00	3k_dlc04_ceo_factional_great_library_cunning_refined_01	0	Classic of Poetry	{{tr:3k_dlc04_great_library_cunning_refined_unlock}}	great_library/3k_dlc04_ancillary_factional_great_library_cunning_02.png	
