key	ceo_effect_list	point_change_per_turn_if_active	title	description	icon_path	opinion_topic_modifier
#ceo_nodes_tables;0;ceo_db/ceo_nodes_tables/weapons						
3k_dlc04_ancillary_weapon_staff_zhang_jue_unique	3k_dlc04_ancillary_weapon_staff_zhang_jue_unique	0	Zhang Jue's Staff	Is it a mere staff or a tool for sorcery? Rumours persist, but they cannot harm Zhang Jue, for hearsay and myth work in the rebel leader's favour.	weapons/3k_dlc04_ancillary_weapon_staff_zhang_jue_unique.png	
3k_dlc05_ancillary_white_tigers_claws	3k_dlc05_ancillary_weapon_white_tigers_claws	0	The White Tiger's Claws	Yan Baihu's favoured swords, said to mirror the piercing claws of a hunting tiger.	weapons\3k_dlc05_ancillary_weapon_sword_white_tiger_yan.png	
3k_dlc06_ancillary_weapon_2h_ball_mace_king_shamoke_unique	3k_dlc06_ancillary_weapon_2h_ball_mace_king_shamoke_unique	0	Mountain Sunder	"Rock, armour, bone. All split, shatter and break."	weapons/3k_ytr_ancillary_weapon_2h_ball_mace_unique.png	
3k_dlc06_ancillary_weapon_axe_stone_common	3k_dlc06_ancillary_weapon_axe_stone_common	0	Stone Axe	Stone may seem less refined than iron, but be assured it will still do the job.	weapons/3k_dlc06_ancillary_weapon_axe_stone_common.png	
3k_dlc06_ancillary_weapon_burning_mace_unique	3k_dlc06_ancillary_weapon_burning_mace_unique	0	Burning Mace	Warning: Keep away from fire.	weapons/3k_dlc06_ancillary_weapon_burning_mace_unique.png	
3k_dlc06_ancillary_weapon_machete_common	3k_dlc06_ancillary_weapon_machete_common	0	Machete	The machete serves a versatile purpose. It is good for cutting down both thicket and warrior alike.	weapons/3k_dlc06_ancillary_weapon_machete_common.png	
3k_dlc06_ancillary_weapon_mixed_flint_common	3k_dlc06_ancillary_weapon_mixed_flint_common	0	Twin-flint Weapons	Flint casts a distinctive, alluring vision – not that it matters when embedding in someone's skull.	weapons/3k_dlc06_ancillary_weapon_mixed_flint_common.png	
3k_dlc06_ancillary_weapon_two_handed_axe_king_wutug_unique	3k_dlc06_ancillary_weapon_two_handed_axe_king_wutugu_unique	0	King Wutugu's Two-handed Axe	They say a weapon needs a name, but why? Would that make it more deadly?	weapons/3k_main_ancillary_two_handed_axe_unique.png	
3k_dlc07_ancillary_weapon_defence_of_levity	3k_dlc07_ancillary_weapon_defence_of_levity	0	Defence of Levity	To some the absence of seriousness can cause them to lose faith in one's ability. What they don't see is the shield it can be from the horrors of battle.	weapons/3k_dlc07_ancillary_weapon_defence_of_levity.png	
