key	ceo_effect_list	point_change_per_turn_if_active	title	description	icon_path	opinion_topic_modifier
#ceo_nodes_tables;0;ceo_db/ceo_nodes_tables/lu_bu						
3k_dlc05_ceo_factional_warrior_defeated_gongsun_du_01	3k_dlc05_ceo_factional_warrior_defeated_gongsun_du_01	0	{{tr:3k_dlc05_ceo_factional_warrior_defeated_gongsun_du_title}}	{{tr:3k_dlc05_ceo_factional_warrior_defeated_gongsun_du_desc}}	armours/3k_main_ancillary_gongsun_dus_armour_unique.png	
3k_dlc05_ceo_factional_warrior_defeated_gongsun_du_02	3k_dlc05_ceo_factional_warrior_defeated_gongsun_du_02	0	{{tr:3k_dlc05_ceo_factional_warrior_defeated_gongsun_du_title}}	{{tr:3k_dlc05_ceo_factional_warrior_defeated_gongsun_du_desc}}	armours/3k_main_ancillary_gongsun_dus_armour_unique.png	
3k_dlc05_ceo_factional_warrior_defeated_liu_pi_01	3k_dlc05_ceo_factional_warrior_defeated_liu_pi_01	0	{{tr:3k_dlc05_startpos_label_liu_pi_header}}	{{tr:3k_dlc05_startpos_label_liu_pi_desc}}	UI/skins/default/dlc05_faction_ceo_undiscovered_character.png	
3k_dlc05_ceo_factional_warrior_defeated_liu_pi_02	3k_dlc05_ceo_factional_warrior_defeated_liu_pi_02	0	{{tr:3k_dlc05_startpos_label_liu_pi_header}}	{{tr:3k_dlc05_startpos_label_liu_pi_desc}}	UI/skins/default/dlc05_faction_ceo_undiscovered_character.png	
3k_dlc05_ceo_factional_warrior_defeated_song_jian_01	3k_dlc05_ceo_factional_warrior_defeated_song_jian_01	0	{{tr:3k_dlc05_startpos_label_song_jian_header}}	{{tr:3k_dlc05_startpos_label_song_jian_desc}}	UI/skins/default/dlc05_faction_ceo_undiscovered_character.png	
3k_dlc05_ceo_factional_warrior_defeated_song_jian_02	3k_dlc05_ceo_factional_warrior_defeated_song_jian_02	0	{{tr:3k_dlc05_startpos_label_song_jian_header}}	{{tr:3k_dlc05_startpos_label_song_jian_desc}}	UI/skins/default/dlc05_faction_ceo_undiscovered_character.png	
3k_dlc05_ceo_factional_warrior_defeated_wu_huan_01	3k_dlc05_ceo_factional_warrior_defeated_wu_huan_01	0	{{tr:3k_dlc05_startpos_label_wu_huan_header}}	{{tr:3k_dlc05_startpos_label_wu_huan_desc}}	UI/skins/default/dlc05_faction_ceo_undiscovered_character.png	
3k_dlc05_ceo_factional_warrior_defeated_wu_huan_02	3k_dlc05_ceo_factional_warrior_defeated_wu_huan_02	0	{{tr:3k_dlc05_startpos_label_wu_huan_header}}	{{tr:3k_dlc05_startpos_label_wu_huan_desc}}	UI/skins/default/dlc05_faction_ceo_undiscovered_character.png	
3k_dlc05_ceo_factional_warrior_defeated_yuan_shang_01	3k_dlc05_ceo_factional_warrior_defeated_yuan_shang_01	0	{{tr:3k_dlc05_startpos_label_yuan_shang_header}}	{{tr:3k_dlc05_startpos_label_yuan_shang_desc}}	armours/3k_dlc07_ancillary_yuan_shang_armour_unique.png	
