key	ceo_effect_list	point_change_per_turn_if_active	title	description	icon_path	opinion_topic_modifier
#ceo_nodes_tables;0;ceo_db/ceo_nodes_tables/armor						
3k_cp01_ceo_node_guo_jias_armour_unique_01	3k_cp01_ceo_node_guo_jias_armour_unique_01	0	Guo Jia's Armour	The perfect weight and fit, tailored for this warrior of class and distinction.	armours/3k_main_ancillary_guo_jia_armour_unique.png	
3k_cp01_ceo_node_huang_gais_armour_unique_01	3k_cp01_ceo_node_huang_gais_armour_unique_01	0	Huang Gai's Armour	The perfect weight and fit, tailored for this warrior of class and distinction.	armours/3k_main_ancillary_huang_gai_armour_unique.png	
3k_cp01_ceo_node_jia_xus_armour_unique_01	3k_cp01_ceo_node_jia_xus_armour_unique_01	0	Jia Xu's Armour	The perfect weight and fit, tailored for this warrior of class and distinction.	armours/3k_main_ancillary_jia_xu_armour_unique.png	
3k_cp01_ceo_node_pang_tongs_armour_unique_01	3k_cp01_ceo_node_pang_tongs_armour_unique_01	0	Pang Tong's Armour	The perfect weight and fit, tailored for this warrior of class and distinction.	armours/3k_main_ancillary_pang_tong_armour_unique.png	
3k_dlc04_ancillary_armour_diao_chans_armour_unique_01	3k_dlc04_ancillary_armour_diao_chans_armour_unique	0	Diao Chan's Armour	The perfect weight and fit, tailored for this warrior of class and distinction.	armours/3k_dlc04_ancillary_armour_diao_chan_armour_unique.png	
3k_dlc04_ancillary_armour_emperor_ling_armour_unique	3k_dlc04_ancillary_armour_emperor_ling_armour_unique	0	The Emperor's Robes	These grand robes were made with consummate skill, befitting the one who bears the burden of Heaven's Mandate.	armours/3k_dlc04_ancillary_armour_emperor_ling_armour_unique.png	
3k_dlc04_ancillary_armour_empress_hes_armour_unique	3k_dlc04_ancillary_armour_empress_hes_armour_unique	0	Empress He's Robes	Luxurious robes, fit for those who do not tread the battlefield.	armours/3k_dlc04_ancillary_armour_empress_he_armour_unique.png	
3k_dlc04_ancillary_armour_he_jins_armour_unique	3k_dlc04_ancillary_armour_he_jins_armour_unique	0	He Jin's Armour	The perfect weight and fit, tailored for this warrior of class and distinction.	armours/3k_dlc04_ancillary_armour_he_jins_armour_unique.png	
3k_dlc04_ancillary_armour_huangfu_songs_armour_unique	3k_dlc04_ancillary_armour_huangfu_songs_armour_unique	0	Huangfu Song's Armour	The perfect weight and fit, tailored for this warrior of class and distinction.	armours/3k_dlc04_ancillary_armour_huangfu_songs_armour_unique.png	
3k_dlc04_ancillary_armour_lu_zhis_armour_unique	3k_dlc04_ancillary_armour_lu_zhis_armour_unique	0	Lu Zhi's Armour	The perfect weight and fit, tailored for this warrior of class and distinction.	armours/3k_dlc04_ancillary_armour_lu_zhis_armour_unique.png	
3k_dlc04_ancillary_armour_non_deployable_armour_red_common	3k_dlc04_ancillary_armour_non_deployable_armour_red_common	0	Courtier's Robes	Luxurious robes, fit for those who do not tread the battlefield.	armours/3k_dlc04_ancillary_armour_eunuch_2_armour_unique.png	
3k_dlc04_ancillary_armour_non_deployable_armour_red_refined	3k_dlc04_ancillary_armour_non_deployable_armour_red_refined	0	Attendant's Robes	Luxurious robes, fit for those who do not tread the battlefield.	armours/3k_dlc04_ancillary_armour_eunuch_1_armour_unique.png	
3k_dlc04_ancillary_armour_non_deployable_armour_yellow_common	3k_dlc04_ancillary_armour_non_deployable_armour_yellow_common	0	Minister's Robes	Luxurious robes, fit for those who do not tread the battlefield.	armours/3k_dlc04_ancillary_armour_eunuch_3_armour_unique.png	
3k_dlc04_ancillary_armour_prince_liu_chongs_armour_unique	3k_dlc04_ancillary_armour_prince_liu_chongs_armour_unique	0	Prince Liu Chong's Armour	The perfect weight and fit, tailored for this warrior of class and distinction.	armours/3k_dlc04_ancillary_armour_prince_liu_chongs_armour_unique.png	
3k_dlc04_ancillary_armour_xun_yus_armour_unique_01	3k_dlc04_ancillary_armour_xun_yus_armour_unique	0	Xun Yu's Armour	The perfect weight and fit, tailored for this warrior of class and distinction.	armours/3k_dlc04_ancillary_armour_xun_yu_armour_unique.png	
3k_dlc04_ancillary_armour_zhang_baos_armour_unique	3k_dlc04_ancillary_armour_zhang_baos_armour_unique	0	Zhang Bao's Armour	The perfect weight and fit, tailored for this warrior of class and distinction.	armours/3k_dlc04_ancillary_armour_zhang_baos_armour_unique.png	
