key	ceo_effect_list	point_change_per_turn_if_active	title	description	icon_path	opinion_topic_modifier
#ceo_nodes_tables;0;ceo_db/ceo_nodes_tables/followers						
3k_dlc04_ancillary_apprentice_crafter	3k_dlc04_ancillary_follower_apprentice_crafter	0	Apprentice Crafter	Though yet to gain the benefits that storied experience brings, he nevertheless is skilled in constructing battlefield defences, and can pass that knowledge on to others.	followers/3k_dlc04_ancillary_apprentice_crafter.png	
3k_dlc04_ancillary_master_crafter	3k_dlc04_ancillary_follower_master_crafter	0	Master Crafter	A veteran of the wars that almost tore the kingdom apart, this man is both a masterful battlefield engineer and a more-than-competent instructor in his area.	followers/3k_dlc04_ancillary_master_crafter.png	
3k_dlc06_ancillary_follower_shaman	3k_dlc06_ancillary_follower_shaman	0	Shaman	Versed in the laws of the southlands, the shaman can find the things which others fail to see.	followers/3k_dlc06_ancillary_follower_shaman.png	
3k_dlc06_ancillary_follower_translator	3k_dlc06_ancillary_follower_translator	0	Representationist	To communicate between the tribes of the south, one must speak not one, but many languages.	followers/3k_dlc06_ancillary_follower_translator.png	
3k_dlc07_ancillary_northern_army_captain	3k_dlc07_ancillary_accessory_northern_army_captain_unique	0	Colonel of the Northern Army	The Northern Army is yours to command! Each colonel is loyal to whom they have been assigned, vowing never to leave their side!	followers/3k_main_ancillary_military_expert.png	
3k_gsz_ancillary_follower_bandit_earth	3k_gsz_ancillary_follower_bandit_earth	0	placeholder	placeholder	ui/ancillaries/followers/3k_main_ancillary_officer.png	
3k_gsz_ancillary_follower_bandit_fire	3k_gsz_ancillary_follower_bandit_fire	0	placeholder	placeholder	ui/ancillaries/followers/3k_main_ancillary_military_instructor.png	
3k_gsz_ancillary_follower_bandit_metal	3k_gsz_ancillary_follower_bandit_metal	0	placeholder	placeholder	ui/ancillaries/followers/3k_main_ancillary_builder.png	
3k_gsz_ancillary_follower_bandit_water	3k_gsz_ancillary_follower_bandit_water	0	placeholder	placeholder	ui/ancillaries/followers/3k_main_ancillary_eavesdropper.png	
3k_gsz_ancillary_follower_bandit_wood	3k_gsz_ancillary_follower_bandit_wood	0	placeholder	placeholder	ui/ancillaries/followers/3k_puzzle_ancillary_qiang_grand_warrior.png	
3k_gsz_ancillary_follower_barbarian_earth	3k_gsz_ancillary_follower_barbarian_earth	0	placeholder	placeholder	ui/ancillaries/followers/3k_main_ancillary_officer.png	
3k_gsz_ancillary_follower_barbarian_fire	3k_gsz_ancillary_follower_barbarian_fire	0	placeholder	placeholder	ui/ancillaries/followers/3k_main_ancillary_military_instructor.png	
3k_gsz_ancillary_follower_barbarian_metal	3k_gsz_ancillary_follower_barbarian_metal	0	placeholder	placeholder	ui/ancillaries/followers/3k_main_ancillary_builder.png	
3k_gsz_ancillary_follower_barbarian_water	3k_gsz_ancillary_follower_barbarian_water	0	placeholder	placeholder	ui/ancillaries/followers/3k_main_ancillary_eavesdropper.png	
3k_gsz_ancillary_follower_barbarian_wood	3k_gsz_ancillary_follower_barbarian_wood	0	placeholder	placeholder	ui/ancillaries/followers/3k_puzzle_ancillary_qiang_grand_warrior.png	
3k_gsz_ancillary_follower_han_earth	3k_gsz_ancillary_follower_han_earth	0	placeholder	placeholder	ui/ancillaries/followers/3k_puzzle_ancillary_chen_honorguard_commander.png	
3k_gsz_ancillary_follower_han_fire	3k_gsz_ancillary_follower_han_fire	0	placeholder	placeholder	ui/ancillaries/followers/3k_puzzle_ancillary_tiger_and_leopard_cavalry_commander.png	
3k_gsz_ancillary_follower_han_metal	3k_gsz_ancillary_follower_han_metal	0	placeholder	placeholder	ui/ancillaries/followers/3k_puzzle_ancillary_camp_crusher_drillmaster.png	
3k_gsz_ancillary_follower_han_water	3k_gsz_ancillary_follower_han_water	0	placeholder	placeholder	ui/ancillaries/followers/3k_puzzle_ancillary_yi_expert_marksman.png	
3k_gsz_ancillary_follower_han_wood	3k_gsz_ancillary_follower_han_wood	0	placeholder	placeholder	ui/ancillaries/followers/3k_puzzle_ancillary_spearmen_officer.png	
3k_gsz_ancillary_follower_korea_earth	3k_gsz_ancillary_follower_korea_earth	0	placeholder	placeholder	ui/ancillaries/followers/3k_dlc04_ancillary_apprentice_crafter.png	
3k_gsz_ancillary_follower_korea_fire	3k_gsz_ancillary_follower_korea_fire	0	placeholder	placeholder	ui/ancillaries/followers/3k_puzzle_ancillary_cavalry_officer.png	
3k_gsz_ancillary_follower_korea_metal	3k_gsz_ancillary_follower_korea_metal	0	placeholder	placeholder	ui/ancillaries/followers/3k_puzzle_ancillary_head_of_yuan_guard.png	
3k_gsz_ancillary_follower_korea_water	3k_gsz_ancillary_follower_korea_water	0	placeholder	placeholder	ui/ancillaries/followers/3k_dlc04_ancillary_master_crafter.png	
3k_gsz_ancillary_follower_korea_wood	3k_gsz_ancillary_follower_korea_wood	0	placeholder	placeholder	ui/ancillaries/followers/3k_puzzle_ancillary_leader_of_refugees.png	
3k_gsz_ancillary_follower_nanman_animal	3k_gsz_ancillary_follower_nanman_animal	0	placeholder	placeholder	ui/ancillaries/followers/3k_dlc06_ancillary_follower_shaman.png	
