key	ceo_effect_list	point_change_per_turn_if_active	title	description	icon_path	opinion_topic_modifier
#ceo_nodes_tables;0;ceo_db/ceo_nodes_tables/sun_ce						
3k_dlc05_ceo_sun_ce_ambition_achieve_artery_of_the_world_00	empty_effects	0	Artery of the World	{{tr:3k_dlc05_sun_ce_ambition_achieve_artery_of_the_world_desc}}	UI/ancillaries/sun_ce/sun_ce_faction_feature_custom_ceo_icon_artery_of_the_world.png	
3k_dlc05_ceo_sun_ce_ambition_achieve_artery_of_the_world_01	3k_dlc05_ceo_sun_ce_ambition_achieve_artery_of_the_world	0	Artery of the World	{{tr:3k_dlc05_sun_ce_ambition_achieve_artery_of_the_world_desc}}	UI/ancillaries/sun_ce/sun_ce_faction_feature_custom_ceo_icon_artery_of_the_world.png	
3k_dlc05_ceo_sun_ce_ambition_achieve_defeat_huang_zu_00	empty_effects	0	{{tr:3k_startpos_label_huang_zu_header}}	{{tr:3k_dlc05_sun_ce_ambition_achieve_defeat_huang_zu_desc}}	Placeholder.png	
3k_dlc05_ceo_sun_ce_ambition_achieve_defeat_huang_zu_01	3k_dlc05_ceo_sun_ce_ambition_achieve_defeat_huang_zu	0	{{tr:3k_startpos_label_huang_zu_header}}	{{tr:3k_dlc05_sun_ce_ambition_achieve_defeat_huang_zu_desc}}	Placeholder.png	
3k_dlc05_ceo_sun_ce_ambition_achieve_defeat_the_white_tiger_00	empty_effects	0	Tiger Hunter	{{tr:3k_dlc05_sun_ce_ambition_achieve_defeat_the_white_tiger_desc}}	Placeholder.png	
3k_dlc05_ceo_sun_ce_ambition_achieve_defeat_the_white_tiger_01	3k_dlc05_ceo_sun_ce_ambition_achieve_defeat_the_white_tiger	0	Tiger Hunter	{{tr:3k_dlc05_sun_ce_ambition_achieve_defeat_the_white_tiger_desc}}	Placeholder.png	
3k_dlc05_ceo_sun_ce_ambition_achieve_independence_00	empty_effects	0	{{tr:3k_dlc05_sun_ce_ambition_independence_title}}	{{tr:3k_dlc05_sun_ce_ambition_achieve_independence_desc}}	UI/ancillaries/sun_ce/sun_ce_faction_feature_custom_ceo_icon_achieve_independence.png	
3k_dlc05_ceo_sun_ce_ambition_achieve_independence_01	3k_dlc05_ceo_sun_ce_ambition_achieve_independence	0	{{tr:3k_dlc05_sun_ce_ambition_independence_title}}	{{tr:3k_dlc05_sun_ce_ambition_achieve_independence_desc}}	UI/ancillaries/sun_ce/sun_ce_faction_feature_custom_ceo_icon_achieve_independence.png	
3k_dlc05_ceo_sun_ce_ambition_achieve_new_centrum_00	empty_effects	0	New Imperial Capital	{{tr:3k_dlc05_sun_ce_ambition_achieve_new_centrum_desc}}	UI/ancillaries/sun_ce/sun_ce_faction_feature_custom_ceo_icon_new_centrum.png	
3k_dlc05_ceo_sun_ce_ambition_achieve_new_centrum_01	3k_dlc05_ceo_sun_ce_ambition_achieve_new_centrum	0	New Imperial Capital	{{tr:3k_dlc05_sun_ce_ambition_achieve_new_centrum_desc}}	UI/ancillaries/sun_ce/sun_ce_faction_feature_custom_ceo_icon_new_centrum.png	
3k_dlc05_ceo_sun_ce_ambition_achieve_sun_familiy_rises_again_00	empty_effects	0	{{tr:3k_dlc05_sun_ce_ambition_sun_familiy_rises_again_title}}	{{tr:3k_dlc05_sun_ce_ambition_achieve_sun_familiy_rises_again_desc}}	UI/ancillaries/sun_ce/sun_ce_faction_feature_custom_ceo_icon_young_hegemon.png	
3k_dlc05_ceo_sun_ce_ambition_achieve_sun_familiy_rises_again_01	3k_dlc05_ceo_sun_ce_ambition_achieve_sun_familiy_rises_again	0	{{tr:3k_dlc05_sun_ce_ambition_sun_familiy_rises_again_title}}	{{tr:3k_dlc05_sun_ce_ambition_achieve_sun_familiy_rises_again_desc}}	UI/ancillaries/sun_ce/sun_ce_faction_feature_custom_ceo_icon_young_hegemon.png	
3k_dlc05_ceo_sun_ce_ambition_achieve_tiny_conquerer_00	empty_effects	0	{{tr:3k_dlc05_sun_ce_ambition_tiny_conquerer_title}}	{{tr:3k_dlc05_sun_ce_ambition_achieve_tiny_conquerer_desc}}	UI/ancillaries/sun_ce/sun_ce_faction_feature_custom_ceo_icon_master_sun.png	
3k_dlc05_ceo_sun_ce_ambition_achieve_tiny_conquerer_01	3k_dlc05_ceo_sun_ce_ambition_achieve_tiny_conquerer	0	{{tr:3k_dlc05_sun_ce_ambition_tiny_conquerer_title}}	{{tr:3k_dlc05_sun_ce_ambition_achieve_tiny_conquerer_desc}}	UI/ancillaries/sun_ce/sun_ce_faction_feature_custom_ceo_icon_master_sun.png	
3k_dlc05_ceo_sun_ce_ambition_achieve_unbeatable_00	empty_effects	0	{{tr:3k_dlc05_sun_ce_ambition_unbeatable_title}}	{{tr:3k_dlc05_sun_ce_ambition_achieve_unbeatable_desc}}	UI/ancillaries/sun_ce/sun_ce_faction_feature_custom_ceo_icon_unbeatable.png	
3k_dlc05_ceo_sun_ce_ambition_achieve_unbeatable_01	3k_dlc05_ceo_sun_ce_ambition_achieve_unbeatable	0	{{tr:3k_dlc05_sun_ce_ambition_unbeatable_title}}	{{tr:3k_dlc05_sun_ce_ambition_achieve_unbeatable_desc}}	UI/ancillaries/sun_ce/sun_ce_faction_feature_custom_ceo_icon_unbeatable.png	
3k_dlc05_ceo_sun_ce_ambition_achieve_wolf_cub_roars_00	empty_effects	0	Wolf Cub Roars	{{tr:3k_dlc05_sun_ce_ambition_achieve_wolf_cub_roars_desc}}	UI/ancillaries/sun_ce/sun_ce_faction_feature_custom_ceo_icon_wolf_cub_roars.png	
3k_dlc05_ceo_sun_ce_ambition_achieve_wolf_cub_roars_01	3k_dlc05_ceo_sun_ce_ambition_achieve_wolf_cub_roars	0	Wolf Cub Roars	{{tr:3k_dlc05_sun_ce_ambition_achieve_wolf_cub_roars_desc}}	UI/ancillaries/sun_ce/sun_ce_faction_feature_custom_ceo_icon_wolf_cub_roars.png	
3k_dlc05_ceo_sun_ce_ambition_recruit_female_earth_wood_00	empty_effects	0	{{tr:3k_dlc05_sun_ce_ambition_female_earth_wood_title}}	{{tr:3k_dlc05_sun_ce_ambition_recruit_female_earth_wood_desc}}	UI/ancillaries/sun_ce/sun_ce_faction_feature_custom_ceo_icon_female_commanders.png	
3k_dlc05_ceo_sun_ce_ambition_recruit_female_earth_wood_01	3k_dlc05_ceo_sun_ce_ambition_recruit_female_earth_wood	0	{{tr:3k_dlc05_sun_ce_ambition_female_earth_wood_title}}	{{tr:3k_dlc05_sun_ce_ambition_recruit_female_earth_wood_desc}}	UI/ancillaries/sun_ce/sun_ce_faction_feature_custom_ceo_icon_female_commanders.png	
3k_dlc05_ceo_sun_ce_ambition_recruit_female_metal_fire_00	empty_effects	0	{{tr:3k_dlc05_sun_ce_ambition_female_metal_fire_title}}	{{tr:3k_dlc05_sun_ce_ambition_recruit_female_metal_fire_desc}}	UI/ancillaries/sun_ce/sun_ce_faction_feature_custom_ceo_icon_female_warriors.png	
3k_dlc05_ceo_sun_ce_ambition_recruit_female_metal_fire_01	3k_dlc05_ceo_sun_ce_ambition_recruit_female_metal_fire	0	{{tr:3k_dlc05_sun_ce_ambition_female_metal_fire_title}}	{{tr:3k_dlc05_sun_ce_ambition_recruit_female_metal_fire_desc}}	UI/ancillaries/sun_ce/sun_ce_faction_feature_custom_ceo_icon_female_warriors.png	
3k_dlc05_ceo_sun_ce_ambition_recruit_grandmasters_earth_00	empty_effects	0	{{tr:3k_dlc05_sun_ce_ambition_grandmasters_earth_title}}	{{tr:3k_dlc05_sun_ce_ambition_recruit_grandmasters_earth_desc}}	UI/ancillaries/sun_ce/sun_ce_faction_feature_custom_ceo_icon_grandmaster_of_authority.png	
