level_name	chain	level	create_time	create_cost	upkeep_cost	commodity	only_in_capital	military_prestige	naval_prestige	economic_prestige	enlightenment_prestige	faction_unique	religion_requirement	first_in_world_bundle	resource_requirement	can_convert	building_instance_key	should_show_building_level_in_ui_for_technology	health_override	development_point_cost	can_be_damaged	primary_slot_building_building_level_requirement	audio_building_type	visible_in_ui	settlement_secondary_slot_unlock_points	settlement_ui_display	cost_to_construct_instantly
#building_levels_tables;18;db/building_levels_tables/qiangbuildings																											
ironic_qiang_building_sui_level_0	ironic_qiang_building_sui	0	1	750	0		false	0	0	0	0	false				true	3k_district_military_security_basic	false	0.0000	0	true	0	3k_cam_settlement_district_security	true	0	ironic_qiang_name	865
ironic_qiang_building_sui_level_1	ironic_qiang_building_sui	1	2	1350	0		false	0	0	0	0	false				true	3k_district_military_security_basic	false	0.0000	0	true	0	3k_cam_settlement_district_security	true	0	ironic_qiang_name	2000
ironic_qiang_building_sui_level_2	ironic_qiang_building_sui	2	3	2250	0		false	0	0	0	0	false				true	3k_district_military_security_basic	false	0.0000	0	true	0	3k_cam_settlement_district_security	true	0	ironic_qiang_name	2565
ironic_qiang_building_jian_level_0	ironic_qiang_building_jian	0	1	750	0		false	0	0	0	0	false				true	3k_district_military_security_basic	false	0.0000	0	true	0	3k_cam_settlement_district_security	true	0	ironic_qiang_name	865
ironic_qiang_building_jian_level_1	ironic_qiang_building_jian	1	2	1350	0		false	0	0	0	0	false				true	3k_district_military_security_basic	false	0.0000	0	true	0	3k_cam_settlement_district_security	true	0	ironic_qiang_name	2000
ironic_qiang_building_jian_level_2	ironic_qiang_building_jian	2	3	2250	0		false	0	0	0	0	false				true	3k_district_military_security_basic	false	0.0000	0	true	0	3k_cam_settlement_district_security	true	0	ironic_qiang_name	2565
ironic_qiang_building_chao_level_0	ironic_qiang_building_chao	0	1	750	0		false	0	0	0	0	false				true	3k_district_military_security_basic	false	0.0000	0	true	0	3k_cam_settlement_district_security	true	0	ironic_qiang_name	865
ironic_qiang_building_chao_level_1	ironic_qiang_building_chao	1	2	1350	0		false	0	0	0	0	false				true	3k_district_military_security_basic	false	0.0000	0	true	0	3k_cam_settlement_district_security	true	0	ironic_qiang_name	2000
ironic_qiang_building_chao_level_2	ironic_qiang_building_chao	2	3	2250	0		false	0	0	0	0	false				true	3k_district_military_security_basic	false	0.0000	0	true	0	3k_cam_settlement_district_security	true	0	ironic_qiang_name	2565
