level_name	chain	level	create_time	create_cost	upkeep_cost	commodity	only_in_capital	military_prestige	naval_prestige	economic_prestige	enlightenment_prestige	faction_unique	religion_requirement	first_in_world_bundle	resource_requirement	can_convert	building_instance_key	should_show_building_level_in_ui_for_technology	health_override	development_point_cost	can_be_damaged	primary_slot_building_building_level_requirement	audio_building_type	visible_in_ui	settlement_secondary_slot_unlock_points	settlement_ui_display	cost_to_construct_instantly
#building_levels_tables;18;db/building_levels_tables/gatebuilding																											
ironic_gate_food_deposits_level_1	ironic_gate_food_deposits	0	1	750	20		false	0	0	0	0	false				true	3k_district_residential_granary	false	0.0000	0	true	0	3k_cam_resource_cattle	true	0	ironic_gate_name	600
ironic_gate_food_deposits_level_2	ironic_gate_food_deposits	1	2	1650	40		false	0	0	0	0	false				true	3k_district_residential_granary	false	0.0000	0	true	1	3k_cam_resource_cattle	true	0	ironic_gate_name	800
ironic_gate_food_deposits_level_3	ironic_gate_food_deposits	2	3	2750	60		false	0	0	0	0	false				true	3k_district_residential_granary	false	0.0000	0	true	2	3k_cam_resource_cattle	true	0	ironic_gate_name	1500
ironic_gate_security_checks_level_1	ironic_gate_security_checks	0	1	750	20		false	0	0	0	0	false				true	3k_district_military_security_basic	false	0.0000	0	true	0	3k_cam_settlement_district_security	true	0	ironic_gate_name	600
ironic_gate_security_checks_level_2	ironic_gate_security_checks	1	2	1650	40		false	0	0	0	0	false				true	3k_district_military_security_basic	false	0.0000	0	true	1	3k_cam_settlement_district_security	true	0	ironic_gate_name	800
ironic_gate_security_checks_level_3	ironic_gate_security_checks	2	3	2250	60		false	0	0	0	0	false				true	3k_district_military_security_basic	false	0.0000	0	true	2	3k_cam_settlement_district_security	true	0	ironic_gate_name	1500
ironic_gate_inn_level_1	ironic_gate_inn	0	1	1250	20		false	0	0	0	0	false				true	3k_district_market_inn_basic	false	0.0000	0	true	0	3k_cam_settlement_district_trade	true	0	ironic_gate_name	600
ironic_gate_inn_level_2	ironic_gate_inn	1	2	2250	40		false	0	0	0	0	false				true	3k_district_market_inn_basic	false	0.0000	0	true	1	3k_cam_settlement_district_trade	true	0	ironic_gate_name	800
ironic_gate_inn_level_3	ironic_gate_inn	2	3	3750	60		false	0	0	0	0	false				true	3k_district_market_inn_basic	false	0.0000	0	true	2	3k_cam_settlement_district_trade	true	0	ironic_gate_name	1500
ironic_gate_government_post_level_1	ironic_gate_government_post	0	1	750	20		false	0	0	0	0	false				true	3k_district_government_rural	false	0.0000	0	true	0	3k_cam_settlement_district_administration	true	0	ironic_gate_name	600
ironic_gate_government_post_level_2	ironic_gate_government_post	1	2	1750	40		false	0	0	0	0	false				true	3k_district_government_rural	false	0.0000	0	true	1	3k_cam_settlement_district_administration	true	0	ironic_gate_name	800
ironic_gate_government_post_level_3	ironic_gate_government_post	2	3	3250	60		false	0	0	0	0	false				true	3k_district_government_rural	false	0.0000	0	true	2	3k_cam_settlement_district_administration	true	0	ironic_gate_name	1500
