level_name	chain	level	create_time	create_cost	upkeep_cost	commodity	only_in_capital	military_prestige	naval_prestige	economic_prestige	enlightenment_prestige	faction_unique	religion_requirement	first_in_world_bundle	resource_requirement	can_convert	building_instance_key	should_show_building_level_in_ui_for_technology	health_override	development_point_cost	can_be_damaged	primary_slot_building_building_level_requirement	audio_building_type	visible_in_ui	settlement_secondary_slot_unlock_points	settlement_ui_display	cost_to_construct_instantly
#building_levels_tables;18;db/building_levels_tables/hansidebuildings																											
ironic_supply_chain	ironic_supply_chain	0	1	500	30		false	0	0	0	0	false				true	3k_district_military_security_basic	false	0.0000	0	true	0	3k_cam_settlement_district_security	true	0	ironic_supply_chain_name	500
ironic_supply_chain_level_1	ironic_supply_chain	1	2	750	40		false	0	0	0	0	false				true	3k_district_military_security_basic	false	0.0000	0	true	0	3k_cam_settlement_district_security	true	0	ironic_supply_chain_name	1000
ironic_supply_chain_level_2	ironic_supply_chain	2	3	1000	50		false	0	0	0	0	false				true	3k_district_military_security_basic	false	0.0000	0	true	0	3k_cam_settlement_district_security	true	0	ironic_supply_chain_name	1250
ironic_garrison_improvement	ironic_garrison_improvement	0	0	1125	50		false	0	0	0	0	false				true	3k_district_military_security_basic	false	0.0000	0	true	0	3k_cam_settlement_district_security	true	0	ironic_garrison_side_name	500
ironic_garrison_improvement_level_1	ironic_garrison_improvement	1	0	1650	70		false	0	0	0	0	false				true	3k_district_military_security_basic	false	0.0000	0	true	0	3k_cam_settlement_district_security	true	0	ironic_garrison_side_name	1000
ironic_garrison_improvement_level_2	ironic_garrison_improvement	2	0	2100	80		false	0	0	0	0	false				true	3k_district_military_security_basic	false	0.0000	0	true	0	3k_cam_settlement_district_security	true	0	ironic_garrison_side_name	1250
ironic_garrison_improvement_level_3_spear	ironic_garrison_improvement	3	0	2500	90		false	0	0	0	0	false				true	3k_district_military_security_basic	false	0.0000	0	true	0	3k_cam_settlement_district_security	true	0	ironic_garrison_side_name	1750
ironic_garrison_improvement_level_4_spear	ironic_garrison_improvement	4	0	2950	120		false	0	0	0	0	false				true	3k_district_military_security_basic	false	0.0000	0	true	0	3k_cam_settlement_district_security	true	0	ironic_garrison_side_name	2350
ironic_garrison_improvement_level_3_archer	ironic_garrison_improvement	3	0	2500	90		false	0	0	0	0	false				true	3k_district_military_security_basic	false	0.0000	0	true	0	3k_cam_settlement_district_security	true	0	ironic_garrison_side_name	1750
ironic_garrison_improvement_level_4_archer	ironic_garrison_improvement	4	0	2650	120		false	0	0	0	0	false				true	3k_district_military_security_basic	false	0.0000	0	true	0	3k_cam_settlement_district_security	true	0	ironic_garrison_side_name	2350
ironic_garrison_improvement_level_3_cavalry	ironic_garrison_improvement	3	0	2500	90		false	0	0	0	0	false				true	3k_district_military_security_basic	false	0.0000	0	true	0	3k_cam_settlement_district_security	true	0	ironic_garrison_side_name	1750
ironic_garrison_improvement_level_4_cavalry	ironic_garrison_improvement	4	0	3750	120		false	0	0	0	0	false				true	3k_district_military_security_basic	false	0.0000	0	true	0	3k_cam_settlement_district_security	true	0	ironic_garrison_side_name	2350
ironic_garrison_improvement_level_3_melee	ironic_garrison_improvement	3	0	2500	90		false	0	0	0	0	false				true	3k_district_military_security_basic	false	0.0000	0	true	0	3k_cam_settlement_district_security	true	0	ironic_garrison_side_name	1750
ironic_garrison_improvement_level_4_melee	ironic_garrison_improvement	4	0	2850	120		false	0	0	0	0	false				true	3k_district_military_security_basic	false	0.0000	0	true	0	3k_cam_settlement_district_security	true	0	ironic_garrison_side_name	2350
ironic_recruitment_hub	ironic_recruitment_hub	0	0	950	25		false	0	0	0	0	false				true	3k_district_military_security_basic	false	0.0000	0	true	0	3k_cam_settlement_district_security	true	0	ironic_recruitment_name	1900
ironic_recruitment_hub_level_2	ironic_recruitment_hub	1	0	1350	30		false	0	0	0	0	false				true	3k_district_military_security_basic	false	0.0000	0	true	0	3k_cam_settlement_district_security	true	0	ironic_recruitment_name	1700
ironic_recruitment_hub_level_3	ironic_recruitment_hub	2	0	1750	40		false	0	0	0	0	false				true	3k_district_military_security_basic	false	0.0000	0	true	0	3k_cam_settlement_district_security	true	0	ironic_recruitment_name	3500
ironic_trading_hubs	ironic_trading_hubs	0	0	900	20		false	0	0	0	0	false				true	3k_district_market_inn_basic	false	0.0000	0	true	0	3k_cam_settlement_district_trade	true	0	ironic_trade_name	1800
ironic_trading_hubs_level_2	ironic_trading_hubs	1	0	1250	40		false	0	0	0	0	false				true	3k_district_market_inn_basic	false	0.0000	0	true	0	3k_cam_settlement_district_trade	true	0	ironic_trade_name	2500
ironic_trading_hubs_level_3	ironic_trading_hubs	2	0	1580	60		false	0	0	0	0	false				true	3k_district_market_inn_basic	false	0.0000	0	true	0	3k_cam_settlement_district_trade	true	0	ironic_trade_name	3160
