level_name	chain	level	create_time	create_cost	upkeep_cost	commodity	only_in_capital	military_prestige	naval_prestige	economic_prestige	enlightenment_prestige	faction_unique	religion_requirement	first_in_world_bundle	resource_requirement	can_convert	building_instance_key	should_show_building_level_in_ui_for_technology	health_override	development_point_cost	can_be_damaged	primary_slot_building_building_level_requirement	audio_building_type	visible_in_ui	settlement_secondary_slot_unlock_points	settlement_ui_display	cost_to_construct_instantly
#building_levels_tables;18;db/building_levels_tables/provincial_side_buildings																											
ironic_province_you_standard	ironic_province_you_standard	0	1	0	0		false	0	0	0	0	false				true	3k_district_military_conscription	false	0.0000	0	true	0	3k_cam_resource_horses	true	0	ironic_province_you_standard	850
ironic_province_you_wuhuan	ironic_province_you_wuhuan	0	1	0	0		false	0	0	0	0	false				true	3k_district_military_conscription	false	0.0000	0	true	0	3k_cam_resource_horses	true	0	ironic_province_you_standard	850
ironic_province_you_xianbei	ironic_province_you_xianbei	0	1	0	0		false	0	0	0	0	false				true	3k_district_military_conscription	false	0.0000	0	true	0	3k_cam_resource_horses	true	0	ironic_province_you_standard	850
ironic_province_bing_standard	ironic_province_bing_standard	0	1	0	0		false	0	0	0	0	false				true	3k_district_military_conscription	false	0.0000	0	true	0	3k_cam_resource_horses	true	0	ironic_province_you_standard	850
ironic_province_bing_xiongnu	ironic_province_bing_xiongnu	0	1	0	0		false	0	0	0	0	false				true	3k_district_military_conscription	false	0.0000	0	true	0	3k_cam_resource_horses	true	0	ironic_province_you_standard	850
ironic_province_bing_xiliang	ironic_province_bing_xiliang	0	1	0	0		false	0	0	0	0	false				true	3k_district_military_conscription	false	0.0000	0	true	0	3k_cam_resource_horses	true	0	ironic_province_you_standard	850
ironic_province_liang_standard	ironic_province_liang_standard	0	1	0	0		false	0	0	0	0	false				true	3k_district_military_conscription	false	0.0000	0	true	0	3k_cam_resource_horses	true	0	ironic_province_you_standard	850
ironic_province_liang_xiliang	ironic_province_liang_xiliang	0	1	0	0		false	0	0	0	0	false				true	3k_district_military_conscription	false	0.0000	0	true	0	3k_cam_resource_horses	true	0	ironic_province_you_standard	850
ironic_province_liang_qiang	ironic_province_liang_qiang	0	1	0	0		false	0	0	0	0	false				true	3k_district_military_conscription	false	0.0000	0	true	0	3k_cam_resource_horses	true	0	ironic_province_you_standard	850
ironic_province_qing_standard	ironic_province_qing_standard	0	1	0	0		false	0	0	0	0	false				true	3k_district_military_conscription	false	0.0000	0	true	0	3k_cam_resource_horses	true	0	ironic_province_you_standard	850
ironic_province_yan_standard	ironic_province_yan_standard	0	1	0	0		false	0	0	0	0	false				true	3k_district_military_conscription	false	0.0000	0	true	0	3k_cam_resource_horses	true	0	ironic_province_you_standard	850
ironic_province_xu_standard	ironic_province_xu_standard	0	1	0	0		false	0	0	0	0	false				true	3k_district_military_conscription	false	0.0000	0	true	0	3k_cam_resource_horses	true	0	ironic_province_you_standard	850
ironic_province_yu_standard	ironic_province_yu_standard	0	1	0	0		false	0	0	0	0	false				true	3k_district_military_conscription	false	0.0000	0	true	0	3k_cam_resource_horses	true	0	ironic_province_you_standard	850
ironic_province_yang_standard	ironic_province_yang_standard	0	1	0	0		false	0	0	0	0	false				true	3k_district_military_conscription	false	0.0000	0	true	0	3k_cam_resource_horses	true	0	ironic_province_you_standard	850
ironic_province_yang_yue	ironic_province_yang_yue	0	1	0	0		false	0	0	0	0	false				true	3k_district_military_conscription	false	0.0000	0	true	0	3k_cam_resource_horses	true	0	ironic_province_you_standard	850
ironic_province_jing_standard	ironic_province_jing_standard	0	1	0	0		false	0	0	0	0	false				true	3k_district_military_conscription	false	0.0000	0	true	0	3k_cam_resource_horses	true	0	ironic_province_you_standard	850
ironic_province_jing_chu	ironic_province_jing_chu	0	1	0	0		false	0	0	0	0	false				true	3k_district_military_conscription	false	0.0000	0	true	0	3k_cam_resource_horses	true	0	ironic_province_you_standard	850
ironic_province_yi_standard	ironic_province_yi_standard	0	1	0	0		false	0	0	0	0	false				true	3k_district_military_conscription	false	0.0000	0	true	0	3k_cam_resource_horses	true	0	ironic_province_you_standard	850
ironic_province_yi_di	ironic_province_yi_di	0	1	0	0		false	0	0	0	0	false				true	3k_district_military_conscription	false	0.0000	0	true	0	3k_cam_resource_horses	true	0	ironic_province_you_standard	850
ironic_province_yi_nanman	ironic_province_yi_nanman	0	1	0	0		false	0	0	0	0	false				true	3k_district_military_conscription	false	0.0000	0	true	0	3k_cam_resource_horses	true	0	ironic_province_you_standard	850
ironic_province_jiao_standard	ironic_province_jiao_standard	0	1	0	0		false	0	0	0	0	false				true	3k_district_military_conscription	false	0.0000	0	true	0	3k_cam_resource_horses	true	0	ironic_province_you_standard	850
ironic_province_jiao_vietnam	ironic_province_jiao_vietnam	0	1	0	0		false	0	0	0	0	false				true	3k_district_military_conscription	false	0.0000	0	true	0	3k_cam_resource_horses	true	0	ironic_province_you_standard	850
ironic_province_korea_standard	ironic_province_korea_standard	0	1	0	0		false	0	0	0	0	false				true	3k_district_military_conscription	false	0.0000	0	true	0	3k_cam_resource_horses	true	0	ironic_province_you_standard	850
ironic_province_korea_xianbei	ironic_province_korea_xianbei	0	1	0	0		false	0	0	0	0	false				true	3k_district_military_conscription	false	0.0000	0	true	0	3k_cam_resource_horses	true	0	ironic_province_you_standard	850
ironic_province_korea_han	ironic_province_korea_han	0	1	0	0		false	0	0	0	0	false				true	3k_district_military_conscription	false	0.0000	0	true	0	3k_cam_resource_horses	true	0	ironic_province_you_standard	850
ironic_province_sili_standard	ironic_province_sili_standard	0	1	0	0		false	0	0	0	0	false				true	3k_district_military_conscription	false	0.0000	0	true	0	3k_cam_resource_horses	true	0	ironic_province_you_standard	850
ironic_province_sili_chu	ironic_province_sili_chu	0	1	0	0		false	0	0	0	0	false				true	3k_district_military_conscription	false	0.0000	0	true	0	3k_cam_resource_horses	true	0	ironic_province_you_standard	850
ironic_province_yong_standard	ironic_province_yong_standard	0	1	0	0		false	0	0	0	0	false				true	3k_district_military_conscription	false	0.0000	0	true	0	3k_cam_resource_horses	true	0	ironic_province_you_standard	850
ironic_province_yong_xiongnu	ironic_province_yong_xiongnu	0	1	0	0		false	0	0	0	0	false				true	3k_district_military_conscription	false	0.0000	0	true	0	3k_cam_resource_horses	true	0	ironic_province_you_standard	850
ironic_province_yong_xiliang	ironic_province_yong_xiliang	0	1	0	0		false	0	0	0	0	false				true	3k_district_military_conscription	false	0.0000	0	true	0	3k_cam_resource_horses	true	0	ironic_province_you_standard	850
ironic_province_yong_qiang	ironic_province_yong_qiang	0	1	0	0		false	0	0	0	0	false				true	3k_district_military_conscription	false	0.0000	0	true	0	3k_cam_resource_horses	true	0	ironic_province_you_standard	850
ironic_province_ji_standard	ironic_province_ji_standard	0	1	0	0		false	0	0	0	0	false				true	3k_district_military_conscription	false	0.0000	0	true	0	3k_cam_resource_horses	true	0	ironic_province_you_standard	850
