auto_id	ceo_threshold	ceo_node	points_threshold_to_activate_node	can_downgrade_to_previous_node
#ceo_threshold_nodes_tables;0;ceo_db/ceo_threshold_nodes_tables/traits				
1034286507	3k_main_ceo_threshold_trait_physical_maimed_leg	3k_main_ceo_node_trait_physical_maimed_leg_01	1	true
1041664548	3k_ytr_ceo_threshold_trait_physical_wound	3k_ytr_ceo_node_trait_physical_wound_festering	10	true
104179045	3k_ytr_ceo_threshold_trait_personality_strong_willed	3k_ytr_ceo_node_trait_personality_strong_willed	1	true
1050218264	3k_main_ceo_threshold_trait_personality_cunning	3k_main_ceo_node_trait_personality_cunning_01	1	true
1065695901	3k_main_ceo_threshold_trait_physical_one-eyed	3k_main_ceo_node_trait_physical_one-eyed_01	1	true
108209750	3k_main_ceo_threshold_trait_personality_sincere	3k_main_ceo_node_trait_personality_sincere_01	1	true
1083306310	3k_main_ceo_threshold_trait_physical_coordinated	3k_main_ceo_node_trait_physical_coordinated_01	1	true
108668062	3k_ytr_ceo_threshold_trait_personality_people_understanding	3k_ytr_ceo_node_trait_personality_people_understanding	1	true
112300435	3k_ytr_ceo_threshold_trait_physical_wound	3k_ytr_ceo_node_trait_physical_wound_wound	6	true
1127079875	3k_main_ceo_threshold_trait_personality_pacifist	3k_main_ceo_node_trait_personality_pacifist_01	1	true
1145474905	3k_main_ceo_threshold_trait_physical_poxxed	3k_main_ceo_node_trait_physical_poxxed_01	1	true
1191693817	3k_main_ceo_threshold_trait_personality_distinguished	3k_main_ceo_node_trait_personality_distinguished_01	1	true
1206095337	3k_ytr_ceo_threshold_learning_student_non_yt	3k_ytr_ceo_node_learning_student_non_yt_02	16	true
1214260871	3k_main_ceo_threshold_trait_physical_strong	3k_main_ceo_node_trait_physical_strong_01	1	true
1219010393	3k_ytr_ceo_threshold_learning_student_non_yt	3k_ytr_ceo_node_learning_student_non_yt_07	304	true
124923260	3k_main_ceo_threshold_trait_personality_humble	3k_main_ceo_node_trait_personality_humble_01	1	true
1255831694	3k_ytr_ceo_threshold_trait_personality_heaven_creative	3k_ytr_ceo_node_trait_personality_heaven_creative	1	true
1267901893	3k_ytr_ceo_threshold_trait_personality_heaven_tranquil	3k_ytr_ceo_node_trait_personality_heaven_tranquil	1	true
127993459	3k_main_ceo_threshold_trait_personality_careless	3k_main_ceo_node_trait_personality_careless_01	1	true
1280945927	3k_main_ceo_threshold_trait_personality_disciplined	3k_main_ceo_node_trait_personality_disciplined_01	1	true
1304005666	3k_main_ceo_threshold_trait_personality_arrogant	3k_main_ceo_node_trait_personality_arrogant_01	1	true
130444345	3k_main_ceo_threshold_trait_personality_trusting	3k_main_ceo_node_trait_personality_trusting_01	1	true
1343737122	3k_ytr_ceo_threshold_trait_personality_people_people_pleaser	3k_ytr_ceo_node_trait_personality_people_people_pleaser	1	true
1352085107	3k_main_ceo_threshold_trait_personality_resourceful	3k_main_ceo_node_trait_personality_resourceful_01	1	true
1353109789	3k_main_ceo_threshold_trait_personality_elusive	3k_main_ceo_node_trait_personality_elusive_01	1	true
1357528849	3k_main_ceo_threshold_trait_physical_healthy	3k_main_ceo_node_trait_physical_healthy_01	1	true
1379531970	3k_dlc07_ceo_threshold_liu_yan_ambition_inheritance_forgotten_character_portion	3k_dlc07_ceo_node_liu_yan_ambition_inheritance_forgotten_character_portion	1	true
1383831992	3k_main_ceo_threshold_trait_physical_maimed_arm	3k_main_ceo_node_trait_physical_maimed_arm_01	1	true
