auto_id	ceo_threshold	ceo_node	points_threshold_to_activate_node	can_downgrade_to_previous_node
#ceo_threshold_nodes_tables;0;ceo_db/ceo_threshold_nodes_tables/armor				
1000322	3k_main_ancilliary_armour_li_li_armour_unique	3k_main_ancilliary_armour_li_li_armour_unique	1	false
100322471	3k_dlc06_ancillary_armour_nanman_king_shamoke_unique	3k_dlc06_ancillary_armour_nanman_king_shamoke_unique	1	true
100696875	ep_threshold_ancillary_sima_liang_armour_unique	ep_ancillary_sima_liang_armour_unique	1	false
1007086613	3k_main_threshold_ancillary_medium_armour_wood_refined	3k_main_ancillary_medium_armour_wood_and_fire_refined	1	false
1008503066	3k_main_ancilliary_armour_yan_gang_armour_unique	3k_main_ancilliary_armour_yan_gang_armour_unique	1	false
101141	3k_main_ancilliary_armour_gao_dai_ironic_armour_unique	3k_main_ancilliary_armour_gao_dai_ironic_armour_unique	1	false
101192566	3k_ironic_ancilliary_armour_liu_dan_armour_unique	3k_ironic_ancilliary_armour_liu_dan_armour_unique	1	true
1015226374	3k_main_ancilliary_armour_li_su_armour_unique	3k_main_ancilliary_armour_li_su_armour_unique	1	false
1016199639	3k_main_ancilliary_armour_ma_midi_armour_unique	3k_main_ancilliary_armour_ma_midi_armour_unique	1	false
1017588827	3k_main_ancilliary_armour_liang_xing_armour_unique	3k_main_ancilliary_armour_liang_xing_armour_unique	1	true
1017691926	3k_main_ancilliary_armour_yuan_xi_armour_unique	3k_main_ancilliary_armour_yuan_xi_armour_unique	1	false
1017999939	3k_main_threshold_ancillary_strategist_light_armour_water_unique	3k_main_ancillary_strategist_light_armour_water_unique	1	false
1022329207	3k_main_threshold_ancilliary_armour_fan_liyan_armour_unique	3k_main_ancilliary_armour_fan_liyan_armour_unique	1	false
1024784569	3k_main_threshold_ancilliary_armour_gurudun_armour_unique	3k_main_ancilliary_armour_gurudun_armour_unique	1	false
1027720858	3k_dlc07_threshold_ancillary_armour_yuan_shang_armour_unique	3k_dlc07_ancillary_armour_yuan_shang_armour_unique	1	false
1029051430	3k_main_ancilliary_armour_wang_yu_armour_unique	3k_main_ancilliary_armour_wang_yu_armour_unique	1	false
1032523813	3k_main_ancilliary_armour_Liu_Feng_armour_unique	3k_main_ancilliary_armour_Liu_Feng_armour_unique	1	false
1034855934	3k_main_ancilliary_armour_zhou_ang_armour_unique	3k_main_ancilliary_armour_zhou_ang_armour_unique	1	false
1034871582	3k_main_ancilliary_armour_cai_yan_m_armour_unique	3k_main_ancilliary_armour_cai_yan_m_armour_unique	1	false
1035465235	3k_main_threshold_ancillary_strategist_light_armour_water_extraordinary	3k_main_ancillary_strategist_light_armour_water_extraordinary	1	false
1036617521	3k_main_threshold_ancilliary_cao_de_armour_unique	3k_main_ancilliary_armour_cao_de_armour_unique	1	false
1040724157	ep_threshold_ancillary_armour_medium_armour_metal_extraordinary	ep_ancillary_armour_medium_armour_metal_extraordinary	1	false
10494413	3k_main_ancilliary_armour_zhang_song_unique_armour_unique	3k_main_ancilliary_armour_zhang_song_unique_armour_unique	1	false
1050511925	3k_main_threshold_ancilliary_armour_han_hao_armour_unique	3k_main_threshold_ancilliary_armour_han_hao_armour_unique	1	false
1057155381	3k_ytr_ceo_threshold_ancillary_armour_healer_yellow_turban_unique	3k_ytr_ancillary_armour_healer_yellow_turban_unique	1	false
1059666143	3k_mtu_threshold_ancillary_lady_ma_lanlis_armour_unique	3k_mtu_ancillary_lady_ma_lanlis_armour_unique	1	false
1060790651	ep_dyn_ceo_threshold_ancillary_armour_dong_zhuos_armour_unique	ep_dyn_ancillary_armour_dong_zhuos_armour_unique	1	true
1063631940	ep_threshold_ancillary_armour_light_armour_earth_unique	ep_ancillary_armour_light_armour_earth_unique	1	false
1069186	3k_main_ancilliary_armour_zhao_fan_armour_unique	3k_main_ancilliary_armour_zhao_fan_armour_unique	1	false
1070368261	3k_dlc04_ceo_threshold_ancillary_armour_emperor_ling_armour_unique	3k_dlc04_ancillary_armour_emperor_ling_armour_unique	1	true
1074257065	3k_main_ancilliary_armour_zhu_hao_armour_unique	3k_main_ancilliary_armour_zhu_hao_armour_unique	1	false
1081320929	3k_main_ancilliary_armour_lady_zhang_shangxiu_armour_unique	3k_main_ancilliary_armour_lady_zhang_shangxiu_armour_unique	1	false
1083638612	3k_main_threshold_ancilliary_armour_gongsun_yue_armour_unique	3k_main_ancilliary_armour_gongsun_yue_armour_unique	1	false
1085924796	3k_dlc04_threshold_ancillary_diao_chans_armour_unique	3k_dlc04_ancillary_armour_diao_chans_armour_unique_01	1	true
1086053702	3k_dlc07_threshold_ancillary_armour_cao_pi_armour_unique	3k_dlc07_ancillary_armour_cao_pi_armour_unique	1	false
1086598969	3k_dlc07_threshold_ancillary_armour_liu_yan_armour_unique	3k_dlc07_ancillary_armour_liu_yan_armour_unique	1	false
1086914843	3k_ironic_ancilliary_armour_wu_yi_armour_unique	3k_ironic_ancilliary_armour_wu_yi_armour_unique	1	true
1087290572	3k_main_ancilliary_armour_yang_biao_armour_unique	3k_main_ancilliary_armour_yang_biao_armour_unique	1	true
1088589940	3k_main_ancilliary_armour_xiahou_jie_armour_unique	3k_main_ancilliary_armour_xiahou_jie_armour_unique	1	false
1089443242	3k_main_ancilliary_armour_gao_lan_armour_unique	3k_main_ancilliary_armour_gao_lan_armour_unique	1	false
1099843195	3k_main_threshold_ancilliary_armour_gongsun_fan_armour_unique	3k_main_ancilliary_armour_gongsun_fan_armour_unique	1	false
11059084	3k_main_ancilliary_armour_xu_jing_armour_unique	3k_main_ancilliary_armour_xu_jing_armour_unique	1	false
1106695650	3k_main_threshold_ancillary_gao_gan_armour_unique	3k_main_ancillary_armour_gao_gans_armour_unique	1	false
1107219376	3k_main_ancilliary_armour_chen_lan_armour_unique	3k_main_ancilliary_armour_chen_lan_armour_unique	1	false
1108315777	3k_main_ancilliary_armour_han_xian_ytr_armour_unique	3k_main_ancilliary_armour_han_xian_ytr_armour_unique	1	false
11112165	3k_main_ancilliary_armour_nangong_xinyu_unique_armour_unique	3k_main_ancilliary_armour_nangong_xinyu_unique_armour_unique	1	false
1114007625	3k_dlc04_ceo_threshold_ancillary_armour_empress_hes_armour_unique	3k_dlc04_ancillary_armour_empress_hes_armour_unique	1	false
1114211545	3k_main_ancilliary_armour_Li_Yan_armour_unique	3k_main_ancilliary_armour_Li_Yan_armour_unique	1	false
1114275091	3k_main_threshold_ancilliary_armour_cai_mao_armour_unique	3k_main_ancilliary_armour_cai_mao_armour_unique	1	false
1115000636	3k_ironic_ancilliary_armour_yu_minxiang_armour_unique	3k_ironic_ancilliary_armour_yu_minxiang_armour_unique	1	true
1120927869	ep_dyn_ceo_threshold_ancillary_armour_cao_caos_armour_unique	ep_dyn_ancillary_armour_cao_caos_armour_unique	1	true
1121863193	3k_main_threshold_ancilliary_armour_xianyu_yin_armour_unique	3k_main_ancilliary_armour_xianyu_yin_armour_unique	1	false
112212526	ep_dyn_ceo_threshold_ancillary_armour_dian_weis_armour_unique	ep_dyn_ancillary_armour_dian_weis_armour_unique	1	true
1123600809	3k_main_ancilliary_armour_zhuge_xuan_armour_unique	3k_main_ancilliary_armour_zhuge_xuan_armour_unique	1	false
1124895557	3k_main_ancilliary_armour_zhang_gong_armour_unique	3k_main_ancilliary_armour_zhang_gong_armour_unique	1	true
1127029882	3k_main_ancilliary_armour_zhang_meng_armour_unique	3k_main_ancilliary_armour_zhang_meng_armour_unique	1	true
112895750	3k_dlc07_threshold_ancillary_armour_yan_liang_armour_unique	3k_dlc07_ancillary_armour_yan_liang_armour_unique	1	false
1130063098	3k_main_ancilliary_armour_huang_hua_armour_unique	3k_main_ancilliary_armour_huang_hua_armour_unique	1	true
1134041452	3k_main_ancilliary_armour_lady_lu_yang_armour_unique	3k_main_ancilliary_armour_lady_lu_yang_armour_unique	1	false
1136612966	3k_main_ancilliary_armour_zhang_xiu_armour_unique	3k_main_ancilliary_armour_zhang_xiu_armour_unique	1	false
1142832246	3k_main_ancilliary_armour_Guan_Suo_armour_unique	3k_main_ancilliary_armour_Guan_Suo_armour_unique	1	false
