auto_id	ceo_threshold	ceo_node	points_threshold_to_activate_node	can_downgrade_to_previous_node
#ceo_threshold_nodes_tables;0;ceo_db/ceo_threshold_nodes_tables/accessory				
1005305043	3k_main_threshold_ancillary_earthquake_watching_device	3k_main_ancillary_earthquake_watching_device	1	false
1025494370	3k_mtu_threshold_ancillary_weapon_goshawk	3k_mtu_ancillary_weapon_goshawk	1	false
1030929273	3k_main_threshold_ancillary_book_of_earth	3k_main_ancillary_book_of_earth	1	false
1057038320	3k_dlc04_ceo_threshold_ancillary_accessory_calligraphy_set_unique	3k_dlc04_ancillary_accessory_calligraphy_set_unique	1	false
1059672775	3k_dlc06_threshold_ancillary_accessory_tribute_chest_regional_extraordinary	3k_dlc06_ancillary_accessory_tribute_chest_regional_extraordinary	1	true
1061095192	3k_main_threshold_ancillary_wooden_dog	3k_main_ancillary_wooden_dog	1	false
1063273465	3k_main_threshold_ancillary_rites_of_zhou	3k_main_ancillary_rites_of_zhou	1	false
1078546792	3k_dlc07_threshold_ancillary_weapon_sequencer	3k_dlc07_ancillary_weapon_sequencer	1	false
1116914385	3k_main_threshold_ancillary_jade_monkey	3k_main_ancillary_jade_monkey	1	false
1161888667	3k_main_threshold_ancillary_imperial_jade_seal	3k_main_ancillary_imperial_jade_seal	1	false
1172376010	3k_main_threshold_ancillary_the_three_strategies_of_the_duke_of_the_yellow_rock	3k_main_ancillary_the_three_strategies_of_the_duke_of_the_yellow_rock	1	false
1239360921	3k_main_threshold_ancillary_ceremonial_stone_axe	3k_main_ancillary_ceremonial_stone_axe	1	false
1246554343	3k_main_threshold_ancillary_hua_tuos_manual	3k_main_ancillary_hua_tuos_manual	1	false
1258579445	3k_ironic_ancillary_accessory_scripture_of_rice_pecks	3k_ironic_ancillary_accessory_scripture_of_rice_pecks	1	true
127061437	ironic_ancillary_accessory_gan_ning_bow_unique	ironic_ancillary_accessory_gan_ning_bow_unique	1	true
1279130415	3k_mtu_threshold_ancillary_accessory_eight_principles_of_yong	3k_mtu_ancillary_accessory_eight_principles_of_yong	1	false
