auto_id	ceo_threshold	ceo_node	points_threshold_to_activate_node	can_downgrade_to_previous_node
#ceo_threshold_nodes_tables;0;ceo_db/ceo_threshold_nodes_tables/mounts				
1031789597	ep_dyn_ceo_threshold_ancillary_mount_red_hare	ep_dyn_ancillary_mount_red_hare	1	true
1112462097	3k_dlc04_threshold_ancillary_mount_liu_chong	3k_dlc04_ancillary_mount_liu_chong	1	false
1133397142	3k_main_threshold_ancillary_black_thoroughbred	3k_main_ancillary_black_thoroughbred	1	false
1159706348	3k_main_ancillary_mount_wuhuan_horse	3k_main_ancillary_mount_wuhuan_horse	1	true
1233152976	3k_main_threshold_ancillary_yellow_hoofed_thunder	3k_main_ancillary_yellow_hoofed_thunder	1	false
1254550895	3k_main_threshold_ancillary_red_stallion	3k_main_ancillary_red_stallion	1	false
1296879406	3k_main_ancillary_mount_xianbei_horse	3k_main_ancillary_mount_xianbei_horse	1	true
1329480064	ep_dyn_ceo_threshold_ancillary_mount_black_elite	ep_dyn_ancillary_mount_black_elite	1	true
1381509555	3k_main_threshold_ancillary_dilu	3k_main_ancillary_dilu	1	false
142129153	3k_dlc06_threshold_ancillary_mount_elephant_unique	3k_dlc06_ancillary_mount_elephant_unique	1	false
1437560960	3k_mtu_threshold_ancillary_mount_lady_trieus_elephant_unique	3k_mtu_ancillary_mount_lady_trieus_elephant_unique	1	false
1492354016	3k_main_threshold_ancillary_white_elite	3k_main_ancillary_white_elite	1	false
1542857782	3k_main_threshold_ancillary_red_horse	3k_main_ancillary_red_horse	1	false
1614405622	ep_dyn_ceo_threshold_ancillary_mount_brown_elite	ep_dyn_ancillary_mount_brown_elite	1	true
1625732863	3k_main_threshold_ancillary_mount_heavenly_fire	3k_main_ancillary_mount_heavenly_fire	1	true
1671489687	ep_dyn_ceo_threshold_ancillary_mount_shadow_runner	ep_dyn_ancillary_mount_shadow_runner	1	true
1694001940	3k_main_threshold_ancillary_white_thoroughbred	3k_main_ancillary_white_thoroughbred	1	false
1706061847	3k_main_threshold_ancillary_brown_horse	3k_main_ancillary_brown_horse	1	false
1721417671	3k_main_threshold_ancillary_red_elite	3k_main_ancillary_red_elite	1	false
1793586779	ep_dyn_ceo_threshold_ancillary_mount_grey_elite	ep_dyn_ancillary_mount_grey_elite	1	true
1807051228	3k_main_threshold_ancillary_brown_thoroughbred	3k_main_ancillary_brown_thoroughbred	1	false
1845760924	3k_mtu_threshold_ancillary_mount_white_horse_unique	3k_mtu_ancillary_mount_white_horse_unique	1	false
1973761185	ep_dyn_ceo_threshold_ancillary_mount_white_elite	ep_dyn_ancillary_mount_white_elite	1	true
1974228617	3k_main_threshold_ancillary_black_horse	3k_main_ancillary_black_horse	1	false
2017840899	3k_main_ancillary_mount_xiongnu_horse	3k_main_ancillary_mount_xiongnu_horse	1	true
2087703681	3k_main_threshold_ancillary_shadow_runner	3k_main_ancillary_shadow_runner	1	false
2094363307	3k_main_threshold_ancillary_grey_thoroughbred	3k_main_ancillary_grey_thoroughbred	1	false
239450346	3k_dlc06_threshold_ancillary_mount_elephant_common	3k_dlc06_ancillary_mount_elephant_common	1	false
293205626	3k_main_threshold_ancillary_grey_stallion	3k_main_ancillary_grey_stallion	1	false
322475310	3k_main_threshold_ancillary_black_stallion	3k_main_ancillary_black_stallion	1	false
340494567	3k_main_threshold_ancillary_red_hare	3k_main_ancillary_red_hare	1	false
363219406	3k_dlc06_threshold_ancillary_mount_elephant_refined	3k_dlc06_ancillary_mount_elephant_refined	1	false
462031722	3k_main_threshold_ancillary_black_elite	3k_main_ancillary_black_elite	1	false
484944085	3k_main_threshold_ancillary_white_horse	3k_main_ancillary_white_horse	1	false
567132019	3k_main_threshold_ancillary_grey_horse	3k_main_ancillary_grey_horse	1	false
757002495	3k_dlc06_threshold_ancillary_mount_elephant_exceptional	3k_dlc06_ancillary_mount_elephant_exceptional	1	false
772031092	3k_main_threshold_ancillary_grey_elite	3k_main_ancillary_grey_elite	1	false
85049907	3k_main_threshold_ancillary_red_thoroughbred	3k_main_ancillary_red_thoroughbred	1	false
869720041	3k_main_threshold_ancillary_brown_stallion	3k_main_ancillary_brown_stallion	1	false
909696828	3k_main_threshold_ancillary_brown_elite	3k_main_ancillary_brown_elite	1	false
941272422	ep_dyn_ceo_threshold_ancillary_mount_red_elite	ep_dyn_ancillary_mount_red_elite	1	true
973775655	3k_main_threshold_ancillary_white_stallion	3k_main_ancillary_white_stallion	1	false
900000106	ironic_threshold_ancillary_mount_tiger	ironic_ancillary_mount_tiger	1	false
