auto_id	ceo_threshold	ceo_node	points_threshold_to_activate_node	can_downgrade_to_previous_node
#ceo_threshold_nodes_tables;0;ceo_db/ceo_threshold_nodes_tables/data__				
1025977743	3k_ytr_ceo_threshold_learning_teacher	3k_ytr_ceo_node_learning_teacher_01	1	false
1068515439	3k_dlc06_threshold_ceo_shi_xie_non_family_unsatisfied	3k_dlc06_ceo_shi_xie_non_family_unsatisfied	1	false
1130466547	3k_main_ceo_threshold_wealth	3k_main_ceo_node_wealth_01	1	false
1141611864	3k_dlc06_ceo_threshold_family_member_tag	3k_dlc06_ceo_family_member_tag_01	1	false
1154549878	3k_ytr_ceo_threshold_learning_teacher	3k_ytr_ceo_node_learning_teacher_ascended_emperor	9999	false
1154807843	3k_main_ceo_threshold_wealth	3k_main_ceo_node_wealth_10	10	true
1194750030	3k_main_ceo_theshold_gender_female	3k_main_ceo_node_gender_female_01	1	true
1224382249	3k_ytr_ceo_equipment_permissions_armour_water	3k_ytr_ceo_equipment_permissions_armour_water	1	false
1225354888	3k_ytr_ceo_threshold_learning_teacher	3k_ytr_ceo_node_learning_teacher_03	56	true
1259662952	3k_main_ceo_threshold_class_earth	3k_main_ceo_node_class_earth_01	1	false
1281654752	3k_main_ceo_equipment_permissions_armour_metal	3k_main_ceo_equipment_permissions_armour_metal	1	false
1290419641	3k_main_ceo_threshold_career_childhood_fire	3k_main_ceo_node_career_childhood_fire_01	1	false
1333552748	3k_ytr_ceo_threshold_learning_teacher	3k_ytr_ceo_node_learning_teacher_07	304	true
1334098907	3k_dlc04_political_support_party03	3k_dlc04_political_support_party03_01	1	true
1338106024	3k_main_ceo_threshold_career_childhood_metal	3k_main_ceo_node_career_childhood_metal_01	1	false
1345218467	3k_main_ceo_equipment_permissions_armour_water	3k_main_ceo_equipment_permissions_armour_water	1	false
1361655902	3k_ironic_wu_jing_ceo_non_family_member_tag	3k_ironic_wu_jing_ceo_non_family_member_tag	1	true
1375746828	3k_dlc04_political_support_party02	3k_dlc04_political_support_party02_01	1	true
137668392	3k_dlc04_political_support_party02	3k_dlc04_political_support_party02_02	6	true
1408991345	3k_ytr_ceo_threshold_learning_student	3k_ytr_ceo_node_learning_student_03	56	true
1410663372	3k_ytr_ceo_threshold_learning_teacher	3k_ytr_ceo_node_learning_teacher_02	16	true
1428964134	3k_main_ceo_threshold_potential_legendary_early	3k_main_ceo_node_potential_legendary_early_02	2	false
1435752055	3k_ytr_ceo_threshold_learning_teacher	3k_ytr_ceo_node_learning_teacher_08	400	false
1467141411	3k_ironic_wu_jing_ceo_family_member_tag	3k_ironic_wu_jing_ceo_family_member_tag	1	true
1486644093	3k_ytr_ceo_threshold_class_people	3k_ytr_ceo_node_class_people	1	false
1487555534	3k_main_ceo_threshold_potential_legendary_middle	3k_main_ceo_node_potential_legendary_mid_02	2	false
1525184796	3k_main_ceo_threshold_wealth	3k_main_ceo_node_wealth_06	6	true
1534444462	3k_main_ceo_equipment_permissions_weapons_wood	3k_main_ceo_equipment_permissions_weapons_wood	1	false
1535613236	3k_ytr_ceo_threshold_learning_student	3k_ytr_ceo_node_learning_student_01	1	false
1543190714	3k_dlc04_political_support_party01	3k_dlc04_political_support_party01_03	10	true
1548397733	3k_main_ceo_threshold_wealth	3k_main_ceo_node_wealth_05	5	true
1567440072	3k_ytr_ceo_equipment_permissions_armour_metal	3k_ytr_ceo_equipment_permissions_armour_metal	1	false
1624780696	3k_dlc04_political_support_party01	3k_dlc04_political_support_party01_02	6	true
1634006023	3k_main_ceo_threshold_wealth	3k_main_ceo_node_wealth_03	3	true
1691926525	3k_main_ceo_threshold_class_wood	3k_main_ceo_node_class_wood_01	1	false
1697130986	3k_dlc06_ceo_class_nanman	3k_dlc06_ceo_class_nanman	1	true
1730840903	3k_main_ceo_equipment_permissions_armour_unique	3k_main_ceo_equipment_permissions_armour_unique	1	false
1759869615	3k_ytr_ceo_threshold_learning_student	3k_ytr_ceo_node_learning_student_04	96	true
1814964231	3k_main_ceo_threshold_wealth	3k_main_ceo_node_wealth_04	4	true
1829655898	3k_main_ceo_threshold_wealth	3k_main_ceo_node_wealth_07	7	true
1868924303	3k_main_ceo_equipment_permissions_armour_wood	3k_main_ceo_equipment_permissions_armour_wood	1	false
1876888021	3k_main_ceo_threshold_potential_legendary_late	3k_main_ceo_node_potential_legendary_late_02	2	false
1950708134	3k_ytr_ceo_threshold_learning_student	3k_ytr_ceo_node_learning_student_02	16	true
1965096483	3k_main_ceo_threshold_class_fire	3k_main_ceo_node_class_fire_01	1	false
1973978124	3k_main_ceo_threshold_career_childhood_wood	3k_main_ceo_node_career_childhood_wood_01	1	false
1998394163	3k_main_ceo_equipment_permissions_weapons_all	3k_main_ceo_equipment_permissions_weapons_all	1	false
2055564669	3k_ytr_ceo_threshold_learning_teacher	3k_ytr_ceo_node_learning_teacher_06	224	true
2056062574	3k_ytr_ceo_equipment_permissions_armour_wood	3k_ytr_ceo_equipment_permissions_armour_wood	1	false
2076788792	3k_main_ceo_threshold_potential_legendary_late	3k_main_ceo_node_potential_legendary_late_01	1	false
2081261616	3k_ytr_ceo_equipment_permissions_weapons_wood	3k_ytr_ceo_equipment_permissions_weapons_wood	1	false
2086317672	3k_main_ceo_threshold_potential_legendary_late	3k_main_ceo_node_potential_legendary_late_03	3	false
2122068436	3k_ytr_ceo_threshold_learning_teacher	3k_ytr_ceo_node_learning_teacher_05	160	true
2125292815	3k_main_ceo_threshold_potential_legendary_early	3k_main_ceo_node_potential_legendary_early_01	1	false
221706531	3k_dlc04_political_support_party01	3k_dlc04_political_support_party01_01	1	true
227266270	3k_main_ceo_equipment_permissions_armour_fire	3k_main_ceo_equipment_permissions_armour_fire	1	false
245199075	3k_main_ceo_threshold_potential_legendary_early	3k_main_ceo_node_potential_legendary_early_03	3	false
310392116	3k_main_ceo_threshold_class_water	3k_main_ceo_node_class_water_01	1	false
324813165	3k_main_ceo_threshold_wealth	3k_main_ceo_node_wealth_08	8	true
328529642	3k_ytr_ceo_threshold_learning_student	3k_ytr_ceo_node_learning_student_06	224	true
339685170	3k_ytr_ceo_equipment_permissions_weapons_water	3k_ytr_ceo_equipment_permissions_weapons_water	1	false
343510782	3k_main_ceo_threshold_career_childhood_water	3k_main_ceo_node_career_childhood_water_01	1	false
37727810	3k_main_ceo_theshold_gender_male	3k_main_ceo_node_gender_male_01	1	true
378705134	3k_dlc04_political_support_party03	3k_dlc04_political_support_party03_03	10	true
414583280	3k_ytr_ceo_threshold_learning_student	3k_ytr_ceo_node_learning_student_08	400	false
443252790	3k_main_ceo_threshold_career_childhood_earth	3k_main_ceo_node_career_childhood_earth_01	1	false
447434551	3k_dlc04_political_support_party02	3k_dlc04_political_support_party02_03	10	true
544188641	3k_main_ceo_threshold_class_metal	3k_main_ceo_node_class_metal_01	1	false
556493055	3k_ytr_ceo_threshold_learning_student	3k_ytr_ceo_node_learning_student_05	160	true
579520397	3k_ytr_ceo_threshold_class_land	3k_ytr_ceo_node_class_land	1	false
583077029	3k_main_ceo_threshold_class_transitive	3k_main_ceo_node_class_transitive_01	1	false
583329576	3k_main_ceo_equipment_permissions_armour_earth	3k_main_ceo_equipment_permissions_armour_earth	1	false
613104743	3k_ytr_ceo_equipment_permissions_weapons_metal	3k_ytr_ceo_equipment_permissions_weapons_metal	1	false
647692925	3k_ytr_ceo_threshold_class_heaven	3k_ytr_ceo_node_class_heaven	1	false
697531329	3k_main_ceo_thredhold_protagonist	3k_main_ceo_node_protagonist_01	1	true
705016918	3k_ytr_ceo_threshold_learning_student	3k_ytr_ceo_node_learning_student_07	304	true
711025835	3k_main_ceo_equipment_permissions_weapons_earth	3k_main_ceo_equipment_permissions_weapons_earth	1	false
753456214	3k_dlc05_ceo_threshold_hidden_shared_expertise	3k_dlc05_ceo_node_hidden_shared_expertise	1	true
809184834	3k_ytr_ceo_threshold_learning_teacher	3k_ytr_ceo_node_learning_teacher_04	96	true
819532295	3k_main_ceo_threshold_potential_legendary_middle	3k_main_ceo_node_potential_legendary_mid_03	3	false
839631558	3k_main_ceo_thredhold_protagonist	3k_main_ceo_node_protagonist_02	2	true
863195688	3k_main_ceo_equipment_permissions_weapons_water	3k_main_ceo_equipment_permissions_weapons_water	1	false
864563927	3k_dlc04_political_support_party03	3k_dlc04_political_support_party03_02	6	true
875152949	3k_main_ceo_thredhold_protagonist	3k_main_ceo_node_protagonist_03	3	true
