auto_id	ceo_threshold	ceo_node	points_threshold_to_activate_node	can_downgrade_to_previous_node
#ceo_threshold_nodes_tables;0;ceo_db/ceo_threshold_nodes_tables/liu_bei				
701000001	ironic_ceo_threshold_ptu_gongsun_zan_s1	ironic_ceo_ptu_gongsun_zan_s1_00	1	false
701000002	ironic_ceo_threshold_ptu_gongsun_zan_s1	ironic_ceo_ptu_gongsun_zan_s1_01	2	true
701000003	ironic_ceo_threshold_ptu_gongsun_zan_s2	ironic_ceo_ptu_gongsun_zan_s2_00	1	false
701000004	ironic_ceo_threshold_ptu_gongsun_zan_s2	ironic_ceo_ptu_gongsun_zan_s2_01	2	true
701000005	ironic_ceo_threshold_ptu_gongsun_zan_s3	ironic_ceo_ptu_gongsun_zan_s3_00	1	false
701000006	ironic_ceo_threshold_ptu_gongsun_zan_s3	ironic_ceo_ptu_gongsun_zan_s3_01	2	true
701000007	ironic_ceo_threshold_ptu_gongsun_zan_s4	ironic_ceo_ptu_gongsun_zan_s4_00	1	false
701000008	ironic_ceo_threshold_ptu_gongsun_zan_s4	ironic_ceo_ptu_gongsun_zan_s4_01	2	true
701000009	ironic_ceo_threshold_ptu_gongsun_zan_s5	ironic_ceo_ptu_gongsun_zan_s5_00	1	false
701000010	ironic_ceo_threshold_ptu_gongsun_zan_s5	ironic_ceo_ptu_gongsun_zan_s5_01	2	true
701000011	ironic_ceo_threshold_ptu_kong_rong_s1	ironic_ceo_ptu_kong_rong_s1_00	1	false
701000012	ironic_ceo_threshold_ptu_kong_rong_s1	ironic_ceo_ptu_kong_rong_s1_01	2	true
701000013	ironic_ceo_threshold_ptu_kong_rong_s2	ironic_ceo_ptu_kong_rong_s2_00	1	false
701000014	ironic_ceo_threshold_ptu_kong_rong_s2	ironic_ceo_ptu_kong_rong_s2_01	2	true
701000015	ironic_ceo_threshold_ptu_kong_rong_s3	ironic_ceo_ptu_kong_rong_s3_00	1	false
701000016	ironic_ceo_threshold_ptu_kong_rong_s3	ironic_ceo_ptu_kong_rong_s3_01	2	true
701000017	ironic_ceo_threshold_ptu_kong_rong_s4	ironic_ceo_ptu_kong_rong_s4_00	1	false
701000018	ironic_ceo_threshold_ptu_kong_rong_s4	ironic_ceo_ptu_kong_rong_s4_01	2	true
701000019	ironic_ceo_threshold_ptu_kong_rong_s5	ironic_ceo_ptu_kong_rong_s5_00	1	false
