auto_id	ceo_threshold	ceo_node	points_threshold_to_activate_node	can_downgrade_to_previous_node
#ceo_threshold_nodes_tables;0;ceo_db/ceo_threshold_nodes_tables/chen_wen				
1010250495	ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_tao_qian	ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_tao_qian	1	true
101851462	ironic_ceo_factional_chen_wen_unit_unlock_ironic_faction_xianbei_kuitou	ironic_ceo_factional_chen_wen_unit_unlock_ironic_faction_xianbei_kuitou	1	true
1054318912	ironic_ceo_factional_chen_wen_unit_unlock_3k_dlc04_faction_liang_rebels	ironic_ceo_factional_chen_wen_unit_unlock_3k_dlc04_faction_liang_rebels	1	true
1090698788	ironic_ceo_factional_chen_wen_unit_unlock_ironic_faction_ma_ai	ironic_ceo_factional_chen_wen_unit_unlock_ironic_faction_ma_ai	1	true
1101463051	ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_han_sui	ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_han_sui	1	true
1123175565	ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_dong_zhuo	ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_dong_zhuo	1	true
1297127517	ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_zhai_rong	ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_zhai_rong	1	true
1345941097	ironic_ceo_factional_chen_wen_unit_unlock_ironic_faction_xianbei_tuoba	ironic_ceo_factional_chen_wen_unit_unlock_ironic_faction_xianbei_tuoba	1	true
1427453387	ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_kong_rong	ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_kong_rong	1	true
1454819718	ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_sun_jian	ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_sun_jian	1	true
1464803502	ironic_ceo_factional_chen_wen_unit_unlock_ironic_faction_huang_clan	ironic_ceo_factional_chen_wen_unit_unlock_ironic_faction_huang_clan	1	true
1524321302	ironic_ceo_factional_chen_wen_unit_unlock_ironic_faction_zhang_jin_border	ironic_ceo_factional_chen_wen_unit_unlock_ironic_faction_zhang_jin_border	1	true
1530906725	ironic_ceo_factional_chen_wen_unit_unlock_ironic_faction_xiongnu_tribes	ironic_ceo_factional_chen_wen_unit_unlock_ironic_faction_xiongnu_tribes	1	true
1541506926	ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_gao_gan	ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_gao_gan	1	true
1561782827	ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_liu_bei	ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_liu_bei	1	true
164585630	ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_liu_yu	ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_liu_yu	1	true
1698996366	ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_ying_shao	ironic_ceo_factional_chen_wen_unit_unlock_3k_main_faction_ying_shao	1	true
1777745820	ironic_ceo_factional_chen_wen_unit_unlock_3k_dlc05_faction_yang_feng	ironic_ceo_factional_chen_wen_unit_unlock_3k_dlc05_faction_yang_feng	1	true
179201492	ironic_ceo_factional_chen_wen_unit_unlock_3k_dlc05_faction_hua_xin	ironic_ceo_factional_chen_wen_unit_unlock_3k_dlc05_faction_hua_xin	1	true
