id	art_set_id	level	age	portrait	season	uniform	card	info	sea_uniform	navy_uniform	sea_animation	navy_animation	religion	land_animation	fallback_composite_display	has_come_of_age
#campaign_character_arts_tables;9;db/campaign_character_arts_tables/NMC																
1014473499	3k_dlc06_art_set_generic_female_08_general_nanman	0	16	nanman/female/	none	3k_dlc06_hero_skin_female_08	3k_dlc06_nanman_hero_generic_female_face_08		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	3k_dlc06_ancillary_armour_nanman_common_female	true
1037162483	3k_dlc06_art_set_generic_female_09_general_nanman	0	6	3k_dlc06_nanman_child_01_female/	none	3k_main_child_female	3k_dlc06_nanman_child_01_female		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
1059469453	3k_dlc06_art_set_generic_male_03_general_nanman	0	0	baby/	none	3k_main_baby	baby		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
1065998103	3k_dlc06_art_set_generic_female_07_general_nanman	0	0	baby/	none	3k_main_baby	baby		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
1067108205	3k_dlc06_art_set_generic_female_06_general_nanman	0	0	baby/	none	3k_main_baby	baby		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
1086366652	3k_dlc06_art_set_generic_male_27_general_nanman	0	6	3k_dlc06_nanman_child_03_male/	none	3k_main_child_male	3k_dlc06_nanman_child_03_male		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
1089606647	3k_dlc06_art_set_generic_female_06_general_nanman	0	16	nanman/female/	none	3k_dlc06_hero_skin_female_06	3k_dlc06_nanman_hero_generic_female_face_06		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	3k_dlc06_ancillary_armour_nanman_common_female	true
1092687945	3k_dlc06_art_set_generic_female_05_general_nanman	0	16	nanman/female/	none	3k_dlc06_hero_skin_female_05	3k_dlc06_nanman_hero_generic_female_face_05		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	3k_dlc06_ancillary_armour_nanman_common_female	true
1102225920	3k_dlc06_art_set_generic_female_03_general_nanman	0	6	3k_dlc06_nanman_child_03_female/	none	3k_main_child_female	3k_dlc06_nanman_child_03_female		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
1112184101	3k_dlc06_art_set_generic_male_27_general_nanman	0	0	baby/	none	3k_main_baby	baby		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
1118430854	3k_dlc06_art_set_generic_male_07_general_nanman	0	16	nanman/male/	none	3k_dlc06_hero_skin_male_07	3k_dlc06_nanman_hero_generic_face_07		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	3k_dlc06_ancillary_armour_nanman_common_male	true
1149054173	3k_dlc06_art_set_generic_male_20_general_nanman	0	6	3k_dlc06_nanman_child_04_male/	none	3k_main_child_male	3k_dlc06_nanman_child_04_male		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
1154398716	3k_dlc06_art_set_generic_male_15_general_nanman	0	0	baby/	none	3k_main_baby	baby		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
1155861926	3k_dlc06_art_set_generic_female_13_general_nanman	0	6	3k_dlc06_nanman_child_01_female/	none	3k_main_child_female	3k_dlc06_nanman_child_01_female		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
1184743045	3k_dlc06_art_set_generic_female_12_general_nanman	0	16	nanman/female/	none	3k_dlc06_hero_skin_female_12	3k_dlc06_nanman_hero_generic_female_face_12		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	3k_dlc06_ancillary_armour_nanman_common_female	true
1205737299	3k_dlc06_art_set_generic_male_29_general_nanman	0	6	3k_dlc06_nanman_child_01_male/	none	3k_main_child_male	3k_dlc06_nanman_child_01_male		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
120996463	3k_dlc06_art_set_generic_female_12_general_nanman	0	0	baby/	none	3k_main_baby	baby		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
1219426882	3k_dlc06_art_set_generic_female_10_general_nanman	0	16	nanman/female/	none	3k_dlc06_hero_skin_female_10	3k_dlc06_nanman_hero_generic_female_face_10		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	3k_dlc06_ancillary_armour_nanman_common_female	true
1239539618	3k_dlc06_art_set_generic_male_21_general_nanman	0	0	baby/	none	3k_main_baby	baby		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
1260519897	3k_dlc06_art_set_generic_male_11_general_nanman	0	0	baby/	none	3k_main_baby	baby		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
1305042519	3k_dlc06_art_set_generic_male_20_general_nanman	0	0	baby/	none	3k_main_baby	baby		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
1308409357	3k_dlc06_art_set_generic_male_28_general_nanman	0	0	baby/	none	3k_main_baby	baby		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
1344467634	3k_dlc06_art_set_generic_male_25_general_nanman	0	0	baby/	none	3k_main_baby	baby		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
1353256625	3k_dlc06_art_set_generic_male_24_general_nanman	0	0	baby/	none	3k_main_baby	baby		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
1356087779	3k_dlc06_art_set_generic_male_28_general_nanman	0	6	3k_dlc06_nanman_child_04_male/	none	3k_main_child_male	3k_dlc06_nanman_child_04_male		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
1365148654	3k_dlc06_art_set_generic_male_13_general_nanman	0	6	3k_dlc06_nanman_child_01_male/	none	3k_main_child_male	3k_dlc06_nanman_child_01_male		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
