id	art_set_id	level	age	portrait	season	uniform	card	info	sea_uniform	navy_uniform	sea_animation	navy_animation	religion	land_animation	fallback_composite_display	has_come_of_age
#campaign_character_arts_tables;9;db/campaign_character_arts_tables/!!!!_a_@_override																
2133948280	3k_main_art_set_historical_bu_lianshi_general	1	16	3k_main_hero_special_bu_lianshi_water/	none	SAD_Hero_bu_lianshi_water	SAD_bu_lianshi_water		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	true
427419203	3k_main_art_set_historical_bu_lianshi_general	0	0	baby/	none	3k_main_baby	baby		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
817057633	3k_main_art_set_historical_bu_lianshi_general	0	6	child_01_female/	none	3k_main_child_female	child_01_female		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
588637656	3k_main_art_set_historical_cao_chun_general	1	16	3k_main_hero_special_fire_cao_chun/	none	SAD_Hero_cao_chun_fire	SAD_cao_chun_fire		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	true
1889955376	3k_main_art_set_historical_cao_chun_general	0	0	baby/	none	3k_main_baby	baby		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
2127987357	3k_main_art_set_historical_cao_chun_general	0	6	child_04_male/	none	3k_main_child_male	child_04_male		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
2723394490	3k_main_art_set_historical_cao_hong_general	1	16	3k_main_hero_special_wood_cao_hong/	none	SAD_Hero_cao_hong_wood	SAD_cao_hong_wood		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	true
174806142	3k_main_art_set_historical_cao_hong_general	0	0	baby/	none	3k_main_baby	baby		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
659427336	3k_main_art_set_historical_cao_hong_general	0	6	child_03_male/	none	3k_main_child_male	child_03_male		3k_main_campaign_ship_transport	3k_main_campaign_ship_transport	cam_transport_boat_01	cam_transport_boat_01		anim_set_cam_infantry_1h095_common	EMPTY	false
