id	group	priority
#campaign_group_members_tables;1;db/campaign_group_members_tables/zhuge_xuanbattles_all		
ironic_zhuge_xuan_sleeping_dragon_crushing_defeat	ironic_sleeping_dragon_defeat	0.0000
ironic_zhuge_xuan_sleeping_dragon_valiant_defeat	ironic_sleeping_dragon_defeat	0.0000
ironic_zhuge_xuan_sleeping_dragon_close_defeat	ironic_sleeping_dragon_defeat	0.0000
ironic_zhuge_xuan_sleeping_dragon_decisive_defeat	ironic_sleeping_dragon_defeat	0.0000
ironic_sleeping_dragon_victory_pyrrhic_victory	ironic_sleeping_dragon_victory	0.0000
ironic_sleeping_dragon_victory_heroic_victory	ironic_sleeping_dragon_victory	0.0000
ironic_sleeping_dragon_victory_close_victory	ironic_sleeping_dragon_victory	0.0000
ironic_sleeping_dragon_victory_decisive_victory	ironic_sleeping_dragon_victory	0.0000
ironic_sleeping_dragon_casualities	ironic_sleeping_dragon_casualities	0.0000
