id	group	priority
#campaign_group_members_tables;1;db/campaign_group_members_tables/ironic_fixed_bugs		
3k_main_campaign_group_member_faction_han_empire_world_leaders_can_become_leader_by_capturing_seat	3k_main_campaign_group_world_leaders_can_become_leader_by_capturing_seat	1.0000
3k_main_campaign_group_member_faction_han_empire_separatists_world_leaders_can_become_leader_by_capturing_seat	3k_main_campaign_group_world_leaders_can_become_leader_by_capturing_seat	0.0000
ironic_main_campaign_group_member_faction_pooled_resource_sun_ce	3k_dlc05_campaign_group_faction_pooled_resource_sun_ce	0.0000
ironic_group_member_settlement_actions_major_wang_kuang	ep_group_settlement_actions_default_major_sima_wei	5.0000
ironic_group_member_settlement_actions_minor_wang_kuang	ep_group_settlement_actions_default_minor_sima_wei	5.0000
ironic_group_member_wang_kuang_judicary_level_1	ironic_group_member_wang_kuang_judicary_level_1	0.0000
ironic_group_member_wang_kuang_judicary_level_2	ironic_group_member_wang_kuang_judicary_level_2	0.0000
ironic_group_member_wang_kuang_judicary_level_3	ironic_group_member_wang_kuang_judicary_level_3	0.0000
ironic_group_member_wang_kuang_judicary_level_4	ironic_group_member_wang_kuang_judicary_level_4	0.0000
ironic_group_member_wang_kuang_judicary_level_5	ironic_group_member_wang_kuang_judicary_level_5	0.0000
ironic_group_member_wang_kuang_judicary_level_5_seals	ironic_group_member_wang_kuang_judicary_level_5_seals	0.0000
ironic_main_campaign_group_member_faction_pooled_resource_sun_ce_gathering	3k_dlc05_campaign_group_faction_pooled_resource_sun_ce	0.0000
3k_dlc04_campaign_group_member_faction_ma_teng_world_leaders_can_become_leader_by_declare	3k_main_campaign_group_world_leaders_can_proclaim_seat	1.0000
ironic_zheng_jiang_ai_infamy_bonus	ironic_zheng_jiang_ai_infamy_bonus	1.0000
ironic_campaign_group_member_pooled_resource_reckless_luck_level_1_ai_easy	3k_dlc05_campaign_group_pooled_resource_reckless_luck_level_1_normal	0.0000
ironic_campaign_group_member_pooled_resource_reckless_luck_level_1_ai_hard	3k_dlc05_campaign_group_pooled_resource_reckless_luck_level_1_normal	0.0000
ironic_campaign_group_member_pooled_resource_reckless_luck_level_1_ai_legndary	3k_dlc05_campaign_group_pooled_resource_reckless_luck_level_1_normal	0.0000
ironic_campaign_group_member_pooled_resource_reckless_luck_level_1_ai_normal	3k_dlc05_campaign_group_pooled_resource_reckless_luck_level_1_normal	0.0000
ironic_campaign_group_member_pooled_resource_reckless_luck_level_1_ai_very_hard	3k_dlc05_campaign_group_pooled_resource_reckless_luck_level_1_normal	0.0000
ironic_campaign_group_member_pooled_resource_reckless_luck_level_1_easy	3k_dlc05_campaign_group_pooled_resource_reckless_luck_level_1_easy	0.0000
ironic_campaign_group_member_pooled_resource_reckless_luck_level_1_hard	3k_dlc05_campaign_group_pooled_resource_reckless_luck_level_1_normal	0.0000
ironic_campaign_group_member_pooled_resource_reckless_luck_level_1_legndary	3k_dlc05_campaign_group_pooled_resource_reckless_luck_level_1_normal	0.0000
ironic_campaign_group_member_pooled_resource_reckless_luck_level_1_normal	3k_dlc05_campaign_group_pooled_resource_reckless_luck_level_1_normal	0.0000
ironic_campaign_group_member_pooled_resource_reckless_luck_level_1_very_hard	3k_dlc05_campaign_group_pooled_resource_reckless_luck_level_1_normal	0.0000
ironic_campaign_group_member_pooled_resource_reckless_luck_level_2_ai_easy	3k_dlc05_campaign_group_pooled_resource_reckless_luck_level_2_normal	0.0000
ironic_campaign_group_member_pooled_resource_reckless_luck_level_2_ai_hard	3k_dlc05_campaign_group_pooled_resource_reckless_luck_level_2_normal	0.0000
ironic_campaign_group_member_pooled_resource_reckless_luck_level_2_ai_legndary	3k_dlc05_campaign_group_pooled_resource_reckless_luck_level_2_normal	0.0000
ironic_campaign_group_member_pooled_resource_reckless_luck_level_2_ai_normal	3k_dlc05_campaign_group_pooled_resource_reckless_luck_level_2_normal	0.0000
ironic_campaign_group_member_pooled_resource_reckless_luck_level_2_ai_very_hard	3k_dlc05_campaign_group_pooled_resource_reckless_luck_level_2_normal	0.0000
ironic_campaign_group_member_pooled_resource_reckless_luck_level_2_easy	3k_dlc05_campaign_group_pooled_resource_reckless_luck_level_2_easy	0.0000
ironic_campaign_group_member_pooled_resource_reckless_luck_level_2_hard	3k_dlc05_campaign_group_pooled_resource_reckless_luck_level_2_normal	0.0000
ironic_campaign_group_member_pooled_resource_reckless_luck_level_2_legndary	3k_dlc05_campaign_group_pooled_resource_reckless_luck_level_2_normal	0.0000
ironic_campaign_group_member_pooled_resource_reckless_luck_level_2_normal	3k_dlc05_campaign_group_pooled_resource_reckless_luck_level_2_normal	0.0000
ironic_campaign_group_member_pooled_resource_reckless_luck_level_2_very_hard	3k_dlc05_campaign_group_pooled_resource_reckless_luck_level_2_normal	0.0000
ironic_campaign_group_member_pooled_resource_reckless_luck_level_3_ai_easy	3k_dlc05_campaign_group_pooled_resource_reckless_luck_level_3_normal	0.0000
ironic_campaign_group_member_pooled_resource_reckless_luck_level_3_ai_hard	3k_dlc05_campaign_group_pooled_resource_reckless_luck_level_3_normal	0.0000
ironic_campaign_group_member_pooled_resource_reckless_luck_level_3_ai_legndary	3k_dlc05_campaign_group_pooled_resource_reckless_luck_level_3_normal	0.0000
ironic_campaign_group_member_pooled_resource_reckless_luck_level_3_ai_normal	3k_dlc05_campaign_group_pooled_resource_reckless_luck_level_3_normal	0.0000
ironic_campaign_group_member_pooled_resource_reckless_luck_level_3_ai_very_hard	3k_dlc05_campaign_group_pooled_resource_reckless_luck_level_3_normal	0.0000
ironic_campaign_group_member_pooled_resource_reckless_luck_level_3_easy	3k_dlc05_campaign_group_pooled_resource_reckless_luck_level_3_easy	0.0000
