id	group	priority
#campaign_group_members_tables;1;db/campaign_group_members_tables/gathering		
ep_campaign_progression_levels_ai_easy	3k_main_campaign_group_progression_group_han_chinese_ai	1.0000
ep_campaign_progression_levels_ai_hard	3k_main_campaign_group_progression_group_han_chinese_ai	1.0000
ep_campaign_progression_levels_ai_legendary	3k_main_campaign_group_progression_group_han_chinese_ai	1.0000
ep_campaign_progression_levels_ai_normal	3k_main_campaign_group_progression_group_han_chinese_ai	1.0000
ep_campaign_progression_levels_ai_very_hard	3k_main_campaign_group_progression_group_han_chinese_ai	1.0000
ep_campaign_progression_levels_player	3k_main_campaign_group_progression_group_han_chinese_player	1.0000
3k_dlc04_campaign_group_progression_group_yellow_turban_ep	3k_dlc04_campaign_group_progression_group_yellow_turban	1.0000
3k_dlc04_campaign_group_progression_group_yellow_turban_ai_ep	3k_dlc04_campaign_group_progression_group_yellow_turban_ai	1.0000
3k_dlc06_campaign_group_progression_group_nanman_ep	3k_dlc06_campaign_group_progression_group_nanman	1.0000
3k_dlc06_campaign_group_progression_group_nanman_ai_ep	3k_dlc06_campaign_group_progression_group_nanman_ai	1.0000
3k_dlc07_campaign_progression_group_bandits_ep	3k_dlc07_campaign_progression_group_bandits	1.0000
3k_dlc07_campaign_progression_group_bandits_ai_ep	3k_dlc07_campaign_progression_group_bandits_ai	1.0000
3k_ironic_progression_level_group_korea_ep	3k_ironic_progression_level_group_korea	1.0000
3k_ep_campaign_group_character_spawning_agent_weighted_selection_set_default	3k_main_campaign_group_character_spawning_agent_weighted_selection_set_default	4.0000
3k_ep_campaign_group_character_spawning_agent_weighted_selection_set_records	3k_main_campaign_group_character_spawning_agent_weighted_selection_set_records	5.0000
3k_main_campaign_group_member_character_spawning_agent_weighted_selection_set_default_ep	3k_main_campaign_group_character_spawning_agent_weighted_selection_set_default	4.0000
3k_main_campaign_group_member_character_spawning_agent_weighted_selection_set_records_ep	3k_main_campaign_group_character_spawning_agent_weighted_selection_set_records	5.0000
3k_main_campaign_group_member_character_spawning_agent_weighted_selection_set_yellow_turban_ep	3k_main_campaign_group_character_spawning_agent_weighted_selection_set_yellow_turban	4.0000
3k_main_campaign_group_member_character_spawning_agent_weighted_selection_set_yellow_turban_records_ep	3k_main_campaign_group_character_spawning_agent_weighted_selection_set_yellow_turban_records	5.0000
3k_dlc05_campaign_group_character_spawning_agent_weighted_selection_set_bandit_default_ep	3k_dlc05_campaign_group_character_spawning_agent_weighted_selection_set_bandit_default	4.0000
3k_dlc05_campaign_group_character_spawning_agent_weighted_selection_set_bandit_records_ep	3k_dlc05_campaign_group_character_spawning_agent_weighted_selection_set_bandit_records	5.0000
3k_dlc06_campaign_group_character_spawning_agent_weighted_selection_set_nanman_default_ep	3k_dlc06_campaign_group_character_spawning_agent_weighted_selection_set_nanman_default	4.0000
3k_dlc06_campaign_group_character_spawning_agent_weighted_selection_set_nanman_records_ep	3k_dlc06_campaign_group_character_spawning_agent_weighted_selection_set_nanman_records	5.0000
3k_main_campaign_group_character_spawning_agent_weighted_selection_set_korea_default_ep	3k_main_campaign_group_character_spawning_agent_weighted_selection_set_korea_default	4.0000
3k_main_campaign_group_character_spawning_agent_weighted_selection_set_korea_records_ep	3k_main_campaign_group_character_spawning_agent_weighted_selection_set_korea_records	5.0000
