id	group	priority
#campaign_group_members_tables;1;db/campaign_group_members_tables/guv_yellow_turban_190_resource		
3k_campaign_group_member_faction_pooled_resource_embers	3k_campaign_group_faction_pooled_resource_embers	0.0000
3k_campaign_group_member_faction_pooled_resource_embers_182	3k_campaign_group_faction_pooled_resource_embers_182	0.0000
3k_campaign_group_member_faction_pooled_resource_embers_194	3k_campaign_group_faction_pooled_resource_embers_194	0.0000
3k_campaign_group_member_faction_pooled_resource_embers_200	3k_campaign_group_faction_pooled_resource_embers_200	0.0000
3k_campaign_group_member_faction_pooled_resource_embers_ep	3k_campaign_group_faction_pooled_resource_embers_200	0.0000
3k_campaign_group_member_faction_gong_du_casualty	3k_campaign_group_faction_gong_du_casualty	1.0000
3k_campaign_group_member_post_battle_effects_victory_gong_du_close_victory	3k_campaign_group_post_battle_effects_victory_gong_du	0.0000
3k_campaign_group_member_post_battle_effects_victory_gong_du_major_decisive_victory	3k_campaign_group_post_battle_effects_victory_gong_du_major	0.0000
3k_campaign_group_member_post_battle_effects_victory_gong_du_major_heroic_victory	3k_campaign_group_post_battle_effects_victory_gong_du_major	0.0000
3k_campaign_group_member_post_battle_effects_victory_gong_du_pyrrhic_victory	3k_campaign_group_post_battle_effects_victory_gong_du	0.0000
3k_dlc04_campaign_group_member_pooled_resource_fervour_level_1_he_yi	3k_dlc04_campaign_group_pooled_resource_fervour_level_1_he_yi	0.0000
3k_dlc04_campaign_group_member_pooled_resource_fervour_level_1_gong_du	3k_dlc04_campaign_group_pooled_resource_fervour_level_1_gong_du	0.0000
3k_dlc04_campaign_group_member_pooled_resource_fervour_level_1_huang_shao	3k_dlc04_campaign_group_pooled_resource_fervour_level_1_huang_shao	0.0000
3k_dlc04_campaign_group_member_pooled_resource_fervour_level_2_he_yi	3k_dlc04_campaign_group_pooled_resource_fervour_level_2_he_yi	0.0000
3k_dlc04_campaign_group_member_pooled_resource_fervour_level_2_gong_du	3k_dlc04_campaign_group_pooled_resource_fervour_level_2_gong_du	0.0000
3k_dlc04_campaign_group_member_pooled_resource_fervour_level_2_huang_shao	3k_dlc04_campaign_group_pooled_resource_fervour_level_2_huang_shao	0.0000
3k_dlc04_campaign_group_member_pooled_resource_fervour_level_3_he_yi	3k_dlc04_campaign_group_pooled_resource_fervour_level_3_he_yi	0.0000
3k_dlc04_campaign_group_member_pooled_resource_fervour_level_3_gong_du	3k_dlc04_campaign_group_pooled_resource_fervour_level_3_gong_du	0.0000
3k_dlc04_campaign_group_member_pooled_resource_fervour_level_3_huang_shao	3k_dlc04_campaign_group_pooled_resource_fervour_level_3_huang_shao	0.0000
3k_dlc04_campaign_group_member_pooled_resource_fervour_level_4_he_yi	3k_dlc04_campaign_group_pooled_resource_fervour_level_4_he_yi	0.0000
3k_dlc04_campaign_group_member_pooled_resource_fervour_level_4_gong_du	3k_dlc04_campaign_group_pooled_resource_fervour_level_4_gong_du	0.0000
3k_dlc04_campaign_group_member_pooled_resource_fervour_level_4_huang_shao	3k_dlc04_campaign_group_pooled_resource_fervour_level_4_huang_shao	0.0000
3k_dlc04_campaign_group_member_pooled_resource_fervour_level_5_he_yi	3k_dlc04_campaign_group_pooled_resource_fervour_level_5_he_yi	0.0000
3k_dlc04_campaign_group_member_pooled_resource_fervour_level_5_gong_du	3k_dlc04_campaign_group_pooled_resource_fervour_level_5_gong_du	0.0000
3k_dlc04_campaign_group_member_pooled_resource_fervour_level_5_huang_shao	3k_dlc04_campaign_group_pooled_resource_fervour_level_5_huang_shao	0.0000
3k_campaign_group_member_yt_generic_bundle	3k_campaign_group_yt_generic_bundle	0.0000
3k_dlc04_campaign_group_member_pooled_resource_fervour_level_1_generic	3k_dlc04_campaign_group_pooled_resource_fervour_level_1_generic	0.0000
3k_dlc04_campaign_group_member_pooled_resource_fervour_level_2_generic	3k_dlc04_campaign_group_pooled_resource_fervour_level_2_generic	0.0000
3k_dlc04_campaign_group_member_pooled_resource_fervour_level_3_generic	3k_dlc04_campaign_group_pooled_resource_fervour_level_3_generic	0.0000
3k_dlc04_campaign_group_member_pooled_resource_fervour_level_4_generic	3k_dlc04_campaign_group_pooled_resource_fervour_level_4_generic	0.0000
3k_dlc04_campaign_group_member_pooled_resource_fervour_level_5_generic	3k_dlc04_campaign_group_pooled_resource_fervour_level_5_generic	0.0000
3k_campaign_group_post_battle_effects_defeat_he_yi_close_defeat	3k_campaign_group_post_battle_effects_defeat_he_yi_close	0.0000
3k_campaign_group_post_battle_effects_defeat_he_yi_crushing_defeat	3k_campaign_group_post_battle_effects_defeat_he_yi_crushing	0.0000
3k_campaign_group_post_battle_effects_defeat_he_yi_decisive_defeat	3k_campaign_group_post_battle_effects_defeat_he_yi_decisive	0.0000
3k_campaign_group_post_battle_effects_defeat_he_yi_valiant_defeat	3k_campaign_group_post_battle_effects_defeat_he_yi_valiant	0.0000
3k_campaign_group_post_battle_effects_defeat_gong_du_close_defeat	3k_campaign_group_post_battle_effects_defeat_gong_du_close	0.0000
3k_campaign_group_post_battle_effects_defeat_gong_du_crushing_defeat	3k_campaign_group_post_battle_effects_defeat_gong_du_crushing	0.0000
3k_campaign_group_post_battle_effects_defeat_gong_du_decisive_defeat	3k_campaign_group_post_battle_effects_defeat_gong_du_decisive	0.0000
3k_campaign_group_post_battle_effects_defeat_gong_du_valiant_defeat	3k_campaign_group_post_battle_effects_defeat_gong_du_valiant	0.0000
