id	group	priority
#campaign_group_members_tables;1;db/campaign_group_members_tables/zhang_jinresource		
ironic_zhang_jin_qi_level_0	ironic_qi_level_0	0.0000
ironic_zhang_jin_qi_level_1	ironic_qi_level_1	1.0000
ironic_zhang_jin_qi_level_2	ironic_qi_level_2	2.0000
ironic_zhang_jin_qi_level_3	ironic_qi_level_3	3.0000
ironic_zhang_jin_qi_level_4	ironic_qi_level_4	4.0000
ironic_zhang_jin_qi_resource_207	ironic_qi_resource_207	0.0000
ironic_zhang_jin_politics_improve	ironic_zhang_jin_politics_improve	1.0000
ironic_zhang_jin_politics_reduce	ironic_zhang_jin_politics_reduce	2.0000
ironic_zhang_jin_captive_execute	ironic_zhang_jin_captive_execute	2.0000
ironic_zhang_jin_captive_recruit	ironic_zhang_jin_captive_recruit	2.0000
ironic_zhang_jin_captive_release	ironic_zhang_jin_captive_release	2.0000
