id	group	priority
#campaign_group_members_tables;1;db/campaign_group_members_tables/huangclanresource		
ironic_huang_clan_supervision_level_0	ironic_supervision_level_0	0.0000
ironic_huang_clan_supervision_level_1	ironic_supervision_level_1	1.0000
ironic_huang_clan_supervision_level_2	ironic_supervision_level_2	2.0000
ironic_huang_clan_supervision_level_3	ironic_supervision_level_3	3.0000
ironic_huang_clan_supervision_level_4	ironic_supervision_level_4	4.0000
ironic_huang_clan_supervision_resource_207	ironic_supervision_resource_207	0.0000
ironic_huang_clan_politics_improve	ironic_huang_clan_politics_improve	1.0000
ironic_huang_clan_politics_reduce	ironic_huang_clan_politics_reduce	2.0000
3k_main_campaign_group_member_military_force_effect_allied_alliance_member_huang_clan	3k_main_campaign_group_military_force_effect_allied_huang_clan	20.0000
3k_main_campaign_group_member_military_force_effect_allied_coalition_member_huang_clan	3k_main_campaign_group_military_force_effect_allied_huang_clan	20.0000
3k_main_campaign_group_member_military_force_effect_empire_alliance_member_huang_clan	3k_main_campaign_group_military_force_effect_allied_huang_clan	20.0000
3k_main_campaign_group_member_military_force_effect_hostile_force_in_own_territory_easy_huang_clan_ai_group_war	3k_main_campaign_group_military_force_effect_hostile_force_in_own_territory_easy_huang_clan	21.0000
3k_main_campaign_group_member_military_force_effect_hostile_force_in_own_territory_easy_huang_clan_ai_war	3k_main_campaign_group_military_force_effect_hostile_force_in_own_territory_easy_huang_clan	21.0000
3k_main_campaign_group_member_military_force_effect_hostile_force_in_own_territory_easy_huang_clan_human_group_war	3k_main_campaign_group_military_force_effect_hostile_force_in_own_territory_easy_huang_clan	21.0000
3k_main_campaign_group_member_military_force_effect_hostile_force_in_own_territory_easy_huang_clan_human_war	3k_main_campaign_group_military_force_effect_hostile_force_in_own_territory_easy_huang_clan	21.0000
3k_main_campaign_group_member_military_force_effect_hostile_force_in_own_territory_huang_clan_group_war	3k_main_campaign_group_military_force_effect_hostile_force_in_own_territory_huang_clan	20.0000
3k_main_campaign_group_member_military_force_effect_hostile_force_in_own_territory_huang_clan_war	3k_main_campaign_group_military_force_effect_hostile_force_in_own_territory_huang_clan	20.0000
3k_main_campaign_group_member_military_force_effect_hostile_force_in_own_territory_normal_huang_clan_ai_group_war	3k_main_campaign_group_military_force_effect_hostile_force_in_own_territory_normal_huang_clan	21.0000
3k_main_campaign_group_member_military_force_effect_hostile_force_in_own_territory_normal_huang_clan_ai_war	3k_main_campaign_group_military_force_effect_hostile_force_in_own_territory_normal_huang_clan	21.0000
3k_main_campaign_group_member_military_force_effect_hostile_force_in_own_territory_normal_huang_clan_human_group_war	3k_main_campaign_group_military_force_effect_hostile_force_in_own_territory_normal_huang_clan	21.0000
3k_main_campaign_group_member_military_force_effect_hostile_force_in_own_territory_normal_huang_clan_human_war	3k_main_campaign_group_military_force_effect_hostile_force_in_own_territory_normal_huang_clan	21.0000
3k_main_campaign_group_member_military_force_effect_not_own_neutral_with_treaties_easy_ai_huang_clan	3k_main_campaign_group_military_force_effect_not_own_easy_huang_clan	15.0000
3k_main_campaign_group_member_military_force_effect_not_own_neutral_with_treaties_easy_huang_clan	3k_main_campaign_group_military_force_effect_not_own_easy_huang_clan	15.0000
3k_main_campaign_group_member_military_force_effect_not_own_neutral_with_treaties_huang_clan	3k_main_campaign_group_military_force_effect_not_own_huang_clan	14.0000
3k_main_campaign_group_member_military_force_effect_not_own_neutral_with_treaties_normal_ai_huang_clan	3k_main_campaign_group_military_force_effect_not_own_normal_huang_clan	15.0000
3k_main_campaign_group_member_military_force_effect_not_own_neutral_with_treaties_normal_huang_clan	3k_main_campaign_group_military_force_effect_not_own_normal_huang_clan	15.0000
3k_main_campaign_group_member_military_force_effect_not_own_neutral_without_treaties_easy_ai_huang_clan	3k_main_campaign_group_military_force_effect_not_own_easy_huang_clan	15.0000
3k_main_campaign_group_member_military_force_effect_not_own_neutral_without_treaties_easy_huang_clan	3k_main_campaign_group_military_force_effect_not_own_easy_huang_clan	15.0000
3k_main_campaign_group_member_military_force_effect_not_own_neutral_without_treaties_huang_clan	3k_main_campaign_group_military_force_effect_not_own_huang_clan	14.0000
3k_main_campaign_group_member_military_force_effect_not_own_neutral_without_treaties_normal_ai_huang_clan	3k_main_campaign_group_military_force_effect_not_own_normal_huang_clan	15.0000
3k_main_campaign_group_member_military_force_effect_not_own_neutral_without_treaties_normal_huang_clan	3k_main_campaign_group_military_force_effect_not_own_normal_huang_clan	15.0000
3k_main_campaign_group_member_military_force_effect_own_self_huang_clan	3k_main_campaign_group_military_force_effect_own_huang_clan	16.0000
3k_main_campaign_group_member_military_force_effect_own_vassal_huang_clan	3k_main_campaign_group_military_force_effect_allied_huang_clan	20.0000
