id	group	priority
#campaign_group_members_tables;1;db/campaign_group_members_tables/jiefanresource		
ironic_tuoba_jiefan_great_ambition_level_0	ironic_great_ambition_level_0	0.0000
ironic_tuoba_jiefan_great_ambition_level_1	ironic_great_ambition_level_1	1.0000
ironic_tuoba_jiefan_great_ambition_level_2	ironic_great_ambition_level_2	2.0000
ironic_tuoba_jiefan_great_ambition_level_3	ironic_great_ambition_level_3	3.0000
ironic_tuoba_jiefan_great_ambition_level_4	ironic_great_ambition_level_4	4.0000
ironic_tuoba_jiefan_great_ambition_resource_207	ironic_great_ambition_resource_207	0.0000
ironic_tuoba_jiefan_great_ambition_crushing_defeat	ironic_tuoba_jiefan_great_ambition_crushing_defeat	0.0000
ironic_tuoba_jiefan_great_ambition_valiant_defeat	ironic_tuoba_jiefan_great_ambition_valiant_defeat	0.0000
ironic_tuoba_jiefan_great_ambition_close_defeat	ironic_tuoba_jiefan_great_ambition_close_defeat	0.0000
ironic_tuoba_jiefan_great_ambition_decisive_defeat	ironic_tuoba_jiefan_great_ambition_decisive_defeat	0.0000
ironic_great_ambition_victory_pyrrhic_victory	ironic_great_ambition_victory_pyrrhic_victory	0.0000
ironic_great_ambition_victory_heroic_victory	ironic_great_ambition_victory_heroic_victory	0.0000
ironic_great_ambition_victory_close_victory	ironic_great_ambition_victory_close_victory	0.0000
ironic_great_ambition_victory_decisive_victory	ironic_great_ambition_victory_decisive_victory	0.0000
ironic_tuoba_jiefan_politics_improve	ironic_tuoba_jiefan_politics_improve	1.0000
ironic_tuoba_jiefan_politics_reduce	ironic_tuoba_jiefan_politics_reduce	2.0000
3k_main_campaign_group_buildings_city_10_jiefan	3k_main_campaign_group_buildings_city_10_jiefan	4.0000
3k_main_campaign_group_buildings_city_1_jiefan	3k_main_campaign_group_buildings_city_1_jiefan	4.0000
3k_main_campaign_group_buildings_city_2_jiefan	3k_main_campaign_group_buildings_city_2_jiefan	4.0000
3k_main_campaign_group_buildings_city_3_jiefan	3k_main_campaign_group_buildings_city_3_jiefan	4.0000
3k_main_campaign_group_buildings_city_4_jiefan	3k_main_campaign_group_buildings_city_4_jiefan	4.0000
3k_main_campaign_group_buildings_city_5_jiefan	3k_main_campaign_group_buildings_city_5_jiefan	4.0000
3k_main_campaign_group_buildings_city_6_jiefan	3k_main_campaign_group_buildings_city_6_jiefan	4.0000
3k_main_campaign_group_buildings_city_7_jiefan	3k_main_campaign_group_buildings_city_7_jiefan	4.0000
3k_main_campaign_group_buildings_city_8_jiefan	3k_main_campaign_group_buildings_city_8_jiefan	4.0000
3k_main_campaign_group_buildings_city_9_jiefan	3k_main_campaign_group_buildings_city_9_jiefan	4.0000
3k_main_campaign_group_character_spawning_agent_weighted_selection_set_xianbei_jiefan_default	3k_main_campaign_group_character_spawning_agent_weighted_selection_set_xianbei_default	2.0000
3k_main_campaign_group_character_spawning_agent_weighted_selection_set_xianbei_jiefan_records	3k_main_campaign_group_character_spawning_agent_weighted_selection_set_xianbei_records	3.0000
