id	group	priority
#campaign_group_members_tables;1;db/campaign_group_members_tables/wang_lang_resource		
3k_district_market_school_group_member_wang_lang_1	3k_district_market_school_group_member_wang_lang_1	0.0000
3k_district_market_school_group_member_wang_lang_2	3k_district_market_school_group_member_wang_lang_2	0.0000
3k_district_market_school_group_member_wang_lang_3	3k_district_market_school_group_member_wang_lang_3	0.0000
3k_district_market_school_group_member_wang_lang_4	3k_district_market_school_group_member_wang_lang_4	0.0000
3k_district_market_school_group_member_wang_lang_5	3k_district_market_school_group_member_wang_lang_5	0.0000
ironic_wang_lang_experience_level_0	ironic_experience_level_0	0.0000
ironic_wang_lang_experience_level_1	ironic_experience_level_1	1.0000
ironic_wang_lang_experience_level_2	ironic_experience_level_2	2.0000
ironic_wang_lang_experience_level_3	ironic_experience_level_3	3.0000
ironic_wang_lang_experience_level_4	ironic_experience_level_4	4.0000
ironic_wang_lang_experience_resource_207	ironic_experience_resource_207	0.0000
ironic_wang_lang_politics_improve	ironic_wang_lang_politics_improve	1.0000
ironic_wang_lang_politics_reduce	ironic_wang_lang_politics_reduce	2.0000
