id	group	priority
#campaign_group_members_tables;1;db/campaign_group_members_tables/wu_jing_resource		
ironic_wu_jing_family_persistence_crushing_defeat	ironic_family_persistence_defeat	0.0000
ironic_wu_jing_family_persistence_valiant_defeat	ironic_family_persistence_defeat	0.0000
ironic_wu_jing_family_persistence_close_defeat	ironic_family_persistence_defeat	0.0000
ironic_wu_jing_family_persistence_decisive_defeat	ironic_family_persistence_defeat	0.0000
ironic_family_persistence_victory_pyrrhic_victory	ironic_family_persistence_victory	0.0000
ironic_family_persistence_victory_heroic_victory	ironic_family_persistence_victory	0.0000
ironic_family_persistence_victory_close_victory	ironic_family_persistence_victory	0.0000
ironic_family_persistence_victory_decisive_victory	ironic_family_persistence_victory	0.0000
ironic_wu_jing_family_persistence_level_0	ironic_family_persistence_level_0	0.0000
ironic_wu_jing_family_persistence_level_1	ironic_family_persistence_level_1	1.0000
ironic_wu_jing_family_persistence_level_2	ironic_family_persistence_level_2	2.0000
ironic_wu_jing_family_persistence_level_3	ironic_family_persistence_level_3	3.0000
ironic_wu_jing_family_persistence_level_4	ironic_family_persistence_level_4	4.0000
ironic_wu_jing_family_persistence_resource_207	ironic_family_persistence_resource_207	0.0000
ironic_family_persistence_casualities	ironic_family_persistence_casualities	0.0000
3k_main_campaign_group_buildings_district_military_conscription_wu_jing_1	3k_main_campaign_group_buildings_district_military_conscription_wu_jing_1	0.0000
3k_main_campaign_group_buildings_district_military_conscription_wu_jing_2	3k_main_campaign_group_buildings_district_military_conscription_wu_jing_2	1.0000
3k_main_campaign_group_buildings_district_military_conscription_wu_jing_3	3k_main_campaign_group_buildings_district_military_conscription_wu_jing_3	2.0000
3k_main_campaign_group_buildings_district_military_conscription_wu_jing_4	3k_main_campaign_group_buildings_district_military_conscription_wu_jing_4	3.0000
3k_main_campaign_group_buildings_district_military_conscription_wu_jing_5	3k_main_campaign_group_buildings_district_military_conscription_wu_jing_5	4.0000
