key	accuracy	armour	campaign_action_points	category	charge_bonus	class	dismounted_charge_bonus	dismounted_melee_attack	historical_description_text	melee_attack	melee_defence	morale	primary_melee_weapon	primary_missile_weapon	rank_depth	shield	short_description_text	spacing	strengths_weaknesses_text	supports_first_person	training_level	officers	is_male	visibility_spotting_range_min	visibility_spotting_range_max	ability_global_recharge	attribute_group	spot_dist_tree	spot_dist_scrub	loose_spacing	selection_vo	selected_vo_secondary	selected_vo_tertiary	hiding_scalar	capture_power	ground_stat_effect_group	secondary_ammo	primary_ammo	damage_mod_flame	damage_mod_magic	damage_mod_physical	damage_mod_missile	damage_mod_all	ai_usage_group	can_skirmish	sync_locomotion	melee_attack_interval_reduction_percentage	reload_time_reduction_percentage	personalities_location	is_primarily_melee	secondary_melee_weapon
#land_units_tables;49;db/land_units_tables/rew_iro_regional_units																																																			
rew_iro_regional_sili_wood_brave_protectors	0	ep_unit_cataphract	1950	inf_melee	96	inf_pik	0	0	none	0	46	56	3k_main_unit_2h250_polearm_ji_elite		10	none	none	3k_infantry_elite	none	false	elite	A_blank_record	true	50.0000	800.0000	0.0000	3k_hide_forest_encourage_disciplined	50	50	false	battle_vo_order_halberds	battle_vo_order_select	battle_vo_order_select	1.0000	10.0000	3k_main_infantry_heavy	0	0	0	0	0	0	0	3k_main_infantry_pike	false	false	0	0	random	false	
rew_iro_regional_sili_wood_dynasty_warriors	0	3k_main_unit_iron_partial	1950	inf_melee	185	inf_mel	0	0	none	0	32	38	3k_main_unit_2h175_polearm_gouliandao		10	none	none	3k_infantry_default	none	false	trained	A_blank_record	true	50.0000	1000.0000	0.0000	3k_hide_forest_fatigue_res	50	50	false	battle_vo_order_spearmen	battle_vo_order_select	battle_vo_order_select	1.0000	10.0000	3k_main_infantry_medium	0	0	0	0	0	0	0	3k_main_infantry_pike	false	false	0	0	random	false	
rew_iro_regional_bing_earth_auxilia_xiongnu_raiders	0	3k_main_unit_leather_heavy	2450	cavalry	210	cav_mel	70	0	none	0	35	42	3k_main_unit_dw095_axe	3k_main_unit_bow_wooden_composite	5	none	none	3k_cavalry_militia	none	false	well_trained	A_blank_record	true	50.0000	800.0000	0.0000	rew_hide_forest_resist_cold_raider_scare_immune	50	50	false	battle_vo_order_axes	battle_vo_order_cavalry	battle_vo_order_select	1.0000	10.0000	3k_main_cavalry_medium	0	14	0	0	0	50	0	3k_main_cavalry_shock	false	false	0	0	random	true	
rew_iro_regional_bing_water_auxilia_xianbei_skirmishers	0	3k_main_unit_leather_reinforced	2450	cavalry	108	cav_mis	33	0	none	0	12	38	3k_main_unit_1h095_sword_single_edge	3k_main_unit_bow_long_siyah_horn	5	none	none	3k_cavalry_militia	none	false	well_trained	A_blank_record	true	50.0000	800.0000	0.0000	rew_hide_forest_parthian_shot_shoot_whilst_moving_resist_cold_raider_guerilla_deploy	50	50	false	battle_vo_order_archers	battle_vo_order_cavalry	battle_vo_order_select	1.0000	10.0000	3k_main_cavalry_light	0	52	0	0	0	0	0	3k_main_cavalry_ranged	true	false	0	0	random	false	
rew_iro_regional_liang_wood_xiliang_spearmen	0	3k_main_unit_iron_lamellar	1950	inf_melee	110	inf_spr	0	0	none	0	12	30	3k_main_unit_2h250_spear	3k_main_unit_bow_wooden_composite	10	none	none	3k_infantry_default	none	false	trained	A_blank_record	true	50.0000	1000.0000	0.0000	3k_hide_forest	50	50	false	battle_vo_order_spearmen	battle_vo_order_select	battle_vo_order_select	1.0000	10.0000	3k_main_infantry_heavy	0	8	0	0	0	0	0	3k_main_infantry_pike	false	false	0	0	random	true	
rew_iro_regional_liang_metal_xiliang_macemen	0	3k_main_unit_iron_lamellar	1950	inf_ranged	135	inf_mis	0	0	none	0	40	42	3k_ytr_unit_1h095_mace		10	3k_main_unit_infantry_gourd	none	3k_infantry_elite	none	false	well_trained	A_blank_record	true	50.0000	800.0000	0.0000	3k_hide_forest	50	50	false	battle_vo_order_axes	battle_vo_order_select	battle_vo_order_select	1.0000	10.0000	3k_main_infantry_heavy	0	0	0	0	0	0	0	3k_main_infantry_melee	false	false	0	0	random	true	
rew_iro_regional_yong_metal_defenders_of_capitals	0	3k_main_unit_iron_full	1950	inf_melee	98	inf_mel	0	0	none	0	55	62	3k_main_unit_1h095_sword_double_edge_elite		10	3k_main_unit_infantry_tower	none	3k_infantry_elite	none	false	elite	A_blank_record	true	50.0000	800.0000	0.0000	3k_hide_forest_encourage_disciplined	50	50	false	battle_vo_order_jian	battle_vo_order_select	battle_vo_order_select	1.0000	10.0000	3k_main_infantry_heavy	0	0	0	0	0	0	0	3k_main_infantry_melee	false	false	0	0	random	false	
rew_iro_regional_yong_wood_downtrodden_refugees	0	3k_main_unit_tunic	1950	inf_melee	70	inf_spr	0	0	none	0	14	24	3k_main_unit_2h250_spear		10	none	none	3k_infantry_militia	none	false	rabble	A_blank_record	true	50.0000	800.0000	0.0000	3k_hide_forest	50	50	false	battle_vo_order_spearmen	battle_vo_order_select	battle_vo_order_select	1.0000	10.0000	3k_main_infantry_light	0	0	0	0	0	0	0	3k_main_infantry_pike	false	false	0	0	random	false	
rew_iro_regional_you_fire_auxiliary_wuhuan_raiders	0	3k_main_unit_leather_heavy	2450	cavalry	290	cav_shk	95	0	none	0	4	38	3k_main_unit_2h250_spear	3k_main_unit_bow_wooden_composite	5	none	none	3k_cavalry_militia	none	false	well_trained	A_blank_record	true	50.0000	800.0000	0.0000	rew_hide_forest_resist_cold_raider_causes_fear	50	50	false	battle_vo_order_spearmen	battle_vo_order_cavalry	battle_vo_order_select	1.0000	10.0000	3k_main_cavalry_medium	0	6	0	0	0	0	0	3k_main_cavalry_shock	false	false	0	0	random	true	
