key	accuracy	armour	campaign_action_points	category	charge_bonus	class	dismounted_charge_bonus	dismounted_melee_attack	historical_description_text	melee_attack	melee_defence	morale	primary_melee_weapon	primary_missile_weapon	rank_depth	shield	short_description_text	spacing	strengths_weaknesses_text	supports_first_person	training_level	officers	is_male	visibility_spotting_range_min	visibility_spotting_range_max	ability_global_recharge	attribute_group	spot_dist_tree	spot_dist_scrub	loose_spacing	selection_vo	selected_vo_secondary	selected_vo_tertiary	hiding_scalar	capture_power	ground_stat_effect_group	secondary_ammo	primary_ammo	damage_mod_flame	damage_mod_magic	damage_mod_physical	damage_mod_missile	damage_mod_all	ai_usage_group	can_skirmish	sync_locomotion	melee_attack_interval_reduction_percentage	reload_time_reduction_percentage	personalities_location	is_primarily_melee	secondary_melee_weapon
#land_units_tables;49;db/land_units_tables/ironic_190e_korean_rosters																																																			
rew_iro_gaya_unit_metal_ingot_breakers	0	rew_iro_korean_bronze_armour_regular	1900	inf_melee	175	inf_mel	175	0	none	0	14	33	3k_dlc05_unit_2h175_axe_wuhuan_raiders		10	none	none	3k_infantry_default	none	false	trained	A_blank_record	true	50.0000	800.0000	0.0000	3k_hide_forest	50	50	false	battle_vo_order_axes	battle_vo_order_select	battle_vo_order_select	1.0000	10.0000	3k_main_infantry_medium	0	0	0	0	0	-25	0	3k_main_infantry_melee	false	false	0	0	random	true	
rew_iro_gaya_unit_metal_iron_plate_guard	0	3k_main_unit_iron_lamellar	1900	inf_melee	150	inf_mel	150	0	none	0	26	46	3k_main_unit_1h095_axe_elite		10	3k_main_unit_infantry_large	none	3k_infantry_elite	none	false	well_trained	A_blank_record	true	50.0000	800.0000	0.0000	3k_hide_forest_disciplined	50	50	false	battle_vo_order_axes	battle_vo_order_select	battle_vo_order_select	1.0000	10.0000	3k_main_infantry_heavy	0	0	0	0	0	25	0	3k_main_infantry_melee	false	false	0	0	random	true	
rew_iro_bakaja_unit_earth_border_raiders	0	3k_main_unit_leather_partial	2450	cavalry	160	cav_mel	160	0	none	0	12	30	3k_main_unit_1h095_axe		5	3k_main_unit_infantry_oval	none	3k_cavalry_militia	none	false	poorly_trained	A_blank_record	true	50.0000	1000.0000	0.0000	3k_hide_forest_raider_guerilla_deploy	50	50	false	battle_vo_order_cavalry	battle_vo_order_select	battle_vo_order_select	1.0000	10.0000	3k_main_cavalry_light	0	0	0	0	0	0	0	3k_main_cavalry_melee	false	false	0	0	random	true	
rew_iro_bakaja_unit_metal_yoche_stormers	0	3k_main_unit_iron_full	1900	inf_melee	190	inf_mel	190	0	none	0	20	47	3k_dlc05_unit_2h175_axe_wuhuan_raiders		10	none	none	3k_infantry_elite	none	false	elite	A_blank_record	true	50.0000	800.0000	0.0000	3k_hide_forest_disciplined	50	50	false	battle_vo_order_axes	battle_vo_order_select	battle_vo_order_select	1.0000	10.0000	3k_main_infantry_heavy	0	0	0	0	0	-25	0	3k_main_infantry_melee	false	false	0	0	random	true	
rew_iro_shitla_unit_water_cloud_readers	0	rew_iro_korean_bronze_armour_regular	1900	inf_ranged	12	inf_mis	12	0	none	0	8	36	3k_main_unit_1h095_axe_militia	3k_main_unit_bow_long_siyah_horn	10	none	none	3k_infantry_default	none	false	trained	A_blank_record	true	50.0000	1200.0000	0.0000	3k_hide_forest	800	800	false	battle_vo_order_archers	battle_vo_order_select	battle_vo_order_select	1.0000	10.0000	3k_main_infantry_medium	0	24	0	0	0	0	0	3k_main_infantry_ranged	true	false	0	-15	random	false	
rew_iro_shitla_unit_wood_fortress_wardens	0	3k_main_unit_iron_full	1900	inf_melee	30	inf_spr	30	0	none	0	44	50	rew_iro_1h175_spear_elite		10	3k_main_unit_infantry_tower	none	3k_infantry_elite	none	false	elite	A_blank_record	true	50.0000	800.0000	0.0000	3k_hide_forest_charge_reflector_vs_large_disciplined	50	50	false	battle_vo_order_spearmen	battle_vo_order_select	battle_vo_order_select	1.0000	10.0000	3k_main_infantry_heavy	0	0	0	0	0	50	0	3k_main_infantry_spear	false	false	0	0	random	true	
rew_iro_korea_ye_unit_water_dan_gung_archers	0	3k_main_unit_leather_partial	1900	inf_ranged	10	inf_mis	10	0	none	0	6	30	3k_main_unit_1h095_axe_militia	rew_iro_korean_dan_gung	10	none	none	3k_infantry_default	none	false	trained	A_blank_record	true	50.0000	800.0000	0.0000	3k_hide_forest	400	400	false	battle_vo_order_archers	battle_vo_order_select	battle_vo_order_select	1.0000	10.0000	3k_main_infantry_light	0	20	0	0	0	0	0	3k_main_infantry_ranged	true	false	0	0	random	false	
rew_iro_korea_ye_unit_wood_three_zhang_spears	0	rew_iro_korean_bronze_armour_elite	1900	inf_melee	130	inf_pik	130	0	none	0	56	47	3k_main_unit_2h250_long_spear_elite		10	none	none	3k_infantry_elite	none	false	well_trained	A_blank_record	true	50.0000	800.0000	0.0000	3k_hide_forest_charge_reflector_vs_large	50	50	false	battle_vo_order_spearmen	battle_vo_order_select	battle_vo_order_select	1.0000	10.0000	3k_main_infantry_heavy	0	0	0	0	0	-25	0	3k_main_infantry_spear	false	false	0	0	random	true	
rew_iro_tamno_unit_earth_samseong_ponies	0	3k_main_unit_leather_partial	2600	cavalry	155	cav_mel	155	0	none	0	10	28	3k_main_unit_dw095_axe		5	none	none	3k_cavalry_militia	none	false	poorly_trained	A_blank_record	true	50.0000	1000.0000	0.0000	3k_hide_forest_ignore_terrain	50	50	false	battle_vo_order_cavalry	battle_vo_order_select	battle_vo_order_select	1.0000	10.0000	3k_main_cavalry_light	0	0	0	0	0	0	0	3k_main_cavalry_melee	false	false	0	0	random	true	
