key	accuracy	armour	campaign_action_points	category	charge_bonus	class	dismounted_charge_bonus	dismounted_melee_attack	historical_description_text	melee_attack	melee_defence	morale	primary_melee_weapon	primary_missile_weapon	rank_depth	shield	short_description_text	spacing	strengths_weaknesses_text	supports_first_person	training_level	officers	is_male	visibility_spotting_range_min	visibility_spotting_range_max	ability_global_recharge	attribute_group	spot_dist_tree	spot_dist_scrub	loose_spacing	selection_vo	selected_vo_secondary	selected_vo_tertiary	hiding_scalar	capture_power	ground_stat_effect_group	secondary_ammo	primary_ammo	damage_mod_flame	damage_mod_magic	damage_mod_physical	damage_mod_missile	damage_mod_all	ai_usage_group	can_skirmish	sync_locomotion	melee_attack_interval_reduction_percentage	reload_time_reduction_percentage	personalities_location	is_primarily_melee	secondary_melee_weapon
#land_units_tables;49;db/land_units_tables/rewan_land_unitsfixes																																																			
3k_cp01_general_fire_huang_gai	0	3k_cp01_hero_huang_gai_unique	2450	cavalry	334	com	84	0	none	0	0	50	3k_main_general_2h175_spear_common		8	rew_main_hero_none_low	none	3k_cavalry_elite	none	false	elite	A_blank_record	true	50.0000	1000.0000	0.0000	3k_hide_forest	50	50	false	battle_vo_order_hero_select	battle_vo_order_select	battle_vo_order_select	1.0000	10.0000	3k_main_cavalry_heavy	0	0	0	0	0	0	0	3k_main_general_vanguard	false	false	0	0	front	true	
3k_cp01_general_water_guo_jia	0	3k_cp01_hero_guo_jia_unique	2450	cavalry	134	com	45	0	none	0	0	50	3k_main_general_1h095_sword_single_edge_common		8	rew_main_hero_none_default	none	3k_cavalry_elite	none	false	elite	A_blank_record	true	50.0000	1000.0000	0.0000	3k_hide_forest	50	50	false	battle_vo_order_hero_select	battle_vo_order_select	battle_vo_order_select	1.0000	10.0000	3k_main_cavalry_light	0	0	0	0	0	0	0	3k_main_hero_strategist	false	false	0	0	front	true	
3k_cp01_general_water_jia_xu	0	3k_cp01_hero_jia_xiu_unique	2450	cavalry	134	com	45	0	none	0	0	50	3k_main_general_1h095_sword_single_edge_common		8	rew_main_hero_none_default	none	3k_cavalry_elite	none	false	elite	A_blank_record	true	50.0000	1000.0000	0.0000	3k_hide_forest	50	50	false	battle_vo_order_hero_select	battle_vo_order_select	battle_vo_order_select	1.0000	10.0000	3k_main_cavalry_light	0	0	0	0	0	0	0	3k_main_hero_strategist	false	false	0	0	front	true	
3k_cp01_general_water_pang_tong	0	3k_cp01_hero_pang_tong_unique	2450	cavalry	134	com	45	0	none	0	0	50	3k_main_general_1h095_sword_single_edge_common		8	rew_main_hero_none_default	none	3k_cavalry_elite	none	false	elite	A_blank_record	true	50.0000	1000.0000	0.0000	3k_hide_forest	50	50	false	battle_vo_order_hero_select	battle_vo_order_select	battle_vo_order_select	1.0000	10.0000	3k_main_cavalry_light	0	0	0	0	0	0	0	3k_main_hero_strategist	false	false	0	0	front	true	
3k_cp01_hero_fire_huang_gai	0	3k_cp01_hero_huang_gai_unique	2450	cavalry	334	com	84	0	none	0	0	50	3k_main_hero_2h175_spear_unique		1	rew_main_hero_none_low	none	3k_hero	none	false	elite	A_blank_record	true	50.0000	1000.0000	0.0000	3k_hide_forest	50	50	false	battle_vo_order_hero_select	battle_vo_order_select	battle_vo_order_select	1.0000	25.0000	3k_main_cavalry_heavy	0	30	0	0	0	0	0	3k_main_hero_vanguard	false	false	0	0	front	true	
3k_cp01_hero_water_guo_jia	0	3k_cp01_hero_guo_jia_unique	2450	cavalry	134	com	45	0	none	0	0	50	3k_main_hero_1h095_sword_single_edge_unique		1	rew_main_hero_none_default	none	3k_hero	none	false	elite	A_blank_record	true	50.0000	1000.0000	0.0000	3k_hide_forest	50	50	false	battle_vo_order_hero_select	battle_vo_order_select	battle_vo_order_select	1.0000	25.0000	3k_main_cavalry_light	0	30	0	0	0	0	0	3k_main_hero_strategist	false	false	0	0	front	true	
3k_cp01_hero_water_jia_xu	0	3k_cp01_hero_jia_xiu_unique	2450	cavalry	134	com	45	0	none	0	0	50	3k_main_hero_1h095_sword_single_edge_unique		1	rew_main_hero_none_default	none	3k_hero	none	false	elite	A_blank_record	true	50.0000	1000.0000	0.0000	3k_hide_forest	50	50	false	battle_vo_order_hero_select	battle_vo_order_select	battle_vo_order_select	1.0000	25.0000	3k_main_cavalry_light	0	30	0	0	0	0	0	3k_main_hero_strategist	false	false	0	0	front	true	
3k_cp01_hero_water_pang_tong	0	3k_cp01_hero_pang_tong_unique	2450	cavalry	134	com	45	0	none	0	0	50	3k_main_hero_1h095_sword_single_edge_unique		1	rew_main_hero_none_default	none	3k_hero	none	false	elite	A_blank_record	true	50.0000	1000.0000	0.0000	3k_hide_forest	50	50	false	battle_vo_order_hero_select	battle_vo_order_select	battle_vo_order_select	1.0000	25.0000	3k_main_cavalry_light	0	30	0	0	0	0	0	3k_main_hero_strategist	false	false	0	0	front	true	
3k_dlc04_general_earth_prince_liu_chong	0	3k_dlc04_hero_prince_liu_chong_unique	2450	cavalry	215	com	108	0	none	0	0	50	3k_main_hero_1h095_sword_double_edge_unique		8	rew_main_hero_none_elite	none	3k_cavalry_elite	none	false	elite	A_blank_record	true	50.0000	1000.0000	0.0000	3k_hide_forest	50	50	false	battle_vo_order_hero_select	battle_vo_order_select	battle_vo_order_select	1.0000	10.0000	3k_main_cavalry_heavy	0	0	0	0	0	0	0	3k_main_general_sentinel	false	false	0	0	front	true	
3k_dlc04_general_fire_empress_he	0	3k_dlc04_hero_empress_he_unique	2450	cavalry	334	com	84	0	none	0	0	50	3k_main_hero_1h095_sword_double_edge_unique		8	rew_main_hero_none_low	none	3k_cavalry_elite	none	false	elite	A_blank_record	true	50.0000	1000.0000	0.0000	3k_hide_forest	50	50	false	battle_vo_order_hero_select	battle_vo_order_select	battle_vo_order_select	1.0000	10.0000	3k_main_cavalry_light	0	0	0	0	0	0	0	3k_main_general_commander	false	false	0	0	middle	true	
3k_dlc04_general_metal_he_jin	0	3k_dlc04_hero_he_jin_unique	2450	cavalry	190	com	127	0	none	0	0	50	3k_main_hero_1h095_sword_double_edge_unique		8	rew_main_hero_none_elite	none	3k_cavalry_elite	none	false	elite	A_blank_record	true	50.0000	1000.0000	0.0000	3k_hide_forest	50	50	false	battle_vo_order_hero_select	battle_vo_order_select	battle_vo_order_select	1.0000	10.0000	3k_main_cavalry_medium	0	0	0	0	0	0	0	3k_main_general_sentinel	false	false	0	0	front	true	
3k_dlc04_general_metal_huangfu_song	0	3k_dlc04_hero_huangfu_song_unique	2450	cavalry	190	com	127	0	none	0	0	50	3k_main_hero_1h095_sword_double_edge_unique		8	rew_main_hero_none_elite	none	3k_cavalry_elite	none	false	elite	A_blank_record	true	50.0000	1000.0000	0.0000	3k_hide_forest	50	50	false	battle_vo_order_hero_select	battle_vo_order_select	battle_vo_order_select	1.0000	10.0000	3k_main_cavalry_heavy	0	0	0	0	0	0	0	3k_main_general_sentinel	false	false	0	0	front	true	
3k_dlc04_general_metal_zhang_jue	0	3k_dlc04_hero_zhang_jue_unique	2450	cavalry	190	com	127	0	none	0	0	50	3k_dlc04_hero_2h175_zhang_jue_unique		8	rew_main_hero_none_elite	none	3k_cavalry_elite	none	false	elite	A_blank_record	true	50.0000	1000.0000	0.0000	3k_hide_forest	50	50	false	battle_vo_order_hero_select	battle_vo_order_select	battle_vo_order_select	1.0000	10.0000	3k_main_cavalry_light	0	0	0	0	0	0	0	3k_main_general_sentinel	false	false	0	0	middle	true	
3k_dlc04_general_water_diao_chan	0	3k_dlc04_hero_diao_chan_unique	2450	cavalry	134	com	45	0	none	0	0	50	3k_main_hero_1h095_sword_double_edge_unique		8	rew_main_hero_none_default	none	3k_cavalry_elite	none	false	elite	A_blank_record	true	50.0000	1000.0000	0.0000	3k_hide_forest	50	50	false	battle_vo_order_hero_select	battle_vo_order_select	battle_vo_order_select	1.0000	10.0000	3k_main_cavalry_light	0	0	0	0	0	0	0	3k_main_general_commander	false	false	0	0	middle	true	
3k_dlc04_general_water_lu_zhi	0	3k_dlc04_hero_lu_zhi_unique	2450	cavalry	134	com	45	0	none	0	0	50	3k_main_hero_1h095_sword_double_edge_unique		8	rew_main_hero_none_default	none	3k_cavalry_elite	none	false	elite	A_blank_record	true	50.0000	1000.0000	0.0000	3k_hide_forest	50	50	false	battle_vo_order_hero_select	battle_vo_order_select	battle_vo_order_select	1.0000	10.0000	3k_main_cavalry_light	0	0	0	0	0	0	0	3k_main_general_commander	false	false	0	0	middle	true	
3k_dlc04_general_water_xun_yu	0	3k_dlc04_hero_xun_yu_unique	2450	cavalry	134	com	45	0	none	0	0	50	3k_main_hero_1h095_sword_double_edge_unique		8	rew_main_hero_none_default	none	3k_cavalry_elite	none	false	elite	A_blank_record	true	50.0000	1000.0000	0.0000	3k_hide_forest	50	50	false	battle_vo_order_hero_select	battle_vo_order_select	battle_vo_order_select	1.0000	10.0000	3k_main_cavalry_light	0	0	0	0	0	0	0	3k_main_general_commander	false	false	0	0	middle	true	
