key	localised_description	localised_title	ui_icon	bundle_target	icon_supplement_colour_type	show_in_generic_bundle_display
#effect_bundles_tables;3;db/effect_bundles_tables/ironic_spouse_effects						
ironic_lady_yan_effect			ep_alignment_effect_icon_heart.png	character	positive	true
ironic_lady_dong_peishan_effect	3k_mtu_template_historical_lady_dong_peishan_hero_earth		ep_alignment_effect_icon_heart.png	character	positive	true
ironic_lady_du_effect	3k_mtu_template_historical_lady_du_hero_earth		ep_alignment_effect_icon_heart.png	character	positive	true
ironic_lady_zou_effect	3k_mtu_template_historical_lady_zou_yuan_hero_water		ep_alignment_effect_icon_heart.png	character	positive	true
ironic_dong_bai_effect	3k_main_template_historical_dong_bai_hero_metal		ep_alignment_effect_icon_heart.png	character	positive	true
ironic_dong_li_effect	3k_main_template_historical_lady_dong_li_hero_metal		ep_alignment_effect_icon_heart.png	character	positive	true
ironic_lu_ji_effect	3k_mtu_template_historical_lu_ji_hero_wood		ep_alignment_effect_icon_heart.png	character	positive	true
ironic_lady_yang_effect	ironic_template_historical_lady_yang_hero_water		ep_alignment_effect_icon_heart.png	character	positive	true
ironic_bi_jieyan_effect			ep_alignment_effect_icon_heart.png	character	positive	true
ironic_liu_zhang_effect			ep_alignment_effect_icon_heart.png	character	positive	true
ironic_liu_mengan_effect			ep_alignment_effect_icon_heart.png	character	positive	true
ironic_wu_xian_effect			ep_alignment_effect_icon_heart.png	character	positive	true
ironic_jia_minxiang_effect			ep_alignment_effect_icon_heart.png	character	positive	true
ironic_diaoChan_effect			ep_alignment_effect_icon_heart.png	character	positive	true
ironic_huang_xie_effect			ep_alignment_effect_icon_heart.png	character	positive	true
ironic_huang_anbao_effect			ep_alignment_effect_icon_heart.png	character	positive	true
ironic_yuan_anyang_effect	3k_main_effect_economy_character_wealth_faction_background_income_mod	50	ep_alignment_effect_icon_heart.png	character	positive	true
ironic_lady_feng_effect			ep_alignment_effect_icon_heart.png	character	positive	true
ironic_lady_cai_mao_effect			ep_alignment_effect_icon_heart.png	character	positive	true
ironic_lady_de_ningqin_effect			ep_alignment_effect_icon_heart.png	character	positive	true
ironic_lady_zhang_zhumeng_effect			ep_alignment_effect_icon_heart.png	character	positive	true
ironic_lady_wang_yuanji_effect			ep_alignment_effect_icon_heart.png	character	positive	true
ironic_lady_zhang_chunhua_effect			ep_alignment_effect_icon_heart.png	character	positive	true
ironic_lady_xin_xianyang_effect			ep_alignment_effect_icon_heart.png	character	positive	true
ironic_lady_guo_nuwang_effect			ep_alignment_effect_icon_heart.png	character	positive	true
ironic_zhang_xuuer_effect			ep_alignment_effect_icon_heart.png	character	positive	true
