key	localised_description	localised_title	ui_icon	bundle_target	icon_supplement_colour_type	show_in_generic_bundle_display
#effect_bundles_tables;3;db/effect_bundles_tables/ironic_vassal_contracts						
ironic_vc_att_m50_3k_dlc04_faction_bian_zhang			ui/campaign ui/effect_bundles/vassals.png	faction	negative	false
ironic_vc_att_m45_3k_dlc04_faction_bian_zhang			ui/campaign ui/effect_bundles/vassals.png	faction	negative	false
ironic_vc_att_m40_3k_dlc04_faction_bian_zhang			ui/campaign ui/effect_bundles/vassals.png	faction	negative	false
ironic_vc_att_m35_3k_dlc04_faction_bian_zhang			ui/campaign ui/effect_bundles/vassals.png	faction	negative	false
ironic_vc_att_m30_3k_dlc04_faction_bian_zhang			ui/campaign ui/effect_bundles/vassals.png	faction	negative	false
ironic_vc_att_m25_3k_dlc04_faction_bian_zhang			ui/campaign ui/effect_bundles/vassals.png	faction	negative	false
ironic_vc_att_m20_3k_dlc04_faction_bian_zhang			ui/campaign ui/effect_bundles/vassals.png	faction	negative	false
ironic_vc_att_m15_3k_dlc04_faction_bian_zhang			ui/campaign ui/effect_bundles/vassals.png	faction	negative	false
ironic_vc_att_m10_3k_dlc04_faction_bian_zhang			ui/campaign ui/effect_bundles/vassals.png	faction	negative	false
ironic_vc_att_m5_3k_dlc04_faction_bian_zhang			ui/campaign ui/effect_bundles/vassals.png	faction	negative	false
ironic_vc_att_p5_3k_dlc04_faction_bian_zhang			ui/campaign ui/effect_bundles/vassals.png	faction	positive	false
ironic_vc_att_p10_3k_dlc04_faction_bian_zhang			ui/campaign ui/effect_bundles/vassals.png	faction	positive	false
ironic_vc_att_p15_3k_dlc04_faction_bian_zhang			ui/campaign ui/effect_bundles/vassals.png	faction	positive	false
ironic_vc_att_p20_3k_dlc04_faction_bian_zhang			ui/campaign ui/effect_bundles/vassals.png	faction	positive	false
ironic_vc_att_m50_3k_dlc04_faction_cao_song			ui/campaign ui/effect_bundles/vassals.png	faction	negative	false
ironic_vc_att_m45_3k_dlc04_faction_cao_song			ui/campaign ui/effect_bundles/vassals.png	faction	negative	false
ironic_vc_att_m40_3k_dlc04_faction_cao_song			ui/campaign ui/effect_bundles/vassals.png	faction	negative	false
ironic_vc_att_m35_3k_dlc04_faction_cao_song			ui/campaign ui/effect_bundles/vassals.png	faction	negative	false
ironic_vc_att_m30_3k_dlc04_faction_cao_song			ui/campaign ui/effect_bundles/vassals.png	faction	negative	false
ironic_vc_att_m25_3k_dlc04_faction_cao_song			ui/campaign ui/effect_bundles/vassals.png	faction	negative	false
ironic_vc_att_m20_3k_dlc04_faction_cao_song			ui/campaign ui/effect_bundles/vassals.png	faction	negative	false
ironic_vc_att_m15_3k_dlc04_faction_cao_song			ui/campaign ui/effect_bundles/vassals.png	faction	negative	false
ironic_vc_att_m10_3k_dlc04_faction_cao_song			ui/campaign ui/effect_bundles/vassals.png	faction	negative	false
ironic_vc_att_m5_3k_dlc04_faction_cao_song			ui/campaign ui/effect_bundles/vassals.png	faction	negative	false
ironic_vc_att_p5_3k_dlc04_faction_cao_song			ui/campaign ui/effect_bundles/vassals.png	faction	positive	false
ironic_vc_att_p10_3k_dlc04_faction_cao_song			ui/campaign ui/effect_bundles/vassals.png	faction	positive	false
ironic_vc_att_p15_3k_dlc04_faction_cao_song			ui/campaign ui/effect_bundles/vassals.png	faction	positive	false
ironic_vc_att_p20_3k_dlc04_faction_cao_song			ui/campaign ui/effect_bundles/vassals.png	faction	positive	false
ironic_vc_att_m50_3k_dlc04_faction_chen_gui			ui/campaign ui/effect_bundles/vassals.png	faction	negative	false
ironic_vc_att_m45_3k_dlc04_faction_chen_gui			ui/campaign ui/effect_bundles/vassals.png	faction	negative	false
ironic_vc_att_m40_3k_dlc04_faction_chen_gui			ui/campaign ui/effect_bundles/vassals.png	faction	negative	false
ironic_vc_att_m35_3k_dlc04_faction_chen_gui			ui/campaign ui/effect_bundles/vassals.png	faction	negative	false
ironic_vc_att_m30_3k_dlc04_faction_chen_gui			ui/campaign ui/effect_bundles/vassals.png	faction	negative	false
ironic_vc_att_m25_3k_dlc04_faction_chen_gui			ui/campaign ui/effect_bundles/vassals.png	faction	negative	false
ironic_vc_att_m20_3k_dlc04_faction_chen_gui			ui/campaign ui/effect_bundles/vassals.png	faction	negative	false
ironic_vc_att_m15_3k_dlc04_faction_chen_gui			ui/campaign ui/effect_bundles/vassals.png	faction	negative	false
ironic_vc_att_m10_3k_dlc04_faction_chen_gui			ui/campaign ui/effect_bundles/vassals.png	faction	negative	false
ironic_vc_att_m5_3k_dlc04_faction_chen_gui			ui/campaign ui/effect_bundles/vassals.png	faction	negative	false
ironic_vc_att_p5_3k_dlc04_faction_chen_gui			ui/campaign ui/effect_bundles/vassals.png	faction	positive	false
ironic_vc_att_p10_3k_dlc04_faction_chen_gui			ui/campaign ui/effect_bundles/vassals.png	faction	positive	false
ironic_vc_att_p15_3k_dlc04_faction_chen_gui			ui/campaign ui/effect_bundles/vassals.png	faction	positive	false
ironic_vc_att_p20_3k_dlc04_faction_chen_gui			ui/campaign ui/effect_bundles/vassals.png	faction	positive	false
ironic_vc_att_m50_3k_dlc04_faction_chu_gong			ui/campaign ui/effect_bundles/vassals.png	faction	negative	false
ironic_vc_att_m45_3k_dlc04_faction_chu_gong			ui/campaign ui/effect_bundles/vassals.png	faction	negative	false
ironic_vc_att_m40_3k_dlc04_faction_chu_gong			ui/campaign ui/effect_bundles/vassals.png	faction	negative	false
ironic_vc_att_m35_3k_dlc04_faction_chu_gong			ui/campaign ui/effect_bundles/vassals.png	faction	negative	false
ironic_vc_att_m30_3k_dlc04_faction_chu_gong			ui/campaign ui/effect_bundles/vassals.png	faction	negative	false
ironic_vc_att_m25_3k_dlc04_faction_chu_gong			ui/campaign ui/effect_bundles/vassals.png	faction	negative	false
ironic_vc_att_m20_3k_dlc04_faction_chu_gong			ui/campaign ui/effect_bundles/vassals.png	faction	negative	false
ironic_vc_att_m15_3k_dlc04_faction_chu_gong			ui/campaign ui/effect_bundles/vassals.png	faction	negative	false
ironic_vc_att_m10_3k_dlc04_faction_chu_gong			ui/campaign ui/effect_bundles/vassals.png	faction	negative	false
ironic_vc_att_m5_3k_dlc04_faction_chu_gong			ui/campaign ui/effect_bundles/vassals.png	faction	negative	false
ironic_vc_att_p5_3k_dlc04_faction_chu_gong			ui/campaign ui/effect_bundles/vassals.png	faction	positive	false
ironic_vc_att_p10_3k_dlc04_faction_chu_gong			ui/campaign ui/effect_bundles/vassals.png	faction	positive	false
ironic_vc_att_p15_3k_dlc04_faction_chu_gong			ui/campaign ui/effect_bundles/vassals.png	faction	positive	false
ironic_vc_att_p20_3k_dlc04_faction_chu_gong			ui/campaign ui/effect_bundles/vassals.png	faction	positive	false
ironic_vc_att_m50_3k_dlc04_faction_dai			ui/campaign ui/effect_bundles/vassals.png	faction	negative	false
