key	localised_description	localised_title	ui_icon	bundle_target	icon_supplement_colour_type	show_in_generic_bundle_display
#effect_bundles_tables;3;db/effect_bundles_tables/ironic_council						
ironic_council_mint_new_coinage			treasury.png	faction	negative	true
ironic_council_patronage_of_the_arts			money.png	faction	positive	true
ironic_council_host_a_tournament			prestige.png	faction	positive	true
ironic_council_tournament_injury			melee.png	character	negative	true
ironic_tournament_reward_dynasty			prestige.png	faction	positive	true
ironic_tournament_reward_champion			character_experience.png	character	positive	true
ironic_tournament_reward_crowd			public_order.png	faction	positive	true
ironic_tournament_setback			satisfaction.png	character	negative	true
ironic_council_reward_heroism			character_experience.png	character	positive	true
ironic_council_court_examination			increased_rank_for_new_recruits.png	faction	positive	true
ironic_council_reassess_the_rolls			starting_character_rank.png	character	positive	true
ironic_council_purge_corrupt_officials			corruption.png	faction	positive	true
ironic_council_tax_amnesty			public_order.png	faction	positive	true
ironic_council_open_the_granaries			food.png	faction	positive	true
ironic_council_grand_review_of_troops			military_supplies.png	faction	positive	true
ironic_council_summon_a_physician			satisfaction.png	character	positive	true
ironic_council_grant_land_to_gentry			money.png	faction	positive	true
ironic_council_expand_the_black_office			spy_limit.png	faction	positive	true
ironic_council_unmask_the_informers			undercover_network.png	faction	positive	true
ironic_council_convene_the_scholars			research_rate_increase.png	faction	positive	true
ironic_council_retrench_the_court			treasury.png	faction	positive	true
ironic_council_quarter_the_army			military_supplies.png	faction	positive	true
ironic_council_levy_the_corvee			construction_time.png	faction	positive	true
ironic_council_contract_free_companies			mustering_speed.png	faction	positive	true
ironic_council_winter_provisioning			attrition_from_low_supplies.png	faction	positive	true
ironic_council_post_riders			army_action_points.png	faction	positive	true
ironic_council_send_envoys			diplomacy_attitude_effect.png	faction	positive	true
ironic_council_open_the_silk_routes			trade_influence.png	faction	positive	true
ironic_council_resettle_the_displaced			population_growth.png	faction	positive	true
ironic_council_open_the_coffers			satisfaction.png	faction	positive	true
ironic_council_spread_sedition			public_order.png	faction	negative	true
ironic_council_blight_their_harvest			food.png	faction	negative	true
ironic_council_buy_out_their_merchants			trade_influence.png	faction	negative	true
ironic_council_denounce_them_abroad			diplomacy_attitude_effect.png	faction	negative	true
ironic_council_suborn_their_commander			satisfaction.png	character	negative	true
ironic_council_bribe_their_quartermasters			military_supplies.png	force	negative	true
ironic_council_vassal_tribute			vassals.png	faction	positive	true
ironic_council_promote_industry			construction_time.png	faction	positive	true
ironic_council_promote_commerce			construction_time.png	faction	positive	true
ironic_council_promote_peasantry			construction_time.png	faction	positive	true
ironic_council_promote_culture			construction_time.png	faction	positive	true
ironic_council_seek_weapon			craftsmen_ancillaries.png	faction	positive	true
ironic_council_seek_armour			craftsmen_ancillaries.png	faction	positive	true
ironic_council_seek_mount			craftsmen_ancillaries.png	faction	positive	true
ironic_council_seek_follower			craftsmen_ancillaries.png	faction	positive	true
ironic_council_seek_accessory			craftsmen_ancillaries.png	faction	positive	true
ironic_council_bandit_divide_spoils			money.png	character	positive	true
ironic_council_bandit_hill_levy			unit_upkeep.png	faction	positive	true
ironic_council_scholar_commentaries			character_experience.png	character	positive	true
ironic_council_scholar_plain_speech			corruption.png	faction	positive	true
ironic_council_renowned_name			prestige.png	faction	positive	true
ironic_council_renowned_example			replenishment.png	faction	positive	true
ironic_council_char_cao_cao			money.png	faction	positive	true
ironic_council_char_liu_bei			public_order.png	faction	positive	true
ironic_council_char_sun_jian			movement_range.png	faction	positive	true
ironic_council_char_yuan_shao			diplomacy_attitude_effect.png	faction	positive	true
ironic_council_char_dong_zhuo			money.png	faction	negative	true
ironic_council_char_zhuge_liang			diplomacy_attitude_effect.png	faction	positive	true
ironic_council_char_sima_yi			spy_limit.png	faction	positive	true
ironic_council_char_lu_xun			attrition.png	faction	positive	true
ironic_council_char_lu_meng			spy_limit.png	faction	positive	true
ironic_council_char_lu_bu			movement_range.png	faction	positive	true
ironic_council_char_sun_ce			movement_range.png	faction	positive	true
ironic_council_char_sun_quan			public_order.png	faction	positive	true
ironic_council_char_liu_shan			satisfaction.png	faction	positive	true
ironic_council_char_cao_pi			character_experience.png	faction	positive	true
ironic_council_char_gongsun_zan			replenishment.png	faction	positive	true
ironic_council_char_kong_rong			research_rate_increase.png	faction	positive	true
ironic_council_char_liu_biao			population_growth.png	faction	positive	true
ironic_council_char_liu_yan			construction_cost.png	faction	positive	true
ironic_council_char_ma_teng			mustering_speed.png	faction	positive	true
ironic_council_char_tao_qian			public_order.png	faction	positive	true
ironic_council_char_yuan_shu			prestige.png	faction	negative	true
ironic_council_char_zheng_jiang			satisfaction.png	faction	positive	true
ironic_council_char_zhang_yan			unit_upkeep.png	faction	positive	true
ironic_council_char_yan_baihu			trade_influence.png	faction	positive	true
ironic_council_char_han_sui			diplomacy_attitude_effect.png	faction	positive	true
ironic_council_char_gao_gan			construction_cost.png	faction	positive	true
ironic_council_char_song_jian			prestige.png	faction	positive	true
ironic_council_char_liu_yu			diplomacy_attitude_effect.png	faction	positive	true
ironic_council_char_wang_kuang			replenishment.png	faction	positive	true
ironic_council_char_zhang_yang			military_supplies.png	faction	positive	true
ironic_council_char_yang_feng			unit_upkeep.png	faction	positive	true
ironic_council_char_liu_chong			money.png	faction	positive	true
ironic_council_char_zhu_hao			recruitment_cost.png	faction	positive	true
ironic_council_char_bian_rang			research_rate_increase.png	faction	positive	true
ironic_council_char_wang_sheng			satisfaction.png	faction	positive	true
ironic_council_char_zhang_chao			research_rate_increase.png	faction	positive	true
ironic_council_char_guan_yu			satisfaction.png	faction	positive	true
ironic_council_char_zhang_fei			replenishment.png	faction	positive	true
ironic_council_char_zhao_yun			replenishment.png	faction	positive	true
