key	localised_description	localised_title	ui_icon	bundle_target	icon_supplement_colour_type	show_in_generic_bundle_display
#effect_bundles_tables;3;db/effect_bundles_tables/data__						
3k_aoi_effect_test	placeholder	placeholder	.	region	neutral	true
3k_dlc04_bundle_faction_rank_dong_zhuo_3	Your have begun your ascent to greatness, but there is much yet to do.	Marquis	prestige.png	faction	positive	true
3k_dlc04_bundle_faction_rank_empress_he_1	Your power is both feared and coveted.	Emperor	prestige.png	faction	positive	true
3k_dlc04_bundle_faction_rank_han_chinese_general	Leading an army is the first step on the long road to power!	General	prestige.png	faction	positive	false
3k_dlc04_bundle_faction_rank_han_chinese_general_liu_bei	Leading an army is the first step on the long road to power!	Volunteer	prestige.png	faction	positive	false
3k_dlc04_bundle_faction_rank_yellow_turban_1	Where the mystery is deepest lies the gate of all that is subtle and wonderful.	Seeking	pooled_resource_enlightenment.png	faction	positive	false
3k_dlc04_bundle_faction_rank_yellow_turban_2	Even when the Great Way ceases to be observed, we still have benevolence and righteousness.	Devoted	pooled_resource_enlightenment.png	faction	positive	false
3k_dlc04_bundle_faction_rank_yellow_turban_3	By attaining the height of abstraction we gain fullness of rest.	Healed	pooled_resource_enlightenment.png	faction	positive	false
3k_dlc04_bundle_faction_rank_yellow_turban_4	Heaven diminishes where there is superabundance and supplements where there is deficiency.	Empowered	pooled_resource_enlightenment.png	faction	positive	false
3k_dlc04_bundle_faction_rank_yellow_turban_5	The sage sees simplicity even in complexity, so never has any difficulties.	Ascendant	pooled_resource_enlightenment.png	faction	positive	false
3k_dlc04_bundle_faction_rank_yellow_turban_6	The ruling sage acts without claiming the results to be his own; he achieves merit and does not rest arrogantly, as he does not wish to display his superiority.	Enlightened	pooled_resource_enlightenment.png	faction	positive	false
3k_dlc04_bundle_stance_army_default_yellow_turban	Traverses the world as normal. Yellow Turban forces raid and cause unrest by their sheer presence.	Stance: Normal	army.png	force	neutral	false
3k_dlc04_bundle_stance_army_fortification_yellow_turban	Sets up a defensive camp. If this force is attacked it will result in an encampment battle.	Stance: Encamp	army.png	force	neutral	false
3k_dlc04_bundle_stance_army_mustering_yellow_turban	This army is building its strength.\n\nYou currently have units queued for recruitment.\n\nRemoving everything from the queue will cancel mustering.	Situation: Mustering	mustering_speed.png	force	neutral	false
3k_dlc04_bundle_yellow_turbans_luoyang_captured	Your brethren have taken control of Luoyang! This incredible achievement will surely rally many people to your cause. Truly the Han have lost the Mandate!	Yellow Turbans March Into the Capital	3k_dlc04_pooled_resource_fervour.png	faction	positive	true
3k_dlc04_campaign_group_pooled_resource_displaced_population_level_0	All people are settled on the land and the people are at ease. 	Displaced Population: None	3k_dlc04_pooled_resource_displaced_population.png	faction	neutral	true
3k_dlc04_campaign_group_pooled_resource_displaced_population_level_1	A relatively small amount of people have been displaced. In time, they will seek new homes, and calm will return to the land.	Displaced Population: Low	3k_dlc04_pooled_resource_displaced_population.png	faction	neutral	true
3k_dlc04_campaign_group_pooled_resource_displaced_population_level_2	Your administration works tirelessly to ensure that the displaced peasantry do not cause problems. Some vagrants are still present, but no more than expected with the ongoing wars beyond your borders.	Displaced Population: Moderate	3k_dlc04_pooled_resource_displaced_population.png	faction	neutral	true
3k_dlc04_campaign_group_pooled_resource_displaced_population_level_3	Whilst there are many people that have had to flee from war, the situation is still manageable.	Displaced Population: Manageable	3k_dlc04_pooled_resource_displaced_population.png	faction	neutral	true
