key	localised_description	localised_title	ui_icon	bundle_target	icon_supplement_colour_type	show_in_generic_bundle_display
#effect_bundles_tables;3;db/effect_bundles_tables/wu_jingresource						
ironic_family_persistence_resource_level_0			icon_attitude_trusted_friend.png	faction	negative	false
ironic_family_persistence_resource_level_1			icon_attitude_trusted_friend.png	faction	negative	false
ironic_family_persistence_resource_level_2			icon_attitude_trusted_friend.png	faction	neutral	false
ironic_family_persistence_resource_level_3			icon_attitude_trusted_friend.png	faction	positive	false
ironic_family_persistence_resource_level_4			icon_attitude_trusted_friend.png	faction	positive	false
ironic_family_persistence_captives_execute			no_effect.png	force	neutral	false
ironic_family_persistence_captives_recruit			no_effect.png	force	neutral	false
ironic_family_persistence_captives_release			no_effect.png	force	neutral	false
ironic_family_persistence_garrisoned			icon_attitude_trusted_friend.png	force	neutral	false
ironic_family_persistence_vassalized			icon_attitude_trusted_friend.png	force	neutral	false
ironic_family_persistence_effect_bundle			icon_attitude_trusted_friend.png	faction	neutral	false
