key	localised_description	localised_title	ui_icon	bundle_target	icon_supplement_colour_type	show_in_generic_bundle_display
#effect_bundles_tables;3;db/effect_bundles_tables/z_customize_title						
z_customize_title_world_power_token_han_1	placeholder	placeholder	prestige.png	faction	positive	false
z_customize_title_world_power_token_han_2	placeholder	placeholder	prestige.png	faction	positive	false
z_customize_title_world_power_token_han_3	placeholder	placeholder	prestige.png	faction	positive	false
z_customize_title_world_power_token_han_4	placeholder	placeholder	prestige.png	faction	positive	false
z_customize_title_world_power_token_han_5	placeholder	placeholder	prestige.png	faction	positive	false
z_customize_title_world_power_token_han_6	placeholder	placeholder	prestige.png	faction	positive	false
z_customize_title_world_power_token_chu	placeholder	placeholder	prestige.png	faction	positive	false
z_customize_title_world_power_token_huai	placeholder	placeholder	prestige.png	faction	positive	false
z_customize_title_world_power_token_ji	placeholder	placeholder	prestige.png	faction	positive	false
z_customize_title_world_power_token_liang_1	placeholder	placeholder	prestige.png	faction	positive	false
z_customize_title_world_power_token_liang_2	placeholder	placeholder	prestige.png	faction	positive	false
z_customize_title_world_power_token_han_7	placeholder	placeholder	prestige.png	faction	positive	false
z_customize_title_world_power_token_liang_3	placeholder	placeholder	prestige.png	faction	positive	false
z_customize_title_world_power_token_liang_4	placeholder	placeholder	prestige.png	faction	positive	false
z_customize_title_world_power_token_liao	placeholder	placeholder	prestige.png	faction	positive	false
z_customize_title_world_power_token_lu	placeholder	placeholder	prestige.png	faction	positive	false
z_customize_title_world_power_token_qi	placeholder	placeholder	prestige.png	faction	positive	false
z_customize_title_world_power_token_wei_1	placeholder	placeholder	prestige.png	faction	positive	false
z_customize_title_world_power_token_wei_2	placeholder	placeholder	prestige.png	faction	positive	false
z_customize_title_world_power_token_wu_1	placeholder	placeholder	prestige.png	faction	positive	false
z_customize_title_world_power_token_wu_2	placeholder	placeholder	prestige.png	faction	positive	false
z_customize_title_world_power_token_yan	placeholder	placeholder	prestige.png	faction	positive	false
z_customize_title_world_power_token_yi	placeholder	placeholder	prestige.png	faction	positive	false
z_customize_title_world_power_token_yin	placeholder	placeholder	prestige.png	faction	positive	false
z_customize_title_world_power_token_yong	placeholder	placeholder	prestige.png	faction	positive	false
z_customize_title_world_power_token_yue	placeholder	placeholder	prestige.png	faction	positive	false
z_customize_title_world_power_token_zhao	placeholder	placeholder	prestige.png	faction	positive	false
z_customize_title_world_power_token_zhong	placeholder	placeholder	prestige.png	faction	positive	false
z_customize_title_world_power_token_xia	placeholder	placeholder	prestige.png	faction	positive	false
z_customize_title_world_power_token_shang	placeholder	placeholder	prestige.png	faction	positive	false
z_customize_title_world_power_token_zhou	placeholder	placeholder	prestige.png	faction	positive	false
z_customize_title_world_power_token_qin	placeholder	placeholder	prestige.png	faction	positive	false
z_customize_title_world_power_token_jin_1	placeholder	placeholder	prestige.png	faction	positive	false
z_customize_title_world_power_token_jin_2	placeholder	placeholder	prestige.png	faction	positive	false
z_customize_title_world_power_token_sui	placeholder	placeholder	prestige.png	faction	positive	false
z_customize_title_world_power_token_tang_1	placeholder	placeholder	prestige.png	faction	positive	false
z_customize_title_world_power_token_tang_2	placeholder	placeholder	prestige.png	faction	positive	false
z_customize_title_world_power_token_song	placeholder	placeholder	prestige.png	faction	positive	false
z_customize_title_world_power_token_yuan	placeholder	placeholder	prestige.png	faction	positive	false
z_customize_title_world_power_token_ming	placeholder	placeholder	prestige.png	faction	positive	false
z_customize_title_world_power_token_qing	placeholder	placeholder	prestige.png	faction	positive	false
z_customize_title_world_power_token_chen	placeholder	placeholder	prestige.png	faction	positive	false
z_customize_title_world_power_token_cao	placeholder	placeholder	prestige.png	faction	positive	false
z_customize_title_world_power_token_zheng	placeholder	placeholder	prestige.png	faction	positive	false
z_customize_title_world_power_token_shu	placeholder	placeholder	prestige.png	faction	positive	false
z_customize_title_world_power_token_ba	placeholder	placeholder	prestige.png	faction	positive	false
z_customize_title_world_power_token_tian	placeholder	placeholder	prestige.png	faction	positive	false
z_customize_title_world_power_token_xi	placeholder	placeholder	prestige.png	faction	positive	false
z_flag_effect_bundle_dummy	placeholder	placeholder	prestige.png	faction	neutral	false
