key	localised_description	localised_title	ui_icon	bundle_target	icon_supplement_colour_type	show_in_generic_bundle_display
#effect_bundles_tables;3;db/effect_bundles_tables/guv_yellow_turban_190_resource						
3k_he_yi_embers_bundle_1	Our message is still quiet, and our growth is slow.	Simmering Sentiment	3k_embers_pooled_resource.png	faction	positive	false
3k_he_yi_embers_bundle_2	They speak of our message, and some join us, but many remain wary and afraid.	Enkindled Passion	3k_embers_pooled_resource.png	faction	positive	false
3k_he_yi_embers_bundle_3	They hear our words and understand. More have come to join us, and spread the word to others.	Burning Support	3k_embers_pooled_resource.png	faction	positive	false
3k_he_yi_embers_bundle_4	Our reach is great and many come to follow us.	Fiery Determination	3k_embers_pooled_resource.png	faction	positive	false
3k_he_yi_embers_bundle_5	The Yellow Sky looms large - followers flock to us in droves!	Explosive Fanaticism	3k_embers_pooled_resource.png	faction	positive	false
3k_gong_du_embers_bundle_1	Our message is still quiet, and our growth is slow.	Simmering Sentiment	3k_embers_pooled_resource.png	faction	positive	false
3k_gong_du_embers_bundle_2	They speak of our message, and some join us, but many remain wary and afraid.	Enkindled Passion	3k_embers_pooled_resource.png	faction	positive	false
3k_gong_du_embers_bundle_3	They hear our words and understand. More have come to join us, and spread the word to others.	Burning Support	3k_embers_pooled_resource.png	faction	positive	false
3k_gong_du_embers_bundle_4	Our reach is great and many come to follow us.	Fiery Determination	3k_embers_pooled_resource.png	faction	positive	false
3k_gong_du_embers_bundle_5	The Yellow Sky looms large - followers flock to us in droves!	Explosive Fanaticism	3k_embers_pooled_resource.png	faction	positive	false
3k_huang_shao_embers_bundle_1	Our message is still quiet, and our growth is slow.	Simmering Sentiment	3k_embers_pooled_resource.png	faction	positive	false
3k_huang_shao_embers_bundle_2	They speak of our message, and some join us, but many remain wary and afraid.	Enkindled Passion	3k_embers_pooled_resource.png	faction	positive	false
3k_huang_shao_embers_bundle_3	They hear our words and understand. More have come to join us, and spread the word to others.	Burning Support	3k_embers_pooled_resource.png	faction	positive	false
3k_huang_shao_embers_bundle_4	Our reach is great and many come to follow us.	Fiery Determination	3k_embers_pooled_resource.png	faction	positive	false
3k_huang_shao_embers_bundle_5	The Yellow Sky looms large - followers flock to us in droves!	Explosive Fanaticism	3k_embers_pooled_resource.png	faction	positive	false
3k_yt_generic_embers_bundle_1	Our message is still quiet, and our growth is slow.	Simmering Sentiment	3k_embers_pooled_resource.png	faction	positive	false
3k_yt_generic_embers_bundle_2	They speak of our message, and some join us, but many remain wary and afraid.	Enkindled Passion	3k_embers_pooled_resource.png	faction	positive	false
3k_yt_generic_embers_bundle_3	They hear our words and understand. More have come to join us, and spread the word to others.	Burning Support	3k_embers_pooled_resource.png	faction	positive	false
3k_yt_generic_embers_bundle_4	Our reach is great and many come to follow us.	Fiery Determination	3k_embers_pooled_resource.png	faction	positive	false
3k_yt_generic_embers_bundle_5	The Yellow Sky looms large - followers flock to us in droves!	Explosive Fanaticism	3k_embers_pooled_resource.png	faction	positive	false
3k_ytr_frontend_leader_gong_du_specialisation	[[b]]Embers[[/b]] is this faction's unique resource.\\n\\n[[i]][[col:flavour]]Embers represents the last dying and desprate will of the yellow turbans.[[/col]][[/i]]	Embers	3k_embers_pooled_resource.png	faction	positive	false
3k_ytr_frontend_leader_he_yi_specialisation	[[b]]Embers[[/b]] is this faction's unique resource.\\n\\n[[i]][[col:flavour]]Embers represents the last dying and desprate will of the yellow turbans.[[/col]][[/i]]	Embers	3k_embers_pooled_resource.png	faction	positive	false
3k_ytr_frontend_leader_huang_shao_specialisation	[[b]]Embers[[/b]] is this faction's unique resource.\\n\\n[[i]][[col:flavour]]Embers represents the last dying and desprate will of the yellow turbans.[[/col]][[/i]]	Embers	3k_embers_pooled_resource.png	faction	positive	false
3k_faction_trait_gong_du	Embers represents the last dying and desprate will of the yellow turbans.	Embers	dlc04_yt_people.png	faction	positive	true
3k_faction_trait_he_yi	Embers represents the last dying and desprate will of the yellow turbans.	Embers	dlc04_yt_people.png	faction	positive	true
3k_faction_trait_huang_shao	Embers represents the last dying and desprate will of the yellow turbans.	Embers	dlc04_yt_people.png	faction	positive	true
3k_faction_trait_yt_generic	Embers represents the last dying and desprate will of the yellow turbans.	Embers	dlc04_yt_people.png	faction	positive	true
