key	localised_description	localised_title	ui_icon	bundle_target	icon_supplement_colour_type	show_in_generic_bundle_display
#effect_bundles_tables;3;db/effect_bundles_tables/shiclan						
chibi_effect_bundle_pooled_resource_control_level_1			ep_frontend_leader_prince_of_qi_specialisation.png	faction	neutral	false
chibi_effect_bundle_pooled_resource_control_level_2			ep_frontend_leader_prince_of_qi_specialisation.png	faction	neutral	false
chibi_effect_bundle_pooled_resource_control_level_3			ep_frontend_leader_prince_of_qi_specialisation.png	faction	neutral	false
chibi_effect_bundle_pooled_resource_control_level_4			ep_frontend_leader_prince_of_qi_specialisation.png	faction	neutral	false
chibi_effect_bundle_pooled_resource_control_level_5			ep_frontend_leader_prince_of_qi_specialisation.png	faction	neutral	false
chibi_effect_bundle_pooled_resource_sima_wei_level_1			ep_frontend_leader_prince_of_chu_specialisation.png	faction	positive	false
chibi_effect_bundle_pooled_resource_sima_wei_level_2			ep_frontend_leader_prince_of_chu_specialisation.png	faction	positive	false
chibi_effect_bundle_pooled_resource_sima_wei_level_3			ep_frontend_leader_prince_of_chu_specialisation.png	faction	positive	false
chibi_effect_bundle_pooled_resource_sima_wei_level_4			ep_frontend_leader_prince_of_chu_specialisation.png	faction	positive	false
chibi_effect_bundle_pooled_resource_subterfuge_level_1			ep_frontend_leader_prince_of_zhao_specialisation.png	faction	positive	false
chibi_effect_bundle_pooled_resource_subterfuge_level_2			ep_frontend_leader_prince_of_zhao_specialisation.png	faction	positive	false
chibi_effect_bundle_pooled_resource_subterfuge_level_3			ep_frontend_leader_prince_of_zhao_specialisation.png	faction	positive	false
chibi_effect_bundle_pooled_resource_subterfuge_level_4			ep_frontend_leader_prince_of_zhao_specialisation.png	faction	positive	false
chibi_effect_bundle_pooled_resource_influence_level_1			ep_frontend_leader_prince_of_donghai_specialisation.png	faction	positive	false
chibi_effect_bundle_pooled_resource_influence_level_2			ep_frontend_leader_prince_of_donghai_specialisation.png	faction	positive	false
chibi_effect_bundle_pooled_resource_influence_level_3			ep_frontend_leader_prince_of_donghai_specialisation.png	faction	positive	false
chibi_effect_bundle_pooled_resource_influence_level_4			ep_frontend_leader_prince_of_donghai_specialisation.png	faction	positive	false
chibi_effect_bundle_pooled_resource_influence_level_5			ep_frontend_leader_prince_of_donghai_specialisation.png	faction	positive	false
chibi_frontend_leader_shi_yi_specialisation			ep_frontend_leader_prince_of_donghai_specialisation.png	faction	neutral	true
