key	localised_description	localised_title	ui_icon	bundle_target	icon_supplement_colour_type	show_in_generic_bundle_display
#effect_bundles_tables;3;db/effect_bundles_tables/zhu_haoresource						
ironic_unit_upgrades_resource_level_0			diplomacy_attitude_effect.png	faction	negative	false
ironic_unit_upgrades_resource_level_1			diplomacy_attitude_effect.png	faction	negative	false
ironic_unit_upgrades_resource_level_2			diplomacy_attitude_effect.png	faction	neutral	false
ironic_unit_upgrades_resource_level_3			diplomacy_attitude_effect.png	faction	positive	false
ironic_unit_upgrades_resource_level_4			diplomacy_attitude_effect.png	faction	positive	false
ironic_unit_upgrades_captives_execute			no_effect.png	force	neutral	false
ironic_unit_upgrades_captives_recruit			no_effect.png	force	neutral	false
ironic_unit_upgrades_captives_release			no_effect.png	force	neutral	false
ironic_unit_upgrades_garrisoned			diplomacy_attitude_effect.png	force	neutral	false
ironic_unit_upgrades_vassalized			diplomacy_attitude_effect.png	force	neutral	false
ironic_unit_upgrades_effect_bundle			diplomacy_attitude_effect.png	faction	neutral	false
ironic_unit_upgrades_wood_armor			3k_ceo_subcategory_armour_wood.png	faction	neutral	false
ironic_unit_upgrades_wood_melee_evasion			3k_ceo_subcategory_armour_wood.png	faction	neutral	false
ironic_unit_upgrades_wood_ap_damage			3k_ceo_subcategory_armour_wood.png	faction	neutral	false
ironic_unit_upgrades_wood_range_block			3k_ceo_subcategory_armour_wood.png	faction	neutral	false
ironic_unit_upgrades_earth_range_block			3k_ceo_subcategory_armour_earth.png	faction	neutral	false
ironic_unit_upgrades_earth_all_damage			3k_ceo_subcategory_armour_earth.png	faction	neutral	false
ironic_unit_upgrades_earth_speed			3k_ceo_subcategory_armour_earth.png	faction	neutral	false
ironic_unit_upgrades_earth_armor			3k_ceo_subcategory_armour_earth.png	faction	neutral	false
ironic_unit_upgrades_fire_charge_bonus			3k_ceo_subcategory_armour_fire.png	faction	neutral	false
ironic_unit_upgrades_fire_speed			3k_ceo_subcategory_armour_fire.png	faction	neutral	false
ironic_unit_upgrades_fire_armor			3k_ceo_subcategory_armour_fire.png	faction	neutral	false
ironic_unit_upgrades_fire_fatigue_rate			3k_ceo_subcategory_armour_fire.png	faction	neutral	false
ironic_unit_upgrades_water_range_view			3k_ceo_subcategory_armour_water.png	faction	neutral	false
ironic_unit_upgrades_water_ammo			3k_ceo_subcategory_armour_water.png	faction	neutral	false
ironic_unit_upgrades_water_range_block			3k_ceo_subcategory_armour_water.png	faction	neutral	false
ironic_unit_upgrades_water_all_damage			3k_ceo_subcategory_armour_water.png	faction	neutral	false
ironic_unit_upgrades_metal_speed			3k_ceo_subcategory_armour_metal.png	faction	neutral	false
ironic_unit_upgrades_metal_melee_evasion			3k_ceo_subcategory_armour_metal.png	faction	neutral	false
ironic_unit_upgrades_metal_attack_rate			3k_ceo_subcategory_armour_metal.png	faction	neutral	false
ironic_unit_upgrades_metal_charge_bonus			3k_ceo_subcategory_armour_metal.png	faction	neutral	false
ironic_unit_upgrades_set_earth			3k_ceo_subcategory_armour_earth.png	faction	positive	false
ironic_unit_upgrades_set_fire			3k_ceo_subcategory_armour_fire.png	faction	positive	false
ironic_unit_upgrades_set_water			3k_ceo_subcategory_armour_water.png	faction	positive	false
ironic_unit_upgrades_set_wood			3k_ceo_subcategory_armour_wood.png	faction	positive	false
ironic_unit_upgrades_set_metal			3k_ceo_subcategory_armour_metal.png	faction	positive	false
ironic_unit_upgrades_experience			increased_rank_for_new_recruits.png	faction	positive	false
