effect	icon	priority	category	elemental_group	generalised_description	max_value	icon_supplement_colour_type	ui_category
#effects_tables;9;db/effects_tables/ironic_relationship_buffs								
relationship_3k_dlc04_faction_bian_zhang	diplomacy_attitude_effect.png	100	campaign			0.0000	positive_value_is_good	default
relationship_3k_dlc04_faction_bian_zhang_separatists	diplomacy_attitude_effect.png	100	campaign			0.0000	positive_value_is_good	default
relationship_3k_dlc04_faction_cao_song	diplomacy_attitude_effect.png	100	campaign			0.0000	positive_value_is_good	default
relationship_3k_dlc04_faction_cao_song_separatists	diplomacy_attitude_effect.png	100	campaign			0.0000	positive_value_is_good	default
relationship_3k_dlc04_faction_chen_gui	diplomacy_attitude_effect.png	100	campaign			0.0000	positive_value_is_good	default
relationship_3k_dlc04_faction_chen_gui_separatists	diplomacy_attitude_effect.png	100	campaign			0.0000	positive_value_is_good	default
relationship_3k_dlc04_faction_chu_gong	diplomacy_attitude_effect.png	100	campaign			0.0000	positive_value_is_good	default
relationship_3k_dlc04_faction_chu_gong_separatists	diplomacy_attitude_effect.png	100	campaign			0.0000	positive_value_is_good	default
relationship_3k_dlc04_faction_dai	diplomacy_attitude_effect.png	100	campaign			0.0000	positive_value_is_good	default
relationship_3k_dlc04_faction_dai_separatists	diplomacy_attitude_effect.png	100	campaign			0.0000	positive_value_is_good	default
relationship_3k_dlc04_faction_ding_yuan	diplomacy_attitude_effect.png	100	campaign			0.0000	positive_value_is_good	default
relationship_3k_dlc04_faction_ding_yuan_separatists	diplomacy_attitude_effect.png	100	campaign			0.0000	positive_value_is_good	default
relationship_3k_dlc04_faction_dong	diplomacy_attitude_effect.png	100	campaign			0.0000	positive_value_is_good	default
relationship_3k_dlc04_faction_dong_he	diplomacy_attitude_effect.png	100	campaign			0.0000	positive_value_is_good	default
relationship_3k_dlc04_faction_dong_he_separatists	diplomacy_attitude_effect.png	100	campaign			0.0000	positive_value_is_good	default
relationship_3k_dlc04_faction_dong_separatists	diplomacy_attitude_effect.png	100	campaign			0.0000	positive_value_is_good	default
relationship_3k_dlc04_faction_empress_he	diplomacy_attitude_effect.png	100	campaign			0.0000	positive_value_is_good	default
relationship_3k_dlc04_faction_empress_he_separatists	diplomacy_attitude_effect.png	100	campaign			0.0000	positive_value_is_good	default
relationship_3k_dlc04_faction_han_fu_separatists	diplomacy_attitude_effect.png	100	campaign			0.0000	positive_value_is_good	default
relationship_3k_dlc04_faction_liang_rebels	diplomacy_attitude_effect.png	100	campaign			0.0000	positive_value_is_good	default
relationship_3k_dlc04_faction_liang_rebels_separatists	diplomacy_attitude_effect.png	100	campaign			0.0000	positive_value_is_good	default
relationship_3k_dlc04_faction_liu_hong	diplomacy_attitude_effect.png	100	campaign			0.0000	positive_value_is_good	default
relationship_3k_dlc04_faction_liu_hong_separatists	diplomacy_attitude_effect.png	100	campaign			0.0000	positive_value_is_good	default
relationship_3k_dlc04_faction_liu_xun	diplomacy_attitude_effect.png	100	campaign			0.0000	positive_value_is_good	default
relationship_3k_dlc04_faction_liu_xun_separatists	diplomacy_attitude_effect.png	100	campaign			0.0000	positive_value_is_good	default
relationship_3k_dlc04_faction_lu_kang	diplomacy_attitude_effect.png	100	campaign			0.0000	positive_value_is_good	default
relationship_3k_dlc04_faction_lu_kang_separatists	diplomacy_attitude_effect.png	100	campaign			0.0000	positive_value_is_good	default
relationship_3k_dlc04_faction_lu_zhi	diplomacy_attitude_effect.png	100	campaign			0.0000	positive_value_is_good	default
relationship_3k_dlc04_faction_lu_zhi_separatists	diplomacy_attitude_effect.png	100	campaign			0.0000	positive_value_is_good	default
relationship_3k_dlc04_faction_prince_liu_chong	diplomacy_attitude_effect.png	100	campaign			0.0000	positive_value_is_good	default
relationship_3k_dlc04_faction_prince_liu_chong_separatists	diplomacy_attitude_effect.png	100	campaign			0.0000	positive_value_is_good	default
relationship_3k_dlc04_faction_qiao_mao	diplomacy_attitude_effect.png	100	campaign			0.0000	positive_value_is_good	default
relationship_3k_dlc04_faction_qiao_mao_separatists	diplomacy_attitude_effect.png	100	campaign			0.0000	positive_value_is_good	default
