effect	icon	priority	category	elemental_group	generalised_description	max_value	icon_supplement_colour_type	ui_category
#effects_tables;9;db/effects_tables/jialongresource								
ironic_gentry_support_decay	diplomacy_attitude_effect.png	10000	campaign			0.0000	positive_value_is_good	default
ironic_gentry_support_armies	diplomacy_attitude_effect.png	10000	campaign			0.0000	positive_value_is_good	default
ironic_gentry_support_captives_post_battle	diplomacy_attitude_effect.png	100	campaign			0.0000	positive_value_is_good	default
ironic_gentry_support_characters	diplomacy_attitude_effect.png	100	campaign			0.0000	positive_value_is_good	default
ironic_gentry_support_garrisoned	diplomacy_attitude_effect.png	100	campaign			0.0000	positive_value_is_good	default
ironic_gentry_support_vassalized	diplomacy_attitude_effect.png	100	campaign			0.0000	positive_value_is_good	default
ironic_gentry_support_info_gain	info.png	1000	campaign			0.0000	positive_value_is_good	info
ironic_gentry_support_info_loss	info.png	1000	campaign			0.0000	positive_value_is_good	info
ironic_gentry_support_executed	diplomacy_attitude_effect.png	100	campaign			0.0000	positive_value_is_good	default
ironic_gentry_diplomacy_all_non_han_factions	diplomacy_attitude_effect.png	100	campaign			0.0000	positive_value_is_good	default
ironic_gentry_support_assignments	diplomacy_attitude_effect.png	100	campaign			0.0000	positive_value_is_good	default
ironic_gentry_support_buildings	diplomacy_attitude_effect.png	100	campaign			0.0000	positive_value_is_good	default
ironic_custom_income_influence	money.png	200	campaign	metal	3k_main_effect_description_buildings_economy_commerce	0.0000	positive_value_is_good	default
ironic_frontend_description_gentry_support_1	diplomacy_attitude_effect.png	100	campaign		ironic_frontend_description_gentry_support_1	0.0000	positive_value_is_good	default
ironic_frontend_description_gentry_support_2	diplomacy_attitude_effect.png	100	campaign		ironic_frontend_description_gentry_support_2	0.0000	positive_value_is_good	default
ironic_frontend_description_gentry_support_3	diplomacy_attitude_effect.png	100	campaign		ironic_frontend_description_gentry_support_3	0.0000	positive_value_is_good	default
ironic_frontend_description_gentry_support_4	diplomacy_attitude_effect.png	100	campaign		ironic_frontend_description_gentry_support_4	0.0000	positive_value_is_good	default
