effect	icon	priority	category	elemental_group	generalised_description	max_value	icon_supplement_colour_type	ui_category
#effects_tables;9;db/effects_tables/ironic_morale_sets								
ironic_effect_unit_stats_morale_abs_advanced_all	stat_morale.png	151	campaign		3k_main_effect_description_buildings_forces_unit_morale	0.0000	positive_value_is_good	default
ironic_effect_unit_stats_morale_abs_advanced_earth	stat_morale.png	151	campaign		3k_main_effect_description_buildings_forces_unit_morale	0.0000	positive_value_is_good	default
ironic_effect_unit_stats_morale_abs_advanced_fire	stat_morale.png	151	campaign		3k_main_effect_description_buildings_forces_unit_morale	0.0000	positive_value_is_good	default
ironic_effect_unit_stats_morale_abs_advanced_metal	stat_morale.png	151	campaign		3k_main_effect_description_buildings_forces_unit_morale	0.0000	positive_value_is_good	default
ironic_effect_unit_stats_morale_abs_advanced_water	stat_morale.png	151	campaign		3k_main_effect_description_buildings_forces_unit_morale	0.0000	positive_value_is_good	default
ironic_effect_unit_stats_morale_abs_advanced_wood	stat_morale.png	151	campaign		3k_main_effect_description_buildings_forces_unit_morale	0.0000	positive_value_is_good	default
ironic_effect_unit_stats_morale_abs_chen_wen_units	stat_morale.png	151	campaign		3k_main_effect_description_buildings_forces_unit_morale	0.0000	positive_value_is_good	default
ironic_effect_unit_stats_morale_abs_di	stat_morale.png	151	campaign		3k_main_effect_description_buildings_forces_unit_morale	0.0000	positive_value_is_good	default
ironic_effect_unit_stats_morale_abs_elite_all	stat_morale.png	151	campaign		3k_main_effect_description_buildings_forces_unit_morale	0.0000	positive_value_is_good	default
ironic_effect_unit_stats_morale_abs_militia_all	stat_morale.png	151	campaign		3k_main_effect_description_buildings_forces_unit_morale	0.0000	positive_value_is_good	default
ironic_effect_unit_stats_morale_abs_militia_earth	stat_morale.png	151	campaign		3k_main_effect_description_buildings_forces_unit_morale	0.0000	positive_value_is_good	default
ironic_effect_unit_stats_morale_abs_militia_fire	stat_morale.png	151	campaign		3k_main_effect_description_buildings_forces_unit_morale	0.0000	positive_value_is_good	default
ironic_effect_unit_stats_morale_abs_militia_metal	stat_morale.png	151	campaign		3k_main_effect_description_buildings_forces_unit_morale	0.0000	positive_value_is_good	default
ironic_effect_unit_stats_morale_abs_militia_water	stat_morale.png	151	campaign		3k_main_effect_description_buildings_forces_unit_morale	0.0000	positive_value_is_good	default
ironic_effect_unit_stats_morale_abs_units_northern_army	stat_morale.png	151	campaign		3k_main_effect_description_buildings_forces_unit_morale	0.0000	positive_value_is_good	default
ironic_effect_unit_stats_morale_abs_yellow_turban	stat_morale.png	151	campaign		3k_main_effect_description_buildings_forces_unit_morale	0.0000	positive_value_is_good	default
