effect	icon	priority	category	elemental_group	generalised_description	max_value	icon_supplement_colour_type	ui_category
#effects_tables;9;db/effects_tables/jiefanresource								
ironic_great_ambition_decay	ep_frontend_leader_prince_of_chengdu_specialisation.png	10000	campaign			0.0000	positive_value_is_good	default
ironic_great_ambition_armies	ep_frontend_leader_prince_of_chengdu_specialisation.png	10000	campaign			0.0000	positive_value_is_good	default
ironic_great_ambition_captives_post_battle	ep_frontend_leader_prince_of_chengdu_specialisation.png	100	campaign			0.0000	positive_value_is_good	default
ironic_great_ambition_characters	ep_frontend_leader_prince_of_chengdu_specialisation.png	100	campaign			0.0000	positive_value_is_good	default
ironic_great_ambition_garrisoned	ep_frontend_leader_prince_of_chengdu_specialisation.png	100	campaign			0.0000	positive_value_is_good	default
ironic_great_ambition_vassalized	ep_frontend_leader_prince_of_chengdu_specialisation.png	100	campaign			0.0000	positive_value_is_good	default
ironic_great_ambition_info_gain	info.png	1000	campaign			0.0000	positive_value_is_good	info
ironic_great_ambition_info_loss	info.png	1000	campaign			0.0000	positive_value_is_good	info
ironic_great_ambition_executed	ep_frontend_leader_prince_of_chengdu_specialisation.png	100	campaign			0.0000	positive_value_is_good	default
ironic_great_ambition_assignments	ep_frontend_leader_prince_of_chengdu_specialisation.png	100	campaign			0.0000	positive_value_is_good	default
ironic_great_ambition_buildings	ep_frontend_leader_prince_of_chengdu_specialisation.png	100	campaign			0.0000	positive_value_is_good	default
ironic_frontend_description_keenness_1	ep_frontend_leader_prince_of_chengdu_specialisation.png	1	campaign		ironic_frontend_description_keenness_1	0.0000	positive_value_is_good	default
ironic_frontend_description_keenness_2	ep_frontend_leader_prince_of_chengdu_specialisation.png	1	campaign		ironic_frontend_description_keenness_2	0.0000	positive_value_is_good	default
ironic_frontend_description_keenness_3	ep_frontend_leader_prince_of_chengdu_specialisation.png	1	campaign		ironic_frontend_description_keenness_3	0.0000	positive_value_is_good	default
ironic_frontend_description_keenness_4	ep_frontend_leader_prince_of_chengdu_specialisation.png	1	campaign		ironic_frontend_description_keenness_4	0.0000	positive_value_is_good	default
