effect	icon	priority	category	elemental_group	generalised_description	max_value	icon_supplement_colour_type	ui_category
#effects_tables;9;db/effects_tables/goguryeoresource								
ironic_military_conquest_decay	3k_dlc07_military_sanction.png	10000	campaign			0.0000	positive_value_is_good	default
ironic_military_conquest_armies	3k_dlc07_military_sanction.png	10000	campaign			0.0000	positive_value_is_good	default
ironic_military_conquest_captives_post_battle	3k_dlc07_military_sanction.png	100	campaign			0.0000	positive_value_is_good	default
ironic_military_conquest_characters	3k_dlc07_military_sanction.png	100	campaign			0.0000	positive_value_is_good	default
ironic_military_conquest_garrisoned	3k_dlc07_military_sanction.png	100	campaign			0.0000	positive_value_is_good	default
ironic_military_conquest_vassalized	3k_dlc07_military_sanction.png	100	campaign			0.0000	positive_value_is_good	default
ironic_military_conquest_info_gain	info.png	1000	campaign			0.0000	positive_value_is_good	info
ironic_military_conquest_info_loss	info.png	1000	campaign			0.0000	positive_value_is_good	info
ironic_military_conquest_executed	3k_dlc07_military_sanction.png	100	campaign			0.0000	positive_value_is_good	default
ironic_military_conquest_assignments	3k_dlc07_military_sanction.png	100	campaign			0.0000	positive_value_is_good	default
