effect	icon	priority	category	elemental_group	generalised_description	max_value	icon_supplement_colour_type	ui_category
#effects_tables;9;db/effects_tables/skill_set_jan								
ironic_bu_lianshi	unit_attributes.png	100	campaign			0.0000	positive_value_is_good	default
ironic_cao_biao	unit_attributes.png	100	campaign			0.0000	positive_value_is_good	default
ironic_cao_pi	unit_attributes.png	100	campaign			0.0000	positive_value_is_good	default
ironic_cao_pi_2	unit_attributes.png	100	campaign			0.0000	positive_value_is_good	default
ironic_cao_rui	unit_attributes.png	100	campaign			0.0000	positive_value_is_good	default
ironic_cao_xiu	unit_attributes.png	100	campaign			0.0000	positive_value_is_good	default
ironic_cao_zhi	unit_attributes.png	100	campaign			0.0000	positive_value_is_good	default
ironic_cao_zhi_2	unit_attributes.png	100	campaign			0.0000	positive_value_is_good	default
ironic_deng_ai	unit_attributes.png	100	campaign			0.0000	positive_value_is_good	default
ironic_gongsun_yuan	unit_attributes.png	100	campaign			0.0000	positive_value_is_good	default
ironic_guan_suo	unit_attributes.png	100	campaign			0.0000	positive_value_is_good	default
ironic_guo_huai	unit_attributes.png	100	campaign			0.0000	positive_value_is_good	default
ironic_huang_yueying	unit_attributes.png	100	campaign			0.0000	positive_value_is_good	default
ironic_jia_chong	unit_attributes.png	100	campaign			0.0000	positive_value_is_good	default
ironic_liu_shan_active	unit_attributes.png	100	campaign			0.0000	positive_value_is_good	default
ironic_liu_shan_passive	unit_attributes.png	100	campaign			0.0000	positive_value_is_good	default
ironic_lu_ji	unit_attributes.png	100	campaign			0.0000	positive_value_is_good	default
ironic_lu_xun	unit_attributes.png	100	campaign			0.0000	positive_value_is_good	default
ironic_ma_dai	unit_attributes.png	100	campaign			0.0000	positive_value_is_good	default
ironic_ma_liang	unit_attributes.png	100	campaign			0.0000	positive_value_is_good	default
ironic_ma_su	unit_attributes.png	100	campaign			0.0000	positive_value_is_good	default
ironic_ma_zhong	unit_attributes.png	100	campaign			0.0000	positive_value_is_good	default
ironic_man_chong	unit_attributes.png	100	campaign			0.0000	positive_value_is_good	default
ironic_qian_zhao	unit_attributes.png	100	campaign			0.0000	positive_value_is_good	default
ironic_sima_shi	unit_attributes.png	100	campaign			0.0000	positive_value_is_good	default
ironic_sima_shi_2	unit_attributes.png	100	campaign			0.0000	positive_value_is_good	default
ironic_sima_zhao	unit_attributes.png	100	campaign			0.0000	positive_value_is_good	default
ironic_wang_ping	unit_attributes.png	100	campaign			0.0000	positive_value_is_good	default
ironic_wang_yuanji	unit_attributes.png	100	campaign			0.0000	positive_value_is_good	default
ironic_wu_jing	unit_attributes.png	100	campaign			0.0000	positive_value_is_good	default
ironic_xiahou_ba	unit_attributes.png	100	campaign			0.0000	positive_value_is_good	default
ironic_xin_xianying	unit_attributes.png	100	campaign			0.0000	positive_value_is_good	default
ironic_xin_xianying_2	unit_attributes.png	100	campaign			0.0000	positive_value_is_good	default
ironic_xu_shao	unit_attributes.png	100	campaign			0.0000	positive_value_is_good	default
ironic_xu_shu	unit_attributes.png	100	campaign			0.0000	positive_value_is_good	default
ironic_zhang_chunhua	unit_attributes.png	100	campaign			0.0000	positive_value_is_good	default
ironic_zhang_ni	unit_attributes.png	100	campaign			0.0000	positive_value_is_good	default
ironic_zhang_yi	unit_attributes.png	100	campaign			0.0000	positive_value_is_good	default
ironic_zhong_hui	unit_attributes.png	100	campaign			0.0000	positive_value_is_good	default
ironic_zhong_yao	unit_attributes.png	100	campaign			0.0000	positive_value_is_good	default
ironic_zhou_cang	unit_attributes.png	100	campaign			0.0000	positive_value_is_good	default
ironic_zhu_huan	unit_attributes.png	100	campaign			0.0000	positive_value_is_good	default
ironic_zhu_ran	unit_attributes.png	100	campaign			0.0000	positive_value_is_good	default
ironic_zhuge_dan	unit_attributes.png	100	campaign			0.0000	positive_value_is_good	default
ironic_zhuge_jin	unit_attributes.png	100	campaign			0.0000	positive_value_is_good	default
ironic_zhuge_ke	unit_attributes.png	100	campaign			0.0000	positive_value_is_good	default
