effect	icon	priority	category	elemental_group	generalised_description	max_value	icon_supplement_colour_type	ui_category
#effects_tables;9;db/effects_tables/provincial_side_buildings								
ironic_unit_unlock_region	prestige.png	1	campaign			0.0000	positive_value_is_good	default
ironic_unit_unlock_metal_qiang_warriors	replenishment.png	4	campaign			0.0000	positive_value_is_good	default
ironic_unit_unlock_water_qiang_archers	replenishment.png	5	campaign			0.0000	positive_value_is_good	default
ironic_unit_unlock_wood_qiang_polearms	replenishment.png	6	campaign			0.0000	positive_value_is_good	default
ironic_unit_unlock_metal_yue_remnant_warriors	replenishment.png	7	campaign			0.0000	positive_value_is_good	default
ironic_unit_unlock_wood_yue_tribesmen	replenishment.png	8	campaign			0.0000	positive_value_is_good	default
ironic_unit_unlock_fire_southern_elephants	replenishment.png	9	campaign			0.0000	positive_value_is_good	default
ironic_unit_unlock_fire_war_elephants	replenishment.png	10	campaign			0.0000	positive_value_is_good	default
ironic_unit_unlock_metal_axe_throwers	replenishment.png	11	campaign			0.0000	positive_value_is_good	default
ironic_unit_unlock_metal_nanman_warriors	replenishment.png	12	campaign			0.0000	positive_value_is_good	default
ironic_unit_unlock_metal_valley_tribesmen	replenishment.png	13	campaign			0.0000	positive_value_is_good	default
ironic_unit_unlock_water_fire_archers	replenishment.png	14	campaign			0.0000	positive_value_is_good	default
ironic_unit_unlock_water_javelin_throwers	replenishment.png	15	campaign			0.0000	positive_value_is_good	default
ironic_unit_unlock_water_nanzhong_elephants	replenishment.png	16	campaign			0.0000	positive_value_is_good	default
ironic_unit_unlock_wood_javelin_spearmen	replenishment.png	17	campaign			0.0000	positive_value_is_good	default
ironic_unit_unlock_wood_nanman_spearmen	replenishment.png	18	campaign			0.0000	positive_value_is_good	default
ironic_unit_unlock_earth_xiongnu_noble_cavalry	replenishment.png	19	campaign			0.0000	positive_value_is_good	default
ironic_unit_unlock_earth_qiang_raiders	replenishment.png	20	campaign			0.0000	positive_value_is_good	default
ironic_unit_unlock_fire_heavy_xiliang_cavalry	replenishment.png	21	campaign			0.0000	positive_value_is_good	default
ironic_unit_unlock_fire_qiang_marauders	replenishment.png	22	campaign			0.0000	positive_value_is_good	default
ironic_unit_unlock_fire_xiliang_cavalry	replenishment.png	23	campaign			0.0000	positive_value_is_good	default
ironic_unit_unlock_water_qiang_hunters	replenishment.png	24	campaign			0.0000	positive_value_is_good	default
ironic_unit_unlock_earth_wuhuan_cavalry	replenishment.png	25	campaign			0.0000	positive_value_is_good	default
ironic_unit_unlock_earth_xianbei_swordguard	replenishment.png	26	campaign			0.0000	positive_value_is_good	default
ironic_unit_unlock_fire_wuhuan_dragons	replenishment.png	27	campaign			0.0000	positive_value_is_good	default
ironic_unit_unlock_metal_wuhuan_infantry	replenishment.png	28	campaign			0.0000	positive_value_is_good	default
ironic_unit_unlock_metal_xianbei_headhunters	replenishment.png	29	campaign			0.0000	positive_value_is_good	default
ironic_unit_unlock_water_wuhuan_archers	replenishment.png	30	campaign			0.0000	positive_value_is_good	default
ironic_unit_unlock_water_xiongnu_assassins	replenishment.png	31	campaign			0.0000	positive_value_is_good	default
ironic_unit_unlock_fire_xianbei_riders	replenishment.png	32	campaign			0.0000	positive_value_is_good	default
ironic_unit_unlock_fire_xiongnu_cataphracts	replenishment.png	33	campaign			0.0000	positive_value_is_good	default
ironic_unit_unlock_fire_xiongnu_cavalry	replenishment.png	34	campaign			0.0000	positive_value_is_good	default
ironic_unit_unlock_metal_chu_infantry	replenishment.png	35	campaign			0.0000	positive_value_is_good	default
ironic_unit_unlock_water_xianbei_horse_archers	replenishment.png	36	campaign			0.0000	positive_value_is_good	default
ironic_unit_unlock_wood_chu_spearmen	replenishment.png	37	campaign			0.0000	positive_value_is_good	default
ironic_unit_unlock_cataphracts_fire	replenishment.png	38	campaign			0.0000	positive_value_is_good	default
ironic_unit_unlock_horse_archers_water	replenishment.png	39	campaign			0.0000	positive_value_is_good	default
ironic_unit_unlock_marauders_earth	replenishment.png	40	campaign			0.0000	positive_value_is_good	default
ironic_unit_unlock_raiders_fire	replenishment.png	41	campaign			0.0000	positive_value_is_good	default
ironic_unit_unlock_bing_earth_auxilia_xiongnu_raiders	replenishment.png	42	campaign			0.0000	positive_value_is_good	default
ironic_unit_unlock_bing_water_auxilia_xianbei_skirmishers	replenishment.png	43	campaign			0.0000	positive_value_is_good	default
