effect	icon	priority	category	elemental_group	generalised_description	max_value	icon_supplement_colour_type	ui_category
#effects_tables;9;db/effects_tables/caoren								
ironic_cao_ren_decay	3k_skill_intuition_unpredictability.png	1	campaign	earth		0.0000	positive_value_is_good	default
ironic_cao_ren_stance	3k_skill_intuition_unpredictability.png	1	campaign	earth		0.0000	positive_value_is_good	default
ironic_cao_ren_assignment	3k_skill_intuition_unpredictability.png	1	campaign	earth		0.0000	positive_value_is_good	default
ironic_four_caos	3k_skill_intuition_unpredictability.png	1	campaign	earth		0.0000	positive_value_is_good	default
ironic_faction_cao_ren_frontend_section_1	3k_skill_intuition_unpredictability.png	0	campaign	earth	ironic_faction_cao_ren_frontend_section_1	0.0000	positive_value_is_good	default
ironic_faction_cao_ren_frontend_section_2	3k_skill_intuition_unpredictability.png	1	campaign	earth	ironic_faction_cao_ren_frontend_section_2	0.0000	positive_value_is_good	default
ironic_faction_cao_ren_frontend_section_3	3k_skill_intuition_unpredictability.png	2	campaign	earth	ironic_faction_cao_ren_frontend_section_3	0.0000	positive_value_is_good	default
ironic_faction_cao_ren_frontend_section_4	3k_skill_intuition_unpredictability.png	3	campaign	earth	ironic_faction_cao_ren_frontend_section_4	0.0000	positive_value_is_good	default
ironic_faction_cao_ren_gain	info.png	1	campaign	earth	ironic_faction_cao_ren_frontend_section_2	0.0000	positive_value_is_good	info
ironic_faction_cao_ren_loss	info.png	2	campaign	earth	ironic_faction_cao_ren_frontend_section_3	0.0000	positive_value_is_good	info
ironic_faction_cao_ren_vassal	info.png	2	campaign	earth	ironic_faction_cao_ren_frontend_section_3	0.0000	positive_value_is_good	info
