unit	additional_building_requirement	campaign_cap	caste	create_time	can_trade	land_unit	multiplayer_cap	multiplayer_cost	naval_unit	num_ships	min_men_per_ship	max_men_per_ship	prestige	recruitment_cost	recruitment_movie	religion_requirement	upkeep_cost	weight	resource_requirement	world_leader_only	is_naval	special_edition_mask	unique_index	in_encyclopedia	region_unit_resource_requirement	audio_voiceover_culture	ui_unit_group_land	ui_unit_group_naval	tier	is_high_threat	porthole_camera	mount	unit_scaling	porthole_composite_scene	melee_cp	missile_cp	can_siege	audio_voiceover_culture_override	min_health_fraction	restrict_xp_gain_in_campaign	is_mergeable	turns_to_muster_to_full_strength	unit_card	campaign_siege_escalation_percentage_effectiveness	voiceover_actor_group	spawning_health_fraction	adc_plays_as_conversation
#main_units_tables;42;db/main_units_tables/rew_iro_regional_units																																															
rew_iro_regional_sili_wood_brave_protectors		0	melee_infantry	0	false	rew_iro_regional_sili_wood_brave_protectors	0	875	3k_main_campaign_ship_transport	1	1	240	0	875			230	heavy		false	false	0	656789001	true		vo_Empire	3k_main_unit_polearm_infantry_wood	3k_main_unit_polearm_infantry_wood	1	false	default		true		875.0000	0.0000	false		0.1000	false	true	8	ui/hvo/units_reworked/3k_dlc07_unit_wood_northern_veteran_ji_infantry	4.0000	vo_actor_group_generic_any_male_water_general	0.2000	true
rew_iro_regional_sili_wood_dynasty_warriors		0	melee_infantry	0	false	rew_iro_regional_sili_wood_dynasty_warriors	0	675	3k_main_campaign_ship_transport	1	1	240	0	675			180	medium		false	false	0	656789002	true		vo_Empire	3k_main_unit_glaive_infantry_wood	3k_main_unit_glaive_infantry_wood	1	false	default		true		675.0000	0.0000	false		0.1000	false	true	8	ui/hvo/units_reworked/hv_unit_bandits_elite_iron_walls	4.0000	vo_actor_group_generic_any_male_wood_general	0.2000	true
rew_iro_regional_bing_earth_auxilia_xiongnu_raiders		0	melee_cavalry	0	false	rew_iro_regional_bing_earth_auxilia_xiongnu_raiders	0	1125	3k_main_campaign_ship_transport	1	1	240	0	1125			300	medium		false	false	0	656789003	true		vo_Empire	3k_main_unit_axe_cavalry_earth	3k_main_unit_axe_cavalry_earth	1	false	default		true		1125.0000	0.0000	false		0.1000	false	true	8	ui/hvo/units_reworked/3k_dlc07_unit_earth_northern_sabre_cavalry	4.0000	vo_actor_group_generic_any_male_metal_general	0.2000	true
rew_iro_regional_bing_water_auxilia_xianbei_skirmishers		0	missile_cavalry	0	false	rew_iro_regional_bing_water_auxilia_xianbei_skirmishers	0	725	3k_main_campaign_ship_transport	1	1	240	0	725			190	light		false	false	0	656789004	true		vo_Empire	3k_main_unit_ranged_cavalry_water	3k_main_unit_ranged_cavalry_water	1	false	default		true		388.0000	337.0000	false		0.1000	false	true	8	ui/hvo/units_reworked/3k_dlc07_unit_water_northern_mounted_archers	4.0000	vo_actor_group_generic_any_male_water_general	0.2000	true
rew_iro_regional_liang_wood_xiliang_spearmen		0	melee_infantry	0	false	rew_iro_regional_liang_wood_xiliang_spearmen	0	625	3k_main_campaign_ship_transport	1	1	240	0	625			165	heavy		false	false	0	656789005	true		vo_Empire	3k_main_unit_spear_infantry_wood	3k_main_unit_spear_infantry_wood	1	false	default		true		625.0000	0.0000	false		0.1000	false	true	8	ui/hvo/units_reworked_alternate/3k_dlc07_unit_wood_northern_ji_infantry	4.0000	vo_actor_group_generic_any_male_earth_general	0.2000	true
rew_iro_regional_liang_metal_xiliang_macemen		0	melee_infantry	0	false	rew_iro_regional_liang_metal_xiliang_macemen	0	650	3k_main_campaign_ship_transport	1	1	240	0	650			170	heavy		false	false	0	656789006	true		vo_Empire	3k_main_unit_axe_infantry_metal	3k_main_unit_axe_infantry_metal	1	false	default		true		650.0000	0.0000	false		0.1000	false	true	8	ui/units/metal/mh_unit_metal_exemplars_of_the_tao	4.0000	vo_actor_group_generic_any_male_water_general	0.2000	true
rew_iro_regional_yong_metal_defenders_of_capitals		0	melee_infantry	0	false	rew_iro_regional_yong_metal_defenders_of_capitals	0	1150	3k_main_campaign_ship_transport	1	1	240	0	1150			305	heavy		false	false	0	656789007	true		vo_Empire	3k_main_unit_sword_infantry_metal	3k_main_unit_sword_infantry_metal	1	false	default		true		1150.0000	0.0000	false		0.1000	false	true	8	ui/units/metal/ep_unit_metal_imperial_guards	4.0000	vo_actor_group_generic_any_male_metal_general	0.2000	true
rew_iro_regional_yong_wood_downtrodden_refugees		0	melee_infantry	0	false	rew_iro_regional_yong_wood_downtrodden_refugees	0	300	3k_main_campaign_ship_transport	1	1	240	0	300			80	light		false	false	0	656789008	true		vo_Empire	3k_main_unit_spear_infantry_wood	3k_main_unit_spear_infantry_wood	1	false	default		true		300.0000	0.0000	false		0.1000	false	true	8	ui/units/wood/3k_dlc05_unit_wood_yue_tribesmen	4.0000	vo_actor_group_generic_any_male_metal_general	0.2000	true
rew_iro_regional_you_fire_auxiliary_wuhuan_raiders		0	melee_cavalry	0	false	rew_iro_regional_you_fire_auxiliary_wuhuan_raiders	0	1125	3k_main_campaign_ship_transport	1	1	240	0	1125			300	medium		false	false	0	656789009	true		vo_Empire	3k_main_unit_spear_cavalry_fire	3k_main_unit_spear_cavalry_fire	1	false	default		true		1125.0000	0.0000	false		0.1000	false	true	8	ui/units/fire/mh_unit_fire_mounted_lancer_defectors	4.0000	vo_actor_group_generic_any_male_metal_general	0.2000	true
