unit	additional_building_requirement	campaign_cap	caste	create_time	can_trade	land_unit	multiplayer_cap	multiplayer_cost	naval_unit	num_ships	min_men_per_ship	max_men_per_ship	prestige	recruitment_cost	recruitment_movie	religion_requirement	upkeep_cost	weight	resource_requirement	world_leader_only	is_naval	special_edition_mask	unique_index	in_encyclopedia	region_unit_resource_requirement	audio_voiceover_culture	ui_unit_group_land	ui_unit_group_naval	tier	is_high_threat	porthole_camera	mount	unit_scaling	porthole_composite_scene	melee_cp	missile_cp	can_siege	audio_voiceover_culture_override	min_health_fraction	restrict_xp_gain_in_campaign	is_mergeable	turns_to_muster_to_full_strength	unit_card	campaign_siege_escalation_percentage_effectiveness	voiceover_actor_group	spawning_health_fraction	adc_plays_as_conversation
#main_units_tables;42;db/main_units_tables/rew_iro_korean_units_rosters																																															
rew_iro_korean_unit_earth_hwandudaedo_guards		0	melee_cavalry	0	false	rew_iro_korean_unit_earth_hwandudaedo_guards	0	1200	3k_main_campaign_ship_transport	1	1	320	0	1600			440	very_heavy		false	false	0	301227260	true		vo_Empire	3k_main_unit_sword_cavalry_earth	3k_main_unit_sword_cavalry_earth	1	false	default		true		1200.0000	0.0000	false	vo_Empire	0.1000	false	true	8	ui/units/earth/3k_mod_unit_earth_korean_hwandudaedo_guard	2.0000	vo_actor_group_generic_any_male_earth_general	0.2000	true
rew_iro_korean_unit_earth_scout_cavalry		0	melee_cavalry	0	false	rew_iro_korean_unit_earth_scout_cavalry	0	500	3k_main_campaign_ship_transport	1	1	320	0	750			200	light		false	false	0	1795771017	true		vo_Empire	3k_main_unit_axe_cavalry_earth	3k_main_unit_axe_cavalry_earth	0	false	default		true		500.0000	0.0000	false	vo_Empire	0.1000	false	true	8	ui/units/earth/3k_mod_unit_earth_korean_scout_cavalry	2.0000	vo_actor_group_generic_any_male_earth_general	0.2000	true
rew_iro_korean_unit_fire_noble_pillager_cavalry		0	melee_cavalry	0	false	rew_iro_korean_unit_fire_noble_pillager_cavalry	0	1200	3k_main_campaign_ship_transport	1	1	80	0	1800			400	heavy		false	false	0	13121	true		vo_Empire	3k_main_unit_spear_cavalry_fire	3k_main_unit_spear_cavalry_fire	1	false	default		true		1200.0000	0.0000	false	vo_Empire	0.1000	false	true	8	ui/units/fire/3k_mod_unit_fire_korean_noble_pillager_cavalry	2.0000	vo_actor_group_generic_any_male_fire_general	0.2000	true
rew_iro_korean_unit_fire_pillager_cavalry		0	melee_cavalry	0	false	rew_iro_korean_unit_fire_pillager_cavalry	0	950	3k_main_campaign_ship_transport	1	1	80	0	1425			310	medium		false	false	0	13151	true		vo_Empire	3k_main_unit_spear_cavalry_fire	3k_main_unit_spear_cavalry_fire	0	false	default		true		950.0000	0.0000	false	vo_Empire	0.1000	false	true	8	ui/units/fire/3k_mod_unit_fire_korean_pillager_cavalry	2.0000	vo_actor_group_generic_any_male_fire_general	0.2000	true
rew_iro_korean_unit_metal_elite_axe_warriors		0	melee_infantry	0	false	rew_iro_korean_unit_metal_elite_axe_warriors	0	800	3k_main_campaign_ship_transport	1	1	320	0	800			225	heavy		false	false	0	13182	true		vo_Empire	3k_main_unit_axe_infantry_metal	3k_main_unit_axe_infantry_metal	1	false	default		true		800.0000	0.0000	false	vo_Empire	0.1000	false	true	8	ui/units/metal/3k_mod_unit_metal_korean_elite_axe_warriors	4.0000	vo_actor_group_generic_any_male_metal_general	0.2000	true
rew_iro_korean_unit_metal_axe_warriors		0	melee_infantry	0	false	rew_iro_korean_unit_metal_axe_warriors	0	625	3k_main_campaign_ship_transport	1	1	320	0	625			160	medium		false	false	0	13182	true		vo_Empire	3k_main_unit_axe_infantry_metal	3k_main_unit_axe_infantry_metal	0	false	default		true		625.0000	0.0000	false	vo_Empire	0.1000	false	true	8	ui/units/metal/3k_mod_unit_metal_korean_axe_warriors	4.0000	vo_actor_group_generic_any_male_metal_general	0.2000	true
rew_iro_korean_unit_metal_axe_militia		0	melee_infantry	0	false	rew_iro_korean_unit_metal_axe_militia	0	475	3k_main_campaign_ship_transport	1	1	320	0	475			120	light		false	false	0	13182	true		vo_Empire	3k_main_unit_axe_infantry_metal	3k_main_unit_axe_infantry_metal	0	false	default		true		475.0000	0.0000	false	vo_Empire	0.1000	false	true	8	ui/units/metal/3k_mod_unit_metal_korean_axe_militia	4.0000	vo_actor_group_generic_any_male_metal_general	0.2000	true
rew_iro_korean_unit_metal_peasants_warriors		0	melee_infantry	0	false	rew_iro_korean_unit_metal_peasants_warriors	0	350	3k_main_campaign_ship_transport	1	1	320	0	350			80	light		false	false	0	13182	true		vo_Empire	3k_main_unit_axe_infantry_metal	3k_main_unit_axe_infantry_metal	0	false	default		true		350.0000	0.0000	false	vo_Empire	0.1000	false	true	8	ui/units/metal/3k_mod_unit_metal_korean_peasant_clubs	4.0000	vo_actor_group_generic_any_male_metal_general	0.2000	true
rew_iro_korean_unit_water_noble_archers		0	missile_infantry	0	false	rew_iro_korean_unit_water_noble_archers	0	600	3k_main_campaign_ship_transport	1	1	320	0	600			200	medium		false	false	0	13252	true		vo_Empire	3k_main_unit_ranged_infantry_water	3k_main_unit_ranged_infantry_water	1	false	default		true		200.0000	400.0000	false	vo_Empire	0.1000	false	true	8	ui/units/water/3k_mod_unit_water_korean_noble_maekbowmen	6.0000	vo_actor_group_generic_any_male_water_general	0.2000	true
