unit	additional_building_requirement	campaign_cap	caste	create_time	can_trade	land_unit	multiplayer_cap	multiplayer_cost	naval_unit	num_ships	min_men_per_ship	max_men_per_ship	prestige	recruitment_cost	recruitment_movie	religion_requirement	upkeep_cost	weight	resource_requirement	world_leader_only	is_naval	special_edition_mask	unique_index	in_encyclopedia	region_unit_resource_requirement	audio_voiceover_culture	ui_unit_group_land	ui_unit_group_naval	tier	is_high_threat	porthole_camera	mount	unit_scaling	porthole_composite_scene	melee_cp	missile_cp	can_siege	audio_voiceover_culture_override	min_health_fraction	restrict_xp_gain_in_campaign	is_mergeable	turns_to_muster_to_full_strength	unit_card	campaign_siege_escalation_percentage_effectiveness	voiceover_actor_group	spawning_health_fraction	adc_plays_as_conversation
#main_units_tables;42;db/main_units_tables/data__																																															
3k_cp01_general_fire_huang_gai		0	lord	1	false	3k_cp01_general_fire_huang_gai	0	740	3k_main_campaign_ship_transport	1	1	80	0	0			0	heavy		false	false	0	1907612695	true		vo_Empire	3k_main_hero_fire	3k_main_hero_fire	0	false	default		true		745.0000	0.0000	false	vo_Empire	0.0000	false	false	1	3k_main_general_fire_generic	3.0000	vo_actor_group_generic_any_male_fire_general	1.0000	false
3k_cp01_general_water_guo_jia		0	lord	1	false	3k_cp01_general_water_guo_jia	0	305	3k_main_campaign_ship_transport	1	1	80	0	0			0	light		false	false	0	321255828	true		vo_Empire	3k_main_hero_strategist_water	3k_main_hero_strategist_water	0	false	default		true		865.0000	0.0000	false	vo_Empire	0.0000	false	false	1	placeholder	3.0000	vo_actor_group_generic_any_male_water_general	1.0000	false
3k_cp01_general_water_jia_xu		0	lord	1	false	3k_cp01_general_water_jia_xu	0	215	3k_main_campaign_ship_transport	1	1	80	0	0			0	light		false	false	0	433140532	true		vo_Empire	3k_main_hero_strategist_water	3k_main_hero_strategist_water	0	false	default		true		745.0000	0.0000	false	vo_Empire	0.0000	false	false	1	placeholder	9.0000	vo_actor_group_generic_any_male_water_general	1.0000	false
3k_cp01_general_water_pang_tong		0	lord	1	false	3k_cp01_general_water_pang_tong	0	305	3k_main_campaign_ship_transport	1	1	80	0	0			0	light		false	false	0	1094081336	true		vo_Empire	3k_main_hero_strategist_water	3k_main_hero_strategist_water	0	true	default		true		865.0000	0.0000	false	vo_Empire	0.0000	false	false	1	placeholder	9.0000	vo_actor_group_generic_any_male_water_general	1.0000	false
3k_cp01_hero_fire_huang_gai		0	hero	1	false	3k_cp01_hero_fire_huang_gai	0	790	3k_main_campaign_ship_transport	1	1	1	0	0			0	heavy		false	false	0	25805720	true		vo_Empire	3k_main_hero_fire	3k_main_hero_fire	0	true	default		true		745.0000	0.0000	false	vo_Empire	0.0000	false	false	1	3k_main_hero_fire_generic	3.0000	vo_actor_group_generic_any_male_fire_general	1.0000	false
3k_cp01_hero_water_guo_jia		0	hero	0	false	3k_cp01_hero_water_guo_jia	0	305	3k_main_campaign_ship_transport	1	1	1	0	0			0	light		false	false	0	1051425695	true		vo_Empire	3k_main_hero_strategist_water	3k_main_hero_strategist_water	0	true	default		true		305.0000	0.0000	false	vo_Empire	0.0000	false	false	1	3k_main_hero_water_generic_strategist	9.0000	vo_actor_group_generic_any_male_water_general	1.0000	false
3k_cp01_hero_water_jia_xu		0	hero	0	false	3k_cp01_hero_water_jia_xu	0	215	3k_main_campaign_ship_transport	1	1	1	0	0			0	light		false	false	0	31636648	true		vo_Empire	3k_main_hero_strategist_water	3k_main_hero_strategist_water	0	true	default		true		305.0000	0.0000	false	vo_Empire	0.0000	false	false	1	3k_main_hero_water_generic_strategist	9.0000	vo_actor_group_generic_any_male_water_general	1.0000	false
3k_cp01_hero_water_pang_tong		0	hero	0	false	3k_cp01_hero_water_pang_tong	0	305	3k_main_campaign_ship_transport	1	1	1	0	0			0	light		false	false	0	280680529	true		vo_Empire	3k_main_hero_strategist_water	3k_main_hero_strategist_water	0	true	default		true		305.0000	0.0000	false	vo_Empire	0.0000	false	false	1	3k_main_hero_water_generic_strategist	9.0000	vo_actor_group_generic_any_male_water_general	1.0000	false
3k_dlc04_general_earth_prince_liu_chong		0	lord	0	false	3k_dlc04_general_earth_prince_liu_chong	0	2355	3k_main_campaign_ship_transport	1	1	320	0	0			0	heavy		false	false	0	1508711946	true		vo_Empire	3k_main_hero_earth	3k_main_hero_earth	0	false	default		true		2355.0000	0.0000	false	vo_Empire	0.0000	false	true	1	mh_hero_special_earth_liu_chong	3.0000	vo_actor_group_general_Prince_Liu_Chong	1.0000	true
